Entry Date,Exit Date,Ticker,Entry Price,Exit Price,Shares,Max Leverage,PnL,PnL %,Days Held,Exit Reason
2018-07-30,2018-08-24,WHEAT,546.5,514.75,7.2395,1.0,-229.85,-5.81,25,TRAILING STOP: Price 514.75 < Stop 517.16
2018-08-13,2018-08-27,DXY,96.39,94.78,39.3766,1.0,-63.4,-1.67,14,TRAILING STOP: Price 94.78 < Stop 94.87
2018-08-15,2018-09-04,NATGAS,2.94,2.823,1291.2995,1.0,-151.08,-3.98,20,TRAILING STOP: Price 2.82 < Stop 2.82
2018-08-24,2018-09-13,WHEAT,514.75,471.75,7.3726,1.0,-317.02,-8.35,20,STOP LOSS: -8.4%
2018-07-30,2018-09-26,RUSSELL2000,1653.13,1691.61,2.3454,1.5,135.38,3.49,58,TRAILING STOP: Price 1691.61 < Stop 1697.00
2018-07-30,2018-10-05,NASDAQ,7630.0,7788.4502,0.498,1.0,78.91,2.08,67,TRAILING STOP: Price 7788.45 < Stop 7846.63
2018-09-13,2018-10-08,XLK,34.8817,33.9687,108.4963,1.0,-99.07,-2.62,25,TRAILING STOP: Price 33.97 < Stop 34.09
2018-06-21,2018-10-10,XLV,74.3772,81.4053,50.9105,2.0,715.61,18.9,111,TRAILING STOP: Price 81.41 < Stop 82.11
2018-06-25,2018-10-10,SP500,2717.0701,2785.6799,1.4547,1.0,99.81,2.53,107,TRAILING STOP: Price 2785.68 < Stop 2857.37
2018-07-05,2018-10-10,DOW,24356.7402,25598.7402,0.1556,2.0,386.45,10.2,97,TRAILING STOP: Price 25598.74 < Stop 26061.15
2018-08-10,2018-10-11,USDJPY,111.091,112.092,34.2041,1.5,51.36,1.35,62,TRAILING STOP: Price 112.09 < Stop 112.45
2018-08-13,2018-10-11,XLE,26.5911,26.2228,145.649,1.0,-53.64,-1.38,59,TRAILING STOP: Price 26.22 < Stop 26.82
2018-09-04,2018-10-11,NIKKEI,22696.9004,22590.8594,0.167,1.0,-17.71,-0.47,37,TRAILING STOP: Price 22590.86 < Stop 23317.58
2018-10-08,2018-10-11,RUSSELL2000,1629.52,1545.38,2.3251,1.0,-195.63,-5.16,3,TRAILING STOP: Price 1545.38 < Stop 1568.83
2018-10-11,2018-10-23,XLE,26.2228,24.8144,153.8742,1.0,-216.72,-5.37,12,TRAILING STOP: Price 24.81 < Stop 24.85
2018-10-10,2018-10-24,XLV,81.4053,77.0869,48.739,1.0,-210.48,-5.3,14,TRAILING STOP: Price 77.09 < Stop 78.48
2018-10-10,2018-10-24,SP500,2785.6799,2656.1001,1.3958,1.0,-180.87,-4.65,14,TRAILING STOP: Price 2656.10 < Stop 2682.95
2018-10-12,2018-10-24,DOW,25339.9902,24583.4199,0.1499,1.0,-113.39,-2.99,12,TRAILING STOP: Price 24583.42 < Stop 24613.22
2018-09-26,2018-10-25,WHEAT,517.5,487.25,7.3219,1.0,-221.49,-5.85,29,TRAILING STOP: Price 487.25 < Stop 493.69
2018-10-11,2018-10-25,NIKKEI,22590.8594,21268.7305,0.175,1.0,-231.43,-5.85,14,TRAILING STOP: Price 21268.73 < Stop 21636.81
2018-10-11,2018-10-31,CRUDE,70.97,65.31,54.6038,1.0,-309.06,-7.98,20,TRAILING STOP: Price 65.31 < Stop 66.15
2018-10-05,2018-11-15,NATGAS,3.143,4.038,1206.1383,2.0,2158.99,56.95,41,TRAILING STOP: Price 4.04 < Stop 4.18
2018-10-10,2018-11-19,XLK,32.438,30.618,117.4701,1.0,-213.79,-5.61,40,TRAILING STOP: Price 30.62 < Stop 30.69
2018-11-01,2018-11-20,DOW,25380.7402,24465.6406,0.1606,1.0,-146.96,-3.61,19,TRAILING STOP: Price 24465.64 < Stop 24745.71
2018-11-07,2018-11-20,NASDAQ,7570.75,6908.8198,0.5171,1.0,-342.27,-8.74,13,STOP LOSS: -8.7%
2018-11-07,2018-11-20,SP500,2813.8899,2641.8899,1.3634,1.0,-234.5,-6.11,13,TRAILING STOP: Price 2641.89 < Stop 2653.01
2018-11-08,2018-12-06,NIKKEI,22486.9199,21501.6191,0.1672,1.0,-164.74,-4.38,28,TRAILING STOP: Price 21501.62 < Stop 21612.59
2018-10-24,2018-12-07,XLV,77.0869,79.9747,52.1634,1.5,225.95,5.62,44,TRAILING STOP: Price 79.97 < Stop 80.28
2018-11-28,2018-12-07,DOW,25366.4297,24388.9492,0.1585,1.0,-154.96,-3.85,9,TRAILING STOP: Price 24388.95 < Stop 24431.27
2018-12-03,2018-12-07,SP500,2790.3701,2633.0801,1.4123,1.0,-222.15,-5.64,4,TRAILING STOP: Price 2633.08 < Stop 2644.92
2018-11-15,2018-12-17,NATGAS,4.038,3.528,941.9188,1.0,-480.38,-12.63,32,STOP LOSS: -12.6%
2018-12-07,2018-12-19,XLV,79.9747,75.3295,52.1502,1.0,-242.25,-5.81,12,TRAILING STOP: Price 75.33 < Stop 75.98
2018-11-06,2018-12-21,USDJPY,113.246,111.171,35.2734,1.0,-73.19,-1.83,45,TRAILING STOP: Price 111.17 < Stop 111.73
2018-10-26,2018-12-31,WHEAT,505.25,503.25,8.0881,1.0,-16.18,-0.4,66,TRAILING STOP: Price 503.25 < Stop 506.15
2018-12-17,2018-12-31,NATGAS,3.528,2.94,1177.3659,1.0,-692.29,-16.67,14,STOP LOSS: -16.7%
2018-08-27,2019-01-09,DXY,94.78,95.22,40.0271,1.0,17.61,0.46,135,TRAILING STOP: Price 95.22 < Stop 95.73
2019-01-14,2019-01-22,NATGAS,3.591,3.04,1145.7681,1.0,-631.32,-15.34,8,STOP LOSS: -15.3%
2019-01-02,2019-02-19,WHEAT,506.75,489.75,8.4731,1.0,-144.04,-3.35,48,TRAILING STOP: Price 489.75 < Stop 500.14
2018-12-26,2019-02-26,CORN,373.25,366.25,11.3266,1.0,-79.29,-1.88,62,TRAILING STOP: Price 366.25 < Stop 368.26
2019-02-20,2019-02-26,SUGAR,13.44,12.88,293.4227,1.0,-164.32,-4.17,6,MOMENTUM REVERSAL: -5.8%
2019-02-08,2019-02-28,GOLD,1313.7,1312.8,2.9987,1.0,-2.7,-0.07,20,TRAILING STOP: Price 1312.80 < Stop 1314.46
2019-01-09,2019-03-07,XLV,77.49,79.4772,55.2859,1.0,109.86,2.56,57,TRAILING STOP: Price 79.48 < Stop 79.76
2019-01-09,2019-03-19,DXY,95.22,96.38,44.0918,1.0,51.15,1.22,69,TRAILING STOP: Price 96.38 < Stop 96.49
2019-03-22,2019-03-29,CORN,378.25,356.5,10.4329,1.0,-226.92,-5.75,7,TRAILING STOP: Price 356.50 < Stop 361.94
2019-01-30,2019-04-12,TNOTE10,122.0,123.0938,33.6215,1.0,36.77,0.9,72,TRAILING STOP: Price 123.09 < Stop 123.23
2019-02-05,2019-04-12,TBOND,145.6875,146.9062,27.5919,1.5,50.44,1.25,66,TRAILING STOP: Price 146.91 < Stop 147.19
2019-03-07,2019-04-16,XLV,79.4772,78.6423,52.7182,1.0,-44.01,-1.05,40,TRAILING STOP: Price 78.64 < Stop 79.54
2019-03-18,2019-04-29,SUGAR,12.84,11.63,319.7895,1.0,-386.95,-9.42,42,STOP LOSS: -9.4%
2019-04-16,2019-05-02,FTSE,7469.8999,7351.2998,0.4996,1.0,-59.26,-1.59,16,TRAILING STOP: Price 7351.30 < Stop 7372.19
2019-03-19,2019-05-07,DOW,25887.3809,25965.0898,0.1556,1.0,12.09,0.3,49,TRAILING STOP: Price 25965.09 < Stop 26008.70
2019-04-09,2019-05-08,HANGSENG,30157.4902,29003.1992,0.123,1.0,-142.0,-3.83,29,TRAILING STOP: Price 29003.20 < Stop 29093.40
2019-03-29,2019-05-09,XLK,34.7953,35.7075,113.283,1.5,155.01,3.93,41,TRAILING STOP: Price 35.71 < Stop 35.74
2019-04-01,2019-05-13,SP500,2867.1899,2811.8701,1.3473,1.0,-74.53,-1.93,42,TRAILING STOP: Price 2811.87 < Stop 2852.86
2019-04-03,2019-05-13,NASDAQ,7895.5498,7647.02,0.4795,1.0,-119.16,-3.15,40,TRAILING STOP: Price 7647.02 < Stop 7833.29
2019-04-29,2019-05-13,XLF,24.6353,23.4907,151.4928,1.0,-173.4,-4.65,14,TRAILING STOP: Price 23.49 < Stop 23.70
2019-05-07,2019-05-13,RUSSELL2000,1582.3101,1523.0,2.3618,1.0,-140.08,-3.75,6,MOMENTUM REVERSAL: -5.0%
2019-05-02,2019-05-24,SUGAR,12.23,11.66,305.0602,1.0,-173.88,-4.66,22,MOMENTUM REVERSAL: -5.6%
2019-05-08,2019-05-31,DOW,25967.3301,24815.0391,0.1438,1.0,-165.68,-4.44,23,TRAILING STOP: Price 24815.04 < Stop 24900.35
2019-05-13,2019-05-31,NASDAQ,7647.02,7453.1499,0.5176,1.0,-100.35,-2.54,18,TRAILING STOP: Price 7453.15 < Stop 7498.91
2019-05-13,2019-05-31,SP500,2811.8701,2752.0601,1.3796,1.0,-82.51,-2.13,18,TRAILING STOP: Price 2752.06 < Stop 2756.77
2019-03-19,2019-06-03,DXY,96.38,97.14,42.633,1.0,32.4,0.79,76,TRAILING STOP: Price 97.14 < Stop 97.16
2019-05-09,2019-06-03,XLK,35.7075,33.2107,104.7658,1.0,-261.58,-6.99,25,TRAILING STOP: Price 33.21 < Stop 33.67
2019-05-13,2019-06-09,BTC,7814.915,7688.0771,0.4865,1.0,-61.7,-1.62,27,TRAILING STOP: Price 7688.08 < Stop 7714.69
2019-06-03,2019-06-21,DXY,97.14,96.22,40.6335,1.0,-37.38,-0.95,18,TRAILING STOP: Price 96.22 < Stop 96.29
2019-05-29,2019-07-01,CORN,418.75,412.0,8.8887,1.0,-60.0,-1.61,33,TRAILING STOP: Price 412.00 < Stop 413.54
2019-05-15,2019-07-11,ETH,247.1531,268.704,15.0738,2.0,649.71,17.44,57,TRAILING STOP: Price 268.70 < Stop 270.27
2019-06-09,2019-07-16,BTC,7688.0771,9477.6416,0.4833,1.0,864.87,23.28,37,TRAILING STOP: Price 9477.64 < Stop 9733.95
2019-07-16,2019-07-23,WHEAT,507.5,487.25,7.386,1.0,-149.57,-3.99,7,MOMENTUM REVERSAL: -5.6%
2019-07-01,2019-07-30,CORN,412.0,411.25,9.0249,1.0,-6.77,-0.18,29,TRAILING STOP: Price 411.25 < Stop 418.15
2019-06-04,2019-08-01,SP500,2803.27,2953.5601,1.3523,1.5,304.85,8.04,58,TRAILING STOP: Price 2953.56 < Stop 2953.80
2019-06-05,2019-08-01,DOW,25539.5703,26583.4199,0.1455,1.5,227.76,6.13,57,TRAILING STOP: Price 26583.42 < Stop 26731.22
2019-06-03,2019-08-02,XLK,33.2107,37.3012,116.4745,2.0,952.87,24.63,60,TRAILING STOP: Price 37.30 < Stop 37.57
2019-06-21,2019-08-02,NASDAQ,8031.71,8004.0698,0.4631,1.0,-12.8,-0.34,42,TRAILING STOP: Price 8004.07 < Stop 8058.08
2019-07-11,2019-08-05,XLV,83.5921,79.5055,44.6382,1.0,-182.42,-4.89,25,TRAILING STOP: Price 79.51 < Stop 80.81
2019-08-01,2019-08-05,SP500,2953.5601,2844.74,1.2969,1.0,-141.13,-3.68,4,TRAILING STOP: Price 2844.74 < Stop 2866.32
2019-07-30,2019-08-13,CORN,411.25,366.0,9.1057,1.0,-412.03,-11.0,14,STOP LOSS: -11.0%
2019-07-23,2019-08-14,BTC,9900.7676,10051.7041,0.3783,2.0,114.2,3.05,22,TRAILING STOP: Price 10051.70 < Stop 10523.61
2019-04-12,2019-09-11,TNOTE10,123.0938,129.3438,30.8699,1.5,289.4,7.62,152,TRAILING STOP: Price 129.34 < Stop 129.46
2019-05-31,2019-09-11,GOLD,1305.8,1494.4,2.9654,2.0,1118.54,28.89,103,TRAILING STOP: Price 1494.40 < Stop 1496.15
2019-04-12,2019-09-12,TBOND,146.9062,160.5938,25.3488,2.0,693.92,18.63,153,TRAILING STOP: Price 160.59 < Stop 161.22
2019-08-14,2019-09-21,BTC,10051.7041,10019.7168,0.3739,1.0,-11.96,-0.32,38,TRAILING STOP: Price 10019.72 < Stop 10109.75
2019-09-21,2019-09-24,BTC,10019.7168,8620.5664,0.3792,1.0,-530.5,-13.96,3,STOP LOSS: -14.0%
2019-08-02,2019-10-02,NASDAQ,8004.0698,7785.25,0.4809,1.0,-105.24,-2.73,61,TRAILING STOP: Price 7785.25 < Stop 7896.22
2019-08-05,2019-10-02,SP500,2844.74,2887.6101,1.3505,1.0,57.9,1.51,58,TRAILING STOP: Price 2887.61 < Stop 2922.19
2019-08-05,2019-10-02,DOW,25717.7402,26078.6191,0.1464,1.0,52.83,1.4,58,TRAILING STOP: Price 26078.62 < Stop 26447.05
2019-08-13,2019-10-02,XLV,81.9914,78.9737,45.8133,1.0,-138.25,-3.68,50,TRAILING STOP: Price 78.97 < Stop 79.76
2019-09-11,2019-10-03,COFFEE,100.15,102.05,37.8182,1.0,71.85,1.9,22,MOMENTUM REVERSAL: -5.2%
2019-09-12,2019-10-15,TBOND,160.5938,159.9375,23.6628,1.0,-15.53,-0.41,33,TRAILING STOP: Price 159.94 < Stop 160.13
2019-08-01,2019-10-16,DXY,98.39,98.01,38.154,1.0,-14.5,-0.39,76,TRAILING STOP: Price 98.01 < Stop 98.08
2019-09-11,2019-10-21,TNOTE10,129.3438,129.625,29.88,1.0,8.4,0.22,40,TRAILING STOP: Price 129.62 < Stop 129.74
2019-09-24,2019-10-23,BTC,8620.5664,7514.6719,0.4395,1.0,-486.0,-12.83,29,STOP LOSS: -12.8%
2019-10-02,2019-11-05,SILVER,17.592,17.516,223.6221,1.0,-16.99,-0.43,34,TRAILING STOP: Price 17.52 < Stop 17.52
2019-10-02,2019-11-07,GOLD,1501.0,1464.2,2.6744,1.0,-98.42,-2.45,36,TRAILING STOP: Price 1464.20 < Stop 1473.89
2019-10-02,2019-11-07,PLATINUM,888.3,910.6,4.3401,1.5,145.18,3.77,36,TRAILING STOP: Price 910.60 < Stop 923.04
2019-10-16,2019-11-07,TBOND,160.2812,156.6562,23.5686,1.0,-85.44,-2.26,22,TRAILING STOP: Price 156.66 < Stop 156.94
2019-10-21,2019-11-08,TNOTE10,129.625,128.3906,29.1573,1.0,-35.99,-0.95,18,TRAILING STOP: Price 128.39 < Stop 128.45
2019-10-23,2019-11-13,SOYBEANS,933.75,902.5,4.0375,1.0,-126.17,-3.35,21,TRAILING STOP: Price 902.50 < Stop 904.05
2019-10-04,2019-12-03,SP500,2952.01,3093.2,1.306,1.5,276.59,7.17,60,TRAILING STOP: Price 3093.20 < Stop 3096.26
2019-11-07,2019-12-20,TBOND,156.6562,156.25,25.0844,1.0,-10.19,-0.26,43,TRAILING STOP: Price 156.25 < Stop 156.81
2019-11-08,2019-12-20,TNOTE10,128.3906,128.25,29.39,1.0,-4.13,-0.11,42,TRAILING STOP: Price 128.25 < Stop 128.30
2019-11-07,2020-01-06,NIKKEI,23330.3203,23204.8594,0.1618,1.5,-30.44,-0.81,60,TRAILING STOP: Price 23204.86 < Stop 23518.33
2020-01-06,2020-01-24,SOYBEANS,932.75,902.0,4.0508,1.0,-124.56,-3.3,18,TRAILING STOP: Price 902.00 < Stop 908.10
2019-10-04,2020-01-27,XLF,24.4245,26.748,154.6912,1.0,359.43,9.51,115,TRAILING STOP: Price 26.75 < Stop 26.96
2019-10-15,2020-01-27,XLV,82.1972,92.2772,45.9673,1.0,463.35,12.26,104,TRAILING STOP: Price 92.28 < Stop 92.42
2019-11-13,2020-01-27,RUSSELL2000,1589.1801,1644.14,2.3728,1.0,130.41,3.46,75,TRAILING STOP: Price 1644.14 < Stop 1652.14
2019-12-03,2020-01-27,SP500,3093.2,3243.6299,1.2214,1.5,275.6,7.29,55,TRAILING STOP: Price 3243.63 < Stop 3253.30
2020-01-24,2020-01-30,NIKKEI,23827.1797,22977.75,0.1585,1.0,-134.61,-3.56,6,TRAILING STOP: Price 22977.75 < Stop 23011.36
2019-11-05,2020-02-11,WHEAT,515.25,542.0,7.3225,1.5,293.81,7.79,98,TRAILING STOP: Price 542.00 < Stop 546.25
2019-08-02,2020-02-24,XLK,37.3012,45.2705,101.135,1.0,805.98,21.36,206,TRAILING STOP: Price 45.27 < Stop 46.07
2019-11-07,2020-02-24,NASDAQ,8434.5195,9221.2803,0.4566,1.0,359.22,9.33,109,TRAILING STOP: Price 9221.28 < Stop 9388.62
2020-01-27,2020-02-24,XLV,92.2772,90.9068,43.6412,1.0,-59.8,-1.49,28,TRAILING STOP: Price 90.91 < Stop 91.06
2020-01-27,2020-02-24,RUSSELL2000,1644.14,1628.1,2.4004,1.5,-57.75,-1.46,28,TRAILING STOP: Price 1628.10 < Stop 1631.04
2020-01-27,2020-02-24,SP500,3243.6299,3225.8899,1.1924,1.5,-31.73,-0.82,28,TRAILING STOP: Price 3225.89 < Stop 3266.21
2020-01-30,2020-02-25,NIKKEI,22977.75,22605.4102,0.1648,1.0,-61.37,-1.62,26,TRAILING STOP: Price 22605.41 < Stop 22800.77
2020-02-24,2020-02-26,RUSSELL2000,1628.1,1552.76,2.4839,1.0,-187.14,-4.63,2,TRAILING STOP: Price 1552.76 < Stop 1554.97
2020-02-24,2020-02-26,BTC,9650.1748,8820.5225,0.3944,1.0,-327.24,-8.6,2,STOP LOSS: -8.6%
2020-02-11,2020-02-27,WHEAT,542.0,529.25,6.9979,1.0,-89.22,-2.35,16,TRAILING STOP: Price 529.25 < Stop 530.34
2020-02-24,2020-02-27,XLV,90.9068,85.144,45.394,1.0,-261.6,-6.34,3,TRAILING STOP: Price 85.14 < Stop 86.41
2020-02-24,2020-02-27,NASDAQ,9221.2803,8566.4805,0.4298,1.0,-281.43,-7.1,3,TRAILING STOP: Price 8566.48 < Stop 8709.09
2020-02-24,2020-02-27,SP500,3225.8899,2978.76,1.204,1.0,-297.54,-7.66,3,TRAILING STOP: Price 2978.76 < Stop 3073.55
2020-01-27,2020-02-28,GOLD,1576.8,1564.1,2.4038,1.5,-45.79,-1.21,32,TRAILING STOP: Price 1564.10 < Stop 1608.20
2020-02-25,2020-02-28,NIKKEI,22605.4102,21142.9609,0.1683,1.0,-246.14,-6.47,3,TRAILING STOP: Price 21142.96 < Stop 21356.32
2020-02-26,2020-03-02,DXY,99.0,97.36,38.3614,1.0,-62.91,-1.66,5,TRAILING STOP: Price 97.36 < Stop 97.72
2020-02-26,2020-03-05,COFFEE,109.1,109.85,35.5205,1.0,26.64,0.69,8,TRAILING STOP: Price 109.85 < Stop 110.14
2020-02-27,2020-03-06,SUGAR,14.39,13.02,262.838,1.0,-360.09,-9.52,8,STOP LOSS: -9.5%
2020-02-27,2020-03-09,NASDAQ,8566.4805,7950.6802,0.4597,1.0,-283.1,-7.19,11,TRAILING STOP: Price 7950.68 < Stop 8216.23
2020-02-27,2020-03-09,XLK,41.6472,39.0163,92.6696,1.0,-243.8,-6.32,11,TRAILING STOP: Price 39.02 < Stop 39.74
2020-03-02,2020-03-09,SP500,3090.23,2746.5601,1.221,1.0,-419.63,-11.12,7,STOP LOSS: -11.1%
2020-03-02,2020-03-12,XLV,87.9846,76.94,43.7611,1.0,-483.32,-12.55,10,STOP LOSS: -12.6%
2020-03-06,2020-03-12,SUGAR,13.02,11.62,289.4617,1.0,-405.25,-10.75,6,STOP LOSS: -10.8%
2020-03-10,2020-03-12,XLK,41.6187,35.7824,91.9728,1.0,-536.78,-14.02,2,STOP LOSS: -14.0%
2020-02-28,2020-03-13,GOLD,1564.1,1515.7,2.4632,1.0,-119.22,-3.09,14,TRAILING STOP: Price 1515.70 < Stop 1564.71
2020-03-09,2020-03-13,SILVER,17.001,14.456,229.7455,1.0,-584.7,-14.97,4,STOP LOSS: -15.0%
2020-03-05,2020-03-17,COFFEE,109.85,102.9,34.3729,1.0,-238.89,-6.33,12,TRAILING STOP: Price 102.90 < Stop 103.32
2019-12-20,2020-03-18,TBOND,156.25,169.2812,24.1864,2.0,630.36,16.68,89,TRAILING STOP: Price 169.28 < Stop 173.36
2020-03-13,2020-03-27,DXY,98.75,98.37,40.6167,1.0,-15.43,-0.38,14,TRAILING STOP: Price 98.37 < Stop 98.55
2020-03-18,2020-04-20,COFFEE,108.05,113.65,37.0922,1.0,207.72,5.18,33,TRAILING STOP: Price 113.65 < Stop 114.35
2020-04-14,2020-04-21,NASDAQ,8515.7402,8263.2305,0.4429,1.0,-111.84,-2.97,7,TREND REVERSAL: Death cross + below SMA200
2020-02-27,2020-04-24,WHEAT,529.25,526.75,7.5929,1.5,-28.47,-0.71,57,TRAILING STOP: Price 526.75 < Stop 532.60
2020-04-20,2020-04-29,COFFEE,113.65,103.65,33.2667,1.0,-332.67,-8.8,9,STOP LOSS: -8.8%
2020-04-24,2020-05-18,WHEAT,526.75,497.0,7.3244,1.0,-217.9,-5.65,24,TRAILING STOP: Price 497.00 < Stop 497.99
2020-05-05,2020-05-22,COFFEE,108.85,103.6,35.3693,1.0,-185.69,-4.82,17,TRAILING STOP: Price 103.60 < Stop 104.27
2020-03-27,2020-05-28,DXY,98.37,98.38,40.7397,1.0,0.41,0.01,62,TRAILING STOP: Price 98.38 < Stop 98.81
2020-03-18,2020-06-03,TBOND,169.2812,177.125,24.1587,1.5,284.24,6.95,77,TRAILING STOP: Price 177.12 < Stop 177.47
2019-12-20,2020-06-05,TNOTE10,128.25,137.5469,30.0682,2.0,559.08,14.5,168,TRAILING STOP: Price 137.55 < Stop 137.89
2020-03-13,2020-06-05,GOLD,1515.7,1676.2,2.7002,2.0,866.78,21.18,84,TRAILING STOP: Price 1676.20 < Stop 1682.09
2020-04-08,2020-06-11,XLV,86.0041,88.4298,45.6655,2.0,221.55,5.64,64,TRAILING STOP: Price 88.43 < Stop 89.56
2020-05-13,2020-06-27,ETH,199.1933,222.9598,18.9412,1.0,450.17,11.93,45,TRAILING STOP: Price 222.96 < Stop 223.26
2020-06-27,2020-07-05,BTC,9045.3906,9073.9424,0.4389,1.0,12.53,0.32,8,MOMENTUM REVERSAL: -5.0%
2020-06-03,2020-08-11,TBOND,177.125,179.125,22.2032,1.5,66.61,1.69,69,TRAILING STOP: Price 179.12 < Stop 179.25
2020-06-05,2020-08-11,TNOTE10,137.5469,139.25,29.3833,1.0,50.04,1.24,67,TRAILING STOP: Price 139.25 < Stop 139.32
2020-06-05,2020-08-11,GOLD,1676.2,1932.6,2.3629,2.0,1211.71,30.59,67,TRAILING STOP: Price 1932.60 < Stop 1956.16
2020-04-08,2020-09-03,XLK,40.6617,57.3408,94.6559,2.0,3157.55,82.04,148,TRAILING STOP: Price 57.34 < Stop 57.65
2020-06-02,2020-09-03,NASDAQ,9608.3799,11458.0996,0.4084,2.0,1510.73,38.5,93,TRAILING STOP: Price 11458.10 < Stop 11497.29
2020-06-27,2020-09-03,ETH,222.9598,385.6719,17.4484,1.0,2839.07,72.98,68,TRAILING STOP: Price 385.67 < Stop 400.31
2020-07-09,2020-09-03,SP500,3152.05,3455.0601,1.1869,2.0,719.28,19.23,56,TRAILING STOP: Price 3455.06 < Stop 3468.94
2020-06-11,2020-09-08,XLV,88.4298,95.2059,44.8324,2.0,607.57,15.33,89,TRAILING STOP: Price 95.21 < Stop 95.99
2020-09-03,2020-09-08,NATGAS,2.487,2.4,1677.9299,1.0,-145.98,-3.5,5,MOMENTUM REVERSAL: -7.2%
2020-07-01,2020-09-11,SILVER,18.133,26.739,210.2516,2.0,3618.85,94.92,72,TRAILING STOP: Price 26.74 < Stop 26.75
2020-09-03,2020-09-23,RUSSELL2000,1544.6801,1451.46,2.6475,1.0,-246.8,-6.03,20,TRAILING STOP: Price 1451.46 < Stop 1454.13
2020-07-03,2020-09-24,EURUSD,1.1238,1.1659,3324.6949,1.0,139.87,3.74,83,TRAILING STOP: Price 1.17 < Stop 1.17
2020-08-11,2020-10-02,TBOND,179.125,175.9062,21.51,1.0,-69.24,-1.8,52,TRAILING STOP: Price 175.91 < Stop 176.32
2020-08-11,2020-10-05,TNOTE10,139.25,138.9219,28.2342,1.0,-9.26,-0.24,55,TRAILING STOP: Price 138.92 < Stop 139.02
2020-09-03,2020-10-28,NASDAQ,11458.0996,11004.8701,0.3428,1.0,-155.36,-3.96,55,TRAILING STOP: Price 11004.87 < Stop 11220.12
2020-09-08,2020-10-28,XLV,95.2059,94.2696,42.2352,1.0,-39.54,-0.98,50,TRAILING STOP: Price 94.27 < Stop 95.69
2020-09-08,2020-10-28,SP500,3331.8401,3271.03,1.1827,1.0,-71.92,-1.83,50,TRAILING STOP: Price 3271.03 < Stop 3372.93
2020-09-23,2020-10-29,COPPER,2.9935,3.052,1338.5922,1.0,78.31,1.95,36,TRAILING STOP: Price 3.05 < Stop 3.07
2020-08-11,2020-10-30,NIKKEI,22750.2402,22977.1309,0.166,1.5,56.49,1.5,80,TRAILING STOP: Price 22977.13 < Stop 23086.19
2020-10-05,2020-11-03,TNOTE10,138.9219,138.0938,28.7823,1.0,-23.84,-0.6,29,TRAILING STOP: Price 138.09 < Stop 138.19
2020-10-02,2020-11-09,NATGAS,2.438,2.859,1640.7063,1.0,690.74,17.27,38,TRAILING STOP: Price 2.86 < Stop 2.87
2020-11-03,2020-11-10,TNOTE10,138.0938,137.4375,28.8588,1.0,-18.94,-0.48,7,TRAILING STOP: Price 137.44 < Stop 137.53
2020-11-09,2020-11-19,NATGAS,2.859,2.592,1398.8586,1.0,-373.5,-9.34,10,STOP LOSS: -9.3%
2020-10-28,2020-12-01,WHEAT,608.75,565.5,6.8188,1.0,-294.91,-7.1,34,TRAILING STOP: Price 565.50 < Stop 566.02
2020-11-19,2020-12-03,TNOTE10,138.3594,138.0781,28.8468,1.0,-8.11,-0.2,14,TREND REVERSAL: Death cross + below SMA200
2020-12-03,2020-12-28,NATGAS,2.507,2.305,1590.9084,1.0,-321.36,-8.06,25,STOP LOSS: -8.1%
2020-09-24,2021-01-18,EURUSD,1.1659,1.2068,3434.7824,1.5,211.02,5.27,116,TRAILING STOP: Price 1.21 < Stop 1.21
2020-09-03,2021-01-22,SOYBEANS,968.75,1311.75,4.137,1.0,1419.01,35.41,141,TRAILING STOP: Price 1311.75 < Stop 1335.55
2020-10-28,2021-02-23,XLV,94.2696,105.2016,43.1523,1.0,471.74,11.6,118,TRAILING STOP: Price 105.20 < Stop 105.27
2020-10-29,2021-02-25,NASDAQ,11185.5898,13119.4297,0.3566,1.0,689.57,17.29,119,TRAILING STOP: Price 13119.43 < Stop 13353.14
2020-09-11,2021-02-28,BTC,10400.915,45137.7695,0.3856,2.0,26787.97,667.96,170,TRAILING STOP: Price 45137.77 < Stop 46315.17
2020-10-30,2021-03-04,SP500,3269.96,3768.47,1.2188,1.0,607.59,15.25,125,TRAILING STOP: Price 3768.47 < Stop 3777.60
2020-12-28,2021-03-05,NATGAS,2.305,2.701,1727.5401,1.0,684.11,17.18,67,TRAILING STOP: Price 2.70 < Stop 2.76
2021-01-18,2021-03-08,EURUSD,1.2068,1.1926,3303.4576,1.0,-47.07,-1.18,49,TRAILING STOP: Price 1.19 < Stop 1.19
2021-03-05,2021-03-15,NATGAS,2.701,2.484,1694.327,1.0,-367.67,-8.03,10,STOP LOSS: -8.0%
2020-12-01,2021-03-18,WHEAT,565.5,630.5,7.0531,2.0,916.9,22.99,107,TRAILING STOP: Price 630.50 < Stop 635.74
2021-02-25,2021-03-23,XLE,20.4138,20.0071,197.8555,1.0,-80.46,-1.99,26,TRAILING STOP: Price 20.01 < Stop 20.13
2020-11-10,2021-03-24,RUSSELL2000,1737.01,2134.27,2.302,2.0,1829.02,45.74,134,TRAILING STOP: Price 2134.27 < Stop 2172.94
2021-01-22,2021-03-30,SOYBEANS,1311.75,1366.75,3.0611,1.5,252.54,6.29,67,TRAILING STOP: Price 1366.75 < Stop 1376.30
2021-02-28,2021-04-19,BTC,45137.7695,55724.2656,0.1013,1.0,1072.81,23.45,50,TRAILING STOP: Price 55724.27 < Stop 55727.97
