Entry,Exit,Ticker,Lev,PnL%,Reason
2000-02-01,2000-02-02,SP500,1.0,-0.01,MOM_REV: -3.2%
2000-02-02,2000-02-03,FTSE,1.0,0.34,MOM_REV: -3.2%
2000-01-26,2000-02-04,XLE,1.0,-4.54,STOP: -4.5%
2000-02-03,2000-02-04,FTSE,1.0,-2.2,MOM_REV: -4.1%
2000-02-02,2000-02-07,DOW,1.0,-0.89,MOM_REV: -3.1%
2000-02-04,2000-02-07,XLE,1.0,1.13,MOM_REV: -4.2%
2000-02-04,2000-02-07,FTSE,1.0,-1.07,MOM_REV: -5.9%
2000-02-07,2000-02-08,DOW,1.0,0.48,MOM_REV: -4.9%
2000-02-07,2000-02-08,XLE,1.0,-0.88,MOM_REV: -6.1%
2000-02-07,2000-02-08,FTSE,1.0,2.73,MOM_REV: -4.9%
2000-01-24,2000-02-09,XLV,1.0,-0.25,MOM_REV: -5.9%
2000-02-02,2000-02-09,SP500,1.0,0.18,MOM_REV: -3.1%
2000-02-08,2000-02-09,DOW,1.0,-2.36,MOM_REV: -7.5%
2000-02-08,2000-02-09,XLE,1.0,-3.32,MOM_REV: -8.4%
2000-02-08,2000-02-09,FTSE,1.0,0.47,MOM_REV: -3.1%
2000-02-09,2000-02-10,DOW,1.0,-0.52,MOM_REV: -7.5%
2000-02-09,2000-02-10,XLE,1.0,2.08,MOM_REV: -6.6%
2000-02-09,2000-02-10,FTSE,1.0,-0.56,MOM_REV: -3.9%
2000-02-09,2000-02-10,XLV,1.0,-0.86,MOM_REV: -4.2%
2000-02-09,2000-02-11,SP500,1.0,-1.74,MOM_REV: -3.2%
2000-02-10,2000-02-11,DOW,1.0,-2.05,MOM_REV: -9.7%
2000-02-10,2000-02-11,XLE,1.0,-1.2,MOM_REV: -7.3%
2000-02-10,2000-02-11,FTSE,1.0,-1.38,MOM_REV: -5.2%
2000-02-10,2000-02-11,XLV,1.0,0.05,MOM_REV: -2.5%
2000-02-11,2000-02-14,DOW,1.0,0.91,MOM_REV: -9.2%
2000-02-11,2000-02-14,XLE,1.0,1.58,MOM_REV: -7.5%
2000-02-11,2000-02-14,FTSE,1.0,-2.01,MOM_REV: -8.9%
2000-02-11,2000-02-14,XLV,1.0,-1.83,MOM_REV: -7.0%
2000-02-11,2000-02-14,SP500,1.0,0.2,MOM_REV: -4.1%
2000-01-06,2000-02-15,NIKKEI,1.0,6.6,TRAIL
2000-01-31,2000-02-15,DAX,1.0,8.2,PULLBACK: 4.1%
2000-02-14,2000-02-15,DOW,1.0,1.88,MOM_REV: -8.6%
2000-02-14,2000-02-15,XLE,1.0,4.19,MOM_REV: -3.0%
2000-02-14,2000-02-15,FTSE,1.0,-1.04,MOM_REV: -10.0%
2000-02-14,2000-02-15,XLV,1.0,-0.78,MOM_REV: -7.0%
2000-02-14,2000-02-15,SP500,1.0,0.87,MOM_REV: -4.3%
2000-02-15,2000-02-16,DOW,1.0,-1.46,MOM_REV: -8.6%
2000-02-15,2000-02-16,XLE,1.0,0.46,MOM_REV: -3.7%
2000-02-15,2000-02-16,XLV,1.0,-2.83,MOM_REV: -7.9%
2000-02-15,2000-02-16,SP500,1.0,-1.03,MOM_REV: -4.6%
2000-02-16,2000-02-17,DOW,1.0,-0.44,MOM_REV: -8.5%
2000-02-16,2000-02-17,XLE,1.0,-0.11,MOM_REV: -3.5%
2000-02-16,2000-02-17,FTSE,1.0,1.01,MOM_REV: -3.7%
2000-02-16,2000-02-17,XLV,1.0,-0.05,MOM_REV: -10.1%
2000-01-26,2000-02-18,PLATINUM,1.0,12.45,TRAIL
2000-02-02,2000-02-18,HANGSENG,1.0,5.13,PULLBACK: 4.5%
2000-02-17,2000-02-18,DOW,1.0,-2.81,MOM_REV: -10.0%
2000-02-17,2000-02-18,XLE,1.0,-2.92,MOM_REV: -6.3%
2000-02-17,2000-02-18,FTSE,1.0,-0.71,MOM_REV: -2.9%
2000-02-17,2000-02-18,XLV,1.0,-2.75,MOM_REV: -11.9%
2000-01-03,2000-02-22,DXY,1.0,3.05,TRAIL
2000-01-28,2000-02-22,RUSSELL2000,1.0,7.2,TRAIL
2000-02-21,2000-02-22,FTSE,1.0,-1.1,MOM_REV: -5.7%
2000-02-22,2000-02-23,DOW,1.0,-0.77,MOM_REV: -7.1%
2000-02-22,2000-02-23,XLE,1.0,-2.62,MOM_REV: -8.8%
2000-02-22,2000-02-23,PLATINUM,1.0,-7.47,STOP: -7.5%
2000-02-22,2000-02-23,XLV,1.0,1.56,MOM_REV: -8.2%
2000-02-22,2000-02-23,SP500,1.0,0.63,MOM_REV: -2.9%
2000-02-23,2000-02-24,DOW,1.0,-1.3,MOM_REV: -8.5%
2000-02-23,2000-02-24,XLE,1.0,-1.1,MOM_REV: -9.6%
2000-02-23,2000-02-24,XLV,1.0,-0.77,MOM_REV: -9.6%
2000-02-23,2000-02-24,SP500,1.0,-0.53,MOM_REV: -4.0%
2000-02-23,2000-02-25,PLATINUM,1.0,-4.2,STOP: -4.2%
2000-02-24,2000-02-25,DOW,1.0,-2.28,MOM_REV: -10.6%
2000-02-24,2000-02-25,XLE,1.0,-1.98,MOM_REV: -10.0%
2000-02-24,2000-02-25,XLV,1.0,-3.1,MOM_REV: -12.0%
2000-02-24,2000-02-25,SP500,1.0,-1.48,MOM_REV: -5.0%
2000-02-28,2000-02-29,DOW,1.0,0.89,MOM_REV: -5.7%
2000-02-28,2000-02-29,XLV,1.0,1.12,MOM_REV: -7.0%
2000-02-29,2000-03-01,DOW,1.0,0.09,MOM_REV: -7.3%
2000-02-28,2000-03-02,PLATINUM,1.0,-2.71,PULLBACK: 4.1%
2000-03-01,2000-03-02,DOW,1.0,0.27,MOM_REV: -7.9%
2000-03-02,2000-03-03,DOW,1.0,1.99,MOM_REV: -5.8%
2000-02-28,2000-03-06,SP500,1.0,3.21,MOM_REV: -2.4%
2000-03-02,2000-03-06,PLATINUM,1.0,2.56,MOM_REV: -2.3%
2000-03-03,2000-03-06,DOW,1.0,-1.9,MOM_REV: -7.7%
2000-03-06,2000-03-07,DOW,1.5,-5.52,STOP: -3.7%
2000-03-06,2000-03-07,PLATINUM,1.5,1.58,MOM_REV: -2.1%
2000-03-06,2000-03-07,XLV,1.5,-2.75,MOM_REV: -12.9%
2000-03-07,2000-03-08,DOW,1.5,0.93,MOM_REV: -9.6%
2000-03-07,2000-03-08,SP500,1.5,1.23,MOM_REV: -4.0%
2000-03-07,2000-03-09,PLATINUM,1.5,-0.16,MOM_REV: -6.0%
2000-03-08,2000-03-09,DOW,1.5,2.35,MOM_REV: -8.6%
2000-03-08,2000-03-09,SP500,1.5,3.84,MOM_REV: -2.8%
2000-03-09,2000-03-10,DOW,1.5,-1.23,MOM_REV: -7.2%
2000-03-09,2000-03-10,PLATINUM,1.5,0.7,MOM_REV: -11.1%
2000-02-15,2000-03-13,DAX,1.0,4.03,TRAIL
2000-02-15,2000-03-13,NIKKEI,1.0,-0.92,TRAIL
2000-02-21,2000-03-13,HANGSENG,1.0,4.74,PULLBACK: 4.8%
2000-02-28,2000-03-13,XLE,1.0,6.97,PULLBACK: 4.3%
2000-03-09,2000-03-13,SP500,1.5,-1.93,MOM_REV: -2.3%
2000-03-10,2000-03-13,PLATINUM,1.5,2.01,MOM_REV: -7.9%
2000-01-31,2000-03-14,NASDAQ,1.0,19.45,TRAIL
2000-02-22,2000-03-14,RUSSELL2000,1.0,5.92,TRAIL
2000-03-13,2000-03-14,PLATINUM,1.5,0.35,MOM_REV: -9.2%
2000-03-13,2000-03-14,NIKKEI,1.5,-0.38,MOM_REV: -2.1%
2000-03-13,2000-03-14,SP500,1.5,-2.65,MOM_REV: -2.0%
2000-02-15,2000-03-15,XLK,1.0,3.61,PULLBACK: 5.4%
2000-03-13,2000-03-15,DAX,1.5,-5.45,STOP: -3.6%
2000-03-14,2000-03-15,PLATINUM,1.5,0.06,MOM_REV: -7.5%
2000-03-13,2000-03-16,HANGSENG,1.0,-4.31,STOP: -4.3%
2000-03-15,2000-03-16,PLATINUM,1.5,1.07,MOM_REV: -9.2%
2000-03-16,2000-03-17,PLATINUM,2.5,1.61,MOM_REV: -10.6%
2000-03-13,2000-03-20,XLE,1.0,0.34,PULLBACK: 4.6%
2000-03-14,2000-03-20,RUSSELL2000,1.0,-4.15,STOP: -4.2%
2000-03-17,2000-03-20,PLATINUM,2.5,1.24,MOM_REV: -8.0%
2000-03-20,2000-03-21,PLATINUM,2.5,2.26,MOM_REV: -2.3%
2000-02-22,2000-03-24,DXY,1.0,1.44,TRAIL
2000-03-14,2000-03-29,NASDAQ,1.0,-1.32,PULLBACK: 6.4%
2000-03-15,2000-03-29,XLK,1.0,8.07,PULLBACK: 5.3%
2000-03-20,2000-03-29,RUSSELL2000,1.0,-1.13,PULLBACK: 5.4%
2000-02-29,2000-03-30,FTSE,1.0,3.41,TRAIL
2000-03-16,2000-03-30,HANGSENG,2.5,16.93,TRAIL
2000-03-16,2000-03-30,XLV,1.0,2.88,TRAIL
2000-03-29,2000-03-30,RUSSELL2000,2.5,-5.26,MOM_REV: -9.7%
2000-03-29,2000-03-30,NASDAQ,2.5,-10.05,STOP: -4.0%
2000-03-15,2000-03-31,DAX,1.0,2.49,TRAIL
2000-03-30,2000-03-31,RUSSELL2000,2.5,3.54,MOM_REV: -7.7%
2000-03-30,2000-03-31,NASDAQ,2.5,6.45,MOM_REV: -3.8%
2000-03-30,2000-04-03,HANGSENG,2.5,-8.22,TRAIL
2000-03-31,2000-04-03,DAX,2.5,-5.6,MOM_REV: -6.7%
2000-03-31,2000-04-03,RUSSELL2000,2.5,-10.69,STOP: -4.3%
2000-03-31,2000-04-03,NASDAQ,2.5,-19.09,STOP: -7.6%
2000-03-29,2000-04-04,DXY,2.0,-2.03,TRAIL
2000-03-30,2000-04-04,FTSE,1.0,-0.28,MOM_REV: -2.1%
2000-04-03,2000-04-04,DAX,2.5,3.15,MOM_REV: -5.7%
2000-04-03,2000-04-04,RUSSELL2000,2.5,-4.81,MOM_REV: -15.9%
2000-04-03,2000-04-04,XLF,2.5,-9.98,STOP: -4.0%
2000-03-21,2000-04-05,XLE,2.0,2.44,TRAIL
2000-04-03,2000-04-05,HANGSENG,2.5,-8.5,MOM_REV: -8.1%
2000-04-04,2000-04-05,DAX,2.5,-6.38,MOM_REV: -9.1%
2000-04-04,2000-04-05,RUSSELL2000,2.5,5.89,MOM_REV: -13.0%
2000-04-04,2000-04-05,NASDAQ,2.5,1.23,MOM_REV: -14.0%
2000-04-05,2000-04-06,DAX,2.5,3.94,MOM_REV: -6.8%
2000-04-05,2000-04-06,HANGSENG,2.5,2.65,MOM_REV: -7.7%
2000-04-05,2000-04-06,RUSSELL2000,2.5,6.98,MOM_REV: -10.5%
2000-04-05,2000-04-06,NASDAQ,2.5,5.9,MOM_REV: -12.9%
2000-03-24,2000-04-07,PLATINUM,1.0,-1.46,TRAIL
2000-04-06,2000-04-07,DAX,2.5,2.55,MOM_REV: -5.4%
2000-04-06,2000-04-07,HANGSENG,2.5,6.83,MOM_REV: -5.6%
2000-04-06,2000-04-07,RUSSELL2000,2.5,4.92,MOM_REV: -10.4%
2000-04-06,2000-04-07,NASDAQ,2.5,10.48,MOM_REV: -11.9%
2000-04-04,2000-04-10,XLK,2.5,4.08,MOM_REV: -2.3%
2000-04-07,2000-04-10,DAX,2.5,-0.17,MOM_REV: -5.8%
2000-04-07,2000-04-10,HANGSENG,2.5,-1.34,MOM_REV: -4.5%
2000-04-07,2000-04-10,RUSSELL2000,2.5,-11.2,STOP: -4.5%
2000-04-10,2000-04-11,DAX,2.5,-2.47,MOM_REV: -3.3%
2000-04-10,2000-04-11,HANGSENG,2.5,-5.39,MOM_REV: -7.5%
2000-04-10,2000-04-11,RUSSELL2000,2.5,-4.11,MOM_REV: -13.6%
2000-04-10,2000-04-11,NASDAQ,2.5,-7.9,MOM_REV: -17.3%
2000-03-14,2000-04-12,SP500,1.0,7.95,TRAIL
2000-04-07,2000-04-12,FTSE,1.0,-3.33,MOM_REV: -2.1%
2000-04-11,2000-04-12,DAX,2.5,0.01,MOM_REV: -2.7%
2000-04-11,2000-04-12,HANGSENG,2.5,1.36,MOM_REV: -3.0%
2000-04-11,2000-04-12,RUSSELL2000,2.5,-8.18,MOM_REV: -13.9%
2000-04-11,2000-04-12,NASDAQ,2.5,-17.65,STOP: -7.1%
2000-03-30,2000-04-13,XLV,1.0,-2.07,TRAIL
2000-04-12,2000-04-13,HANGSENG,2.5,-3.39,MOM_REV: -3.4%
2000-04-12,2000-04-13,RUSSELL2000,2.5,-2.14,MOM_REV: -12.5%
2000-04-12,2000-04-13,NASDAQ,2.5,-6.16,MOM_REV: -19.8%
2000-04-12,2000-04-13,XLK,2.5,-4.77,MOM_REV: -7.6%
2000-03-20,2000-04-14,DOW,1.0,-3.51,STOP: -3.5%
2000-04-12,2000-04-14,DAX,1.5,-4.6,TRAIL
2000-04-12,2000-04-14,SP500,1.0,-7.54,STOP: -7.5%
2000-04-13,2000-04-14,HANGSENG,1.5,-1.92,MOM_REV: -3.6%
2000-04-13,2000-04-14,RUSSELL2000,1.5,-10.88,STOP: -7.3%
2000-04-13,2000-04-14,XLV,1.5,-9.06,STOP: -6.0%
2000-04-13,2000-04-14,NASDAQ,1.5,-14.5,STOP: -9.7%
2000-04-13,2000-04-14,XLK,1.5,-7.85,STOP: -5.2%
2000-03-14,2000-04-17,NIKKEI,1.0,-0.7,TRAIL
2000-04-05,2000-04-17,XLE,1.0,-2.63,PULLBACK: 5.1%
2000-04-14,2000-04-17,DAX,1.0,-0.38,MOM_REV: -6.8%
2000-04-14,2000-04-17,HANGSENG,1.0,-8.55,STOP: -8.6%
2000-04-14,2000-04-17,RUSSELL2000,1.0,1.22,MOM_REV: -20.1%
2000-04-14,2000-04-17,SP500,1.0,3.31,MOM_REV: -4.3%
2000-04-14,2000-04-17,NASDAQ,1.0,6.56,MOM_REV: -26.2%
2000-04-14,2000-04-17,XLK,1.0,5.43,MOM_REV: -12.8%
2000-04-17,2000-04-18,DAX,1.5,0.2,MOM_REV: -8.6%
2000-04-17,2000-04-18,HANGSENG,1.5,5.24,MOM_REV: -10.6%
2000-04-17,2000-04-18,RUSSELL2000,1.5,8.76,MOM_REV: -11.5%
2000-04-17,2000-04-18,NIKKEI,1.5,-0.31,MOM_REV: -3.1%
2000-04-17,2000-04-18,NASDAQ,1.5,10.78,MOM_REV: -17.7%
2000-04-17,2000-04-18,XLK,1.5,8.53,MOM_REV: -7.5%
2000-04-17,2000-04-19,SP500,1.5,2.79,MOM_REV: -4.4%
2000-04-18,2000-04-19,DAX,1.5,0.42,MOM_REV: -7.6%
2000-04-18,2000-04-19,HANGSENG,1.5,1.46,MOM_REV: -10.5%
2000-04-18,2000-04-19,RUSSELL2000,1.5,0.04,MOM_REV: -12.0%
2000-04-18,2000-04-19,NIKKEI,1.5,0.93,MOM_REV: -2.6%
2000-04-18,2000-04-19,NASDAQ,1.5,-3.45,MOM_REV: -21.3%
2000-04-18,2000-04-19,XLK,1.5,-4.93,MOM_REV: -12.8%
2000-04-19,2000-04-20,DAX,1.5,-1.22,MOM_REV: -8.2%
2000-04-19,2000-04-20,HANGSENG,1.5,-0.58,MOM_REV: -10.7%
2000-04-19,2000-04-20,RUSSELL2000,1.5,-1.35,MOM_REV: -15.6%
2000-04-19,2000-04-20,NIKKEI,1.5,-1.0,MOM_REV: -3.9%
2000-04-19,2000-04-20,SP500,1.5,0.74,MOM_REV: -4.4%
2000-04-19,2000-04-20,NASDAQ,1.5,-2.53,MOM_REV: -25.1%
2000-04-19,2000-04-20,XLK,1.5,-1.32,MOM_REV: -15.1%
2000-04-20,2000-04-21,NIKKEI,1.5,-5.59,STOP: -3.7%
2000-04-20,2000-04-24,RUSSELL2000,1.5,-4.14,MOM_REV: -18.3%
2000-04-20,2000-04-24,SP500,1.5,-0.49,MOM_REV: -6.4%
2000-04-20,2000-04-24,NASDAQ,1.5,-6.64,STOP: -4.4%
2000-04-20,2000-04-24,XLK,1.5,-4.61,MOM_REV: -19.2%
2000-04-21,2000-04-24,NIKKEI,1.0,1.25,MOM_REV: -7.4%
2000-04-20,2000-04-25,DAX,1.5,2.57,MOM_REV: -5.4%
2000-04-20,2000-04-25,HANGSENG,1.5,0.13,MOM_REV: -12.3%
2000-04-24,2000-04-25,RUSSELL2000,1.0,4.37,MOM_REV: -14.8%
2000-04-24,2000-04-25,NIKKEI,1.0,-1.12,MOM_REV: -9.9%
2000-04-24,2000-04-25,SP500,1.0,3.33,MOM_REV: -3.3%
2000-04-24,2000-04-25,NASDAQ,1.0,6.57,MOM_REV: -25.2%
2000-04-24,2000-04-25,XLK,1.0,5.79,MOM_REV: -15.3%
2000-04-07,2000-04-26,PLATINUM,1.0,-7.36,STOP: -7.4%
2000-04-25,2000-04-26,DAX,1.0,1.48,MOM_REV: -6.9%
2000-04-25,2000-04-26,HANGSENG,1.0,-0.99,MOM_REV: -14.0%
2000-04-25,2000-04-26,RUSSELL2000,1.0,-0.98,MOM_REV: -15.6%
2000-04-25,2000-04-26,NIKKEI,1.0,-0.76,MOM_REV: -11.0%
2000-04-25,2000-04-26,SP500,1.0,-1.11,MOM_REV: -4.1%
2000-04-25,2000-04-26,NASDAQ,1.0,-2.19,MOM_REV: -26.8%
2000-04-25,2000-04-26,XLK,1.0,-1.9,MOM_REV: -17.5%
2000-04-26,2000-04-27,DAX,1.0,-2.26,MOM_REV: -8.5%
2000-04-26,2000-04-27,HANGSENG,1.0,-0.23,MOM_REV: -14.6%
2000-04-26,2000-04-27,RUSSELL2000,1.0,2.14,MOM_REV: -11.5%
2000-04-26,2000-04-27,PLATINUM,1.0,5.48,MOM_REV: -3.6%
2000-04-26,2000-04-27,XLV,1.0,-0.62,MOM_REV: -3.2%
2000-04-26,2000-04-27,NIKKEI,1.0,-0.63,MOM_REV: -13.0%
2000-04-26,2000-04-27,SP500,1.0,0.27,MOM_REV: -2.8%
2000-04-26,2000-04-27,NASDAQ,1.0,3.97,MOM_REV: -21.9%
2000-04-26,2000-04-27,XLK,1.0,3.11,MOM_REV: -12.9%
2000-04-18,2000-04-28,XLE,1.0,3.3,MOM_REV: -2.0%
2000-04-27,2000-04-28,DAX,1.0,2.67,MOM_REV: -6.5%
2000-04-27,2000-04-28,HANGSENG,1.0,2.15,MOM_REV: -15.2%
2000-04-27,2000-04-28,RUSSELL2000,1.0,2.36,MOM_REV: -6.8%
2000-04-27,2000-04-28,NIKKEI,1.0,-0.25,MOM_REV: -12.1%
2000-04-27,2000-04-28,SP500,1.0,-0.85,MOM_REV: -3.7%
2000-04-27,2000-04-28,NASDAQ,1.0,2.3,MOM_REV: -16.9%
2000-04-27,2000-04-28,XLK,1.0,0.28,MOM_REV: -10.0%
2000-04-28,2000-05-01,RUSSELL2000,1.0,2.5,MOM_REV: -2.4%
2000-04-28,2000-05-01,NIKKEI,1.0,2.39,MOM_REV: -9.5%
2000-04-28,2000-05-01,NASDAQ,1.0,2.52,MOM_REV: -11.2%
2000-04-28,2000-05-01,XLK,1.0,1.42,MOM_REV: -6.2%
2000-04-27,2000-05-02,PLATINUM,1.0,4.57,MOM_REV: -2.7%
2000-04-27,2000-05-02,XLV,1.0,-0.78,MOM_REV: -2.9%
2000-04-28,2000-05-02,DAX,1.0,1.9,MOM_REV: -3.9%
2000-04-28,2000-05-02,HANGSENG,1.0,1.92,MOM_REV: -13.6%
2000-04-28,2000-05-02,SP500,1.0,-0.42,MOM_REV: -3.5%
2000-05-01,2000-05-02,RUSSELL2000,1.0,-2.62,MOM_REV: -6.3%
2000-05-01,2000-05-02,NIKKEI,1.0,0.2,MOM_REV: -11.0%
2000-05-01,2000-05-02,NASDAQ,1.0,-4.36,STOP: -4.4%
2000-05-01,2000-05-02,XLK,1.0,-1.85,MOM_REV: -9.6%
2000-04-28,2000-05-03,XLE,1.0,0.43,MOM_REV: -2.7%
2000-05-02,2000-05-03,DAX,1.0,-2.37,MOM_REV: -3.5%
2000-05-02,2000-05-03,HANGSENG,1.0,-1.52,MOM_REV: -13.9%
2000-05-02,2000-05-03,RUSSELL2000,1.0,-1.94,MOM_REV: -4.0%
2000-05-02,2000-05-03,PLATINUM,1.0,-2.34,MOM_REV: -5.4%
2000-05-02,2000-05-03,XLV,1.0,-2.78,MOM_REV: -5.5%
2000-05-02,2000-05-03,SP500,1.0,-2.16,MOM_REV: -6.0%
2000-05-02,2000-05-03,NASDAQ,1.0,-2.06,MOM_REV: -12.2%
2000-05-02,2000-05-03,XLK,1.0,-4.34,STOP: -4.3%
2000-05-03,2000-05-04,DAX,1.0,0.13,MOM_REV: -2.8%
2000-05-03,2000-05-04,HANGSENG,1.0,-1.69,MOM_REV: -12.3%
2000-05-03,2000-05-04,PLATINUM,1.0,1.76,MOM_REV: -7.3%
2000-05-03,2000-05-04,SP500,1.0,-0.39,MOM_REV: -5.7%
2000-05-03,2000-05-04,NASDAQ,1.0,0.35,MOM_REV: -10.3%
2000-05-03,2000-05-04,XLK,1.0,-0.72,MOM_REV: -9.5%
2000-05-04,2000-05-05,HANGSENG,1.0,-0.3,MOM_REV: -12.3%
2000-05-04,2000-05-05,PLATINUM,1.0,-1.42,MOM_REV: -7.4%
2000-05-04,2000-05-05,SP500,1.0,1.64,MOM_REV: -3.7%
2000-05-04,2000-05-05,NASDAQ,1.0,2.6,MOM_REV: -8.5%
2000-05-04,2000-05-05,XLK,1.0,2.73,MOM_REV: -7.6%
2000-05-02,2000-05-08,NIKKEI,1.0,-1.3,MOM_REV: -11.6%
2000-05-03,2000-05-08,RUSSELL2000,1.0,0.91,MOM_REV: -6.1%
2000-05-05,2000-05-08,HANGSENG,1.0,-2.41,MOM_REV: -11.8%
2000-05-05,2000-05-08,PLATINUM,1.0,0.34,MOM_REV: -4.7%
2000-05-05,2000-05-08,SP500,1.0,-0.59,MOM_REV: -5.1%
2000-05-05,2000-05-08,NASDAQ,1.0,-3.86,STOP: -3.9%
2000-05-05,2000-05-08,XLK,1.0,-3.54,STOP: -3.5%
2000-05-08,2000-05-09,HANGSENG,1.0,-0.83,MOM_REV: -9.4%
2000-05-08,2000-05-09,RUSSELL2000,1.0,-1.84,MOM_REV: -9.6%
2000-05-08,2000-05-09,NIKKEI,1.0,-1.95,MOM_REV: -12.8%
2000-05-08,2000-05-09,SP500,1.0,-0.84,MOM_REV: -6.9%
2000-05-08,2000-05-09,NASDAQ,1.0,-2.3,MOM_REV: -19.4%
2000-05-08,2000-05-09,XLK,1.0,-1.85,MOM_REV: -16.5%
2000-05-04,2000-05-10,DAX,1.0,-3.6,STOP: -3.6%
2000-05-09,2000-05-10,HANGSENG,1.0,-1.92,MOM_REV: -12.1%
2000-05-09,2000-05-10,RUSSELL2000,1.0,-3.38,MOM_REV: -8.6%
2000-05-09,2000-05-10,NIKKEI,1.0,-0.8,MOM_REV: -12.5%
2000-05-09,2000-05-10,SP500,1.0,-2.06,MOM_REV: -8.1%
2000-05-09,2000-05-10,NASDAQ,1.0,-5.59,STOP: -5.6%
2000-05-09,2000-05-10,XLK,1.0,-4.85,STOP: -4.9%
2000-05-10,2000-05-11,DAX,1.0,1.95,MOM_REV: -3.5%
2000-05-10,2000-05-11,RUSSELL2000,1.0,3.19,MOM_REV: -4.1%
2000-05-10,2000-05-11,NIKKEI,1.0,-4.63,STOP: -4.6%
2000-05-10,2000-05-11,SP500,1.0,1.79,MOM_REV: -6.2%
2000-05-10,2000-05-11,NASDAQ,1.0,3.39,MOM_REV: -13.7%
2000-05-10,2000-05-11,XLK,1.0,2.82,MOM_REV: -13.1%
2000-05-10,2000-05-12,HANGSENG,1.0,4.27,MOM_REV: -10.8%
2000-05-11,2000-05-12,DAX,1.0,0.13,MOM_REV: -3.3%
2000-05-11,2000-05-12,SP500,1.0,0.93,MOM_REV: -3.1%
2000-05-11,2000-05-12,NASDAQ,1.0,0.84,MOM_REV: -6.4%
2000-05-11,2000-05-12,XLK,1.0,1.29,MOM_REV: -5.9%
2000-05-08,2000-05-15,PLATINUM,1.0,0.84,MOM_REV: -4.2%
2000-05-12,2000-05-15,DAX,1.0,-1.02,MOM_REV: -3.3%
2000-05-12,2000-05-15,HANGSENG,1.0,-1.53,MOM_REV: -11.7%
2000-05-12,2000-05-15,NIKKEI,1.0,-0.25,MOM_REV: -15.6%
2000-05-12,2000-05-15,XLK,1.0,1.87,MOM_REV: -2.2%
2000-05-15,2000-05-16,HANGSENG,1.0,1.87,MOM_REV: -8.1%
2000-05-15,2000-05-16,PLATINUM,1.0,0.94,MOM_REV: -5.7%
2000-05-15,2000-05-16,NIKKEI,1.0,1.37,MOM_REV: -15.8%
2000-05-15,2000-05-17,DAX,1.0,0.23,MOM_REV: -3.2%
2000-05-16,2000-05-17,HANGSENG,1.0,-2.19,MOM_REV: -10.6%
2000-05-16,2000-05-17,FTSE,1.0,-1.93,MOM_REV: -2.5%
2000-05-16,2000-05-17,PLATINUM,1.0,0.7,MOM_REV: -3.6%
2000-05-12,2000-05-18,NASDAQ,1.0,0.27,PULLBACK: 4.8%
2000-05-15,2000-05-18,XLK,1.0,-1.04,MOM_REV: -8.4%
2000-05-17,2000-05-18,HANGSENG,1.0,-3.41,MOM_REV: -12.4%
2000-05-17,2000-05-18,NIKKEI,1.0,-2.14,MOM_REV: -16.7%
2000-05-11,2000-05-19,RUSSELL2000,1.0,-1.98,TRAIL
2000-05-12,2000-05-19,XLV,1.0,-0.97,TRAIL
2000-05-12,2000-05-19,SP500,1.0,-0.99,TRAIL
2000-05-17,2000-05-19,DAX,1.0,-3.09,MOM_REV: -2.8%
2000-05-18,2000-05-19,HANGSENG,1.0,1.09,MOM_REV: -10.3%
2000-05-18,2000-05-19,NIKKEI,1.0,-1.02,MOM_REV: -11.3%
2000-05-18,2000-05-19,NASDAQ,1.0,-4.19,STOP: -4.2%
2000-05-18,2000-05-19,XLK,1.0,-3.9,STOP: -3.9%
2000-05-16,2000-05-22,DOW,1.0,-3.59,STOP: -3.6%
2000-05-19,2000-05-22,DAX,1.0,-1.09,MOM_REV: -3.9%
2000-05-19,2000-05-22,HANGSENG,1.0,-2.33,MOM_REV: -4.2%
2000-05-19,2000-05-22,RUSSELL2000,1.0,-1.67,MOM_REV: -2.1%
2000-05-19,2000-05-22,SP500,1.0,-0.44,MOM_REV: -2.4%
2000-05-19,2000-05-22,NASDAQ,1.0,-0.77,MOM_REV: -7.7%
2000-05-19,2000-05-22,XLK,1.0,-0.45,MOM_REV: -8.6%
2000-05-17,2000-05-23,PLATINUM,1.0,11.21,MOM_REV: -4.2%
2000-05-22,2000-05-23,DAX,1.0,0.21,MOM_REV: -4.0%
2000-05-22,2000-05-23,HANGSENG,1.0,0.82,MOM_REV: -6.7%
2000-05-22,2000-05-23,RUSSELL2000,1.0,-2.68,MOM_REV: -2.0%
2000-05-22,2000-05-23,XLV,1.0,-0.82,MOM_REV: -3.1%
2000-05-22,2000-05-23,SP500,1.0,-1.92,MOM_REV: -3.9%
2000-05-22,2000-05-23,NASDAQ,1.0,-5.93,STOP: -5.9%
2000-05-22,2000-05-23,XLK,1.0,-4.85,STOP: -4.8%
2000-05-23,2000-05-24,DAX,1.0,-1.34,MOM_REV: -4.5%
2000-05-23,2000-05-24,HANGSENG,1.0,-2.27,MOM_REV: -9.7%
2000-05-23,2000-05-24,RUSSELL2000,1.0,0.59,MOM_REV: -5.6%
2000-05-23,2000-05-24,PLATINUM,1.0,1.35,MOM_REV: -29.2%
2000-05-23,2000-05-24,XLV,1.0,0.66,MOM_REV: -4.8%
2000-05-23,2000-05-24,SP500,1.0,1.83,MOM_REV: -5.3%
2000-05-23,2000-05-24,NASDAQ,1.0,3.35,MOM_REV: -11.9%
