Entry,Exit,Ticker,Lev,PnL%,Reason
2004-04-30,2004-05-03,HANGSENG,1.0,0.06,MOM_REV: -5.5%
2004-04-30,2004-05-03,RUSSELL2000,1.0,1.01,MOM_REV: -5.0%
2004-04-30,2004-05-03,XLF,1.0,0.68,MOM_REV: -4.7%
2004-05-03,2004-05-04,COPPER,1.0,0.29,MOM_REV: -8.9%
2004-05-03,2004-05-04,HANGSENG,1.0,1.24,MOM_REV: -4.6%
2004-05-03,2004-05-04,RUSSELL2000,1.0,0.74,MOM_REV: -5.6%
2004-05-03,2004-05-04,XLF,1.0,0.32,MOM_REV: -4.1%
2004-04-30,2004-05-05,DOW,1.0,0.83,MOM_REV: -2.3%
2004-05-04,2004-05-05,COPPER,1.0,1.22,MOM_REV: -5.4%
2004-05-04,2004-05-05,HANGSENG,1.0,-1.22,MOM_REV: -5.7%
2004-05-04,2004-05-05,RUSSELL2000,1.0,0.07,MOM_REV: -6.0%
2004-05-04,2004-05-05,XLF,1.0,-0.11,MOM_REV: -4.4%
2004-04-26,2004-05-06,SOYBEANS,1.0,5.55,TRAIL
2004-04-29,2004-05-06,DAX,1.0,-2.48,TRAIL
2004-05-05,2004-05-06,COPPER,1.0,-0.64,MOM_REV: -6.7%
2004-05-05,2004-05-06,DOW,1.0,-0.68,MOM_REV: -3.1%
2004-05-05,2004-05-06,HANGSENG,1.0,0.5,MOM_REV: -5.7%
2004-05-05,2004-05-06,RUSSELL2000,1.0,-1.22,MOM_REV: -6.0%
2004-05-05,2004-05-06,XLF,1.0,-1.09,MOM_REV: -5.4%
2004-05-06,2004-05-07,DAX,1.0,-0.35,MOM_REV: -3.2%
2004-05-06,2004-05-07,COPPER,1.0,-3.71,STOP: -3.7%
2004-05-06,2004-05-07,DOW,1.0,-1.21,MOM_REV: -3.5%
2004-05-06,2004-05-07,HANGSENG,1.0,-0.83,MOM_REV: -7.6%
2004-05-06,2004-05-07,RUSSELL2000,1.0,-2.58,MOM_REV: -8.8%
2004-05-06,2004-05-07,XLF,1.0,-2.14,MOM_REV: -7.2%
2004-04-19,2004-05-10,XLV,1.0,-2.2,TRAIL
2004-04-29,2004-05-10,XLE,1.0,-2.79,TRAIL
2004-04-30,2004-05-10,FTSE,1.0,-2.1,TRAIL
2004-05-07,2004-05-10,DAX,1.0,-2.85,MOM_REV: -5.4%
2004-05-07,2004-05-10,COPPER,1.0,-2.1,MOM_REV: -11.0%
2004-05-07,2004-05-10,DOW,1.0,-1.26,MOM_REV: -4.3%
2004-05-07,2004-05-10,HANGSENG,1.0,-3.57,STOP: -3.6%
2004-05-07,2004-05-10,RUSSELL2000,1.0,-1.95,MOM_REV: -10.0%
2004-05-07,2004-05-10,XLF,1.0,-0.84,MOM_REV: -7.8%
2004-05-10,2004-05-11,DAX,1.0,1.72,MOM_REV: -4.1%
2004-05-10,2004-05-11,COPPER,1.0,2.23,MOM_REV: -8.0%
2004-05-10,2004-05-11,DOW,1.0,0.29,MOM_REV: -4.7%
2004-05-10,2004-05-11,HANGSENG,1.0,0.2,MOM_REV: -10.9%
2004-05-10,2004-05-11,XLE,1.0,1.73,MOM_REV: -2.3%
2004-05-10,2004-05-11,RUSSELL2000,1.0,2.01,MOM_REV: -8.5%
2004-05-10,2004-05-11,XLF,1.0,0.51,MOM_REV: -7.9%
2004-05-10,2004-05-11,GOLD,1.0,-0.37,MOM_REV: -10.3%
2004-05-06,2004-05-12,SOYBEANS,1.0,-2.6,TRAIL
2004-05-11,2004-05-12,DAX,1.0,-1.91,MOM_REV: -7.3%
2004-05-11,2004-05-12,COPPER,1.0,-0.54,MOM_REV: -8.1%
2004-05-11,2004-05-12,DOW,1.0,0.26,MOM_REV: -3.2%
2004-05-11,2004-05-12,HANGSENG,1.0,0.17,MOM_REV: -11.5%
2004-05-11,2004-05-12,RUSSELL2000,1.0,0.06,MOM_REV: -6.3%
2004-05-11,2004-05-12,XLF,1.0,1.13,MOM_REV: -4.8%
2004-05-11,2004-05-12,GOLD,1.0,0.13,MOM_REV: -7.3%
2004-05-13,2004-05-14,DAX,1.0,-0.57,MOM_REV: -5.0%
2004-05-13,2004-05-14,COPPER,1.0,-0.13,MOM_REV: -9.2%
2004-05-13,2004-05-14,DOW,1.0,0.02,MOM_REV: -3.7%
2004-05-13,2004-05-14,HANGSENG,1.0,-1.05,MOM_REV: -9.6%
2004-05-13,2004-05-14,SOYBEANS,1.0,-4.34,STOP: -4.3%
2004-05-13,2004-05-14,RUSSELL2000,1.0,-0.62,MOM_REV: -6.3%
2004-05-13,2004-05-14,XLF,1.0,0.07,MOM_REV: -2.8%
2004-05-13,2004-05-14,GOLD,1.0,0.59,MOM_REV: -5.2%
2004-05-10,2004-05-17,FTSE,1.0,0.18,MOM_REV: -2.3%
2004-05-11,2004-05-17,XLE,1.0,1.53,MOM_REV: -2.3%
2004-05-14,2004-05-17,DAX,1.0,-1.28,MOM_REV: -6.9%
2004-05-14,2004-05-17,COPPER,1.0,-2.68,MOM_REV: -15.3%
2004-05-14,2004-05-17,DOW,1.0,-1.06,MOM_REV: -5.2%
2004-05-14,2004-05-17,HANGSENG,1.0,-2.74,MOM_REV: -12.0%
2004-05-14,2004-05-17,SOYBEANS,1.0,-6.55,STOP: -6.6%
2004-05-14,2004-05-17,RUSSELL2000,1.0,-1.55,MOM_REV: -8.2%
2004-05-14,2004-05-17,XLF,1.0,-1.3,MOM_REV: -5.1%
2004-05-14,2004-05-17,GOLD,1.0,0.66,MOM_REV: -5.4%
2004-04-26,2004-05-18,NATGAS,1.0,6.77,PULLBACK: 5.0%
2004-05-20,2004-05-21,DAX,1.0,-0.19,MOM_REV: -5.6%
2004-05-20,2004-05-21,DOW,1.0,0.29,MOM_REV: -4.7%
2004-05-20,2004-05-21,HANGSENG,1.0,2.08,MOM_REV: -4.9%
2004-05-20,2004-05-21,XLE,1.0,-0.48,MOM_REV: -4.1%
2004-05-20,2004-05-21,SOYBEANS,1.0,0.4,MOM_REV: -7.9%
2004-05-20,2004-05-21,RUSSELL2000,1.0,0.94,MOM_REV: -8.0%
2004-05-20,2004-05-21,FTSE,1.0,0.06,MOM_REV: -2.4%
2004-05-20,2004-05-21,XLF,1.0,0.61,MOM_REV: -3.0%
2004-05-20,2004-05-21,GOLD,1.0,1.69,MOM_REV: -2.2%
2004-05-21,2004-05-24,DAX,1.0,0.94,MOM_REV: -5.7%
2004-05-21,2004-05-24,DOW,1.0,-0.08,MOM_REV: -4.9%
2004-05-21,2004-05-24,HANGSENG,1.0,0.75,MOM_REV: -5.8%
2004-05-21,2004-05-24,SOYBEANS,1.0,-0.74,MOM_REV: -10.4%
2004-05-21,2004-05-24,RUSSELL2000,1.0,1.08,MOM_REV: -6.6%
2004-05-21,2004-05-24,FTSE,1.0,-0.06,MOM_REV: -3.1%
2004-05-21,2004-05-24,XLF,1.0,0.14,MOM_REV: -2.4%
2004-05-21,2004-05-24,GOLD,1.0,0.21,MOM_REV: -2.4%
2004-05-24,2004-05-25,DAX,1.0,-1.03,MOM_REV: -7.2%
2004-05-24,2004-05-25,DOW,1.0,1.6,MOM_REV: -3.1%
2004-05-24,2004-05-25,HANGSENG,1.0,0.25,MOM_REV: -3.6%
2004-05-24,2004-05-25,SOYBEANS,1.0,1.88,MOM_REV: -8.5%
2004-05-24,2004-05-25,RUSSELL2000,1.0,2.48,MOM_REV: -4.1%
2004-05-24,2004-05-25,FTSE,1.0,-0.25,MOM_REV: -3.3%
2004-05-21,2004-05-26,XLE,1.0,3.13,MOM_REV: -2.8%
2004-05-24,2004-05-26,GOLD,1.0,0.7,MOM_REV: -2.6%
2004-05-25,2004-05-26,DAX,1.0,1.03,MOM_REV: -6.4%
2004-05-25,2004-05-26,DOW,1.0,-0.08,MOM_REV: -3.5%
2004-05-25,2004-05-26,SOYBEANS,1.0,-1.16,MOM_REV: -13.1%
2004-05-25,2004-05-26,RUSSELL2000,1.0,0.42,MOM_REV: -3.9%
2004-05-25,2004-05-26,FTSE,1.0,0.46,MOM_REV: -2.9%
2004-05-26,2004-05-27,DAX,1.0,1.18,MOM_REV: -3.7%
2004-05-26,2004-05-27,XLE,1.0,-1.4,MOM_REV: -2.8%
2004-05-26,2004-05-27,SOYBEANS,1.0,-5.73,STOP: -5.7%
2004-05-26,2004-05-27,FTSE,1.0,0.34,MOM_REV: -2.7%
2004-05-27,2004-05-28,DAX,1.0,-0.27,MOM_REV: -2.6%
2004-05-27,2004-05-28,SOYBEANS,1.0,-0.97,MOM_REV: -19.8%
2004-05-27,2004-05-28,FTSE,1.0,-0.51,MOM_REV: -2.1%
2004-05-28,2004-06-01,DAX,1.0,-0.99,MOM_REV: -3.6%
2004-05-28,2004-06-01,SOYBEANS,1.0,6.14,MOM_REV: -16.4%
2004-05-28,2004-06-01,FTSE,1.0,-0.18,MOM_REV: -2.1%
2004-06-01,2004-06-02,DAX,1.0,0.62,MOM_REV: -2.6%
2004-06-01,2004-06-02,SOYBEANS,1.0,-1.68,MOM_REV: -18.4%
2004-05-20,2004-06-03,NATGAS,1.0,0.62,PULLBACK: 5.1%
2004-05-27,2004-06-03,XLE,1.0,0.78,MOM_REV: -2.4%
2004-06-01,2004-06-03,FTSE,1.0,0.29,MOM_REV: -2.5%
2004-06-02,2004-06-03,DAX,1.0,0.74,MOM_REV: -2.6%
2004-06-02,2004-06-03,SOYBEANS,1.0,-5.12,STOP: -5.1%
2004-05-20,2004-06-04,COPPER,1.0,3.74,TRAIL
2004-06-03,2004-06-04,XLE,1.0,-0.5,MOM_REV: -3.2%
2004-06-03,2004-06-04,SOYBEANS,1.0,4.03,MOM_REV: -18.9%
2004-06-03,2004-06-04,FTSE,1.0,0.43,MOM_REV: -2.5%
2004-06-04,2004-06-07,SOYBEANS,1.0,1.25,MOM_REV: -16.6%
2004-06-03,2004-06-08,NATGAS,1.0,-3.9,STOP: -3.9%
2004-06-07,2004-06-08,SOYBEANS,1.0,0.35,MOM_REV: -18.9%
2004-05-26,2004-06-09,GOLD,1.0,-0.98,TRAIL
2004-06-04,2004-06-09,COPPER,1.0,-5.15,STOP: -5.1%
2004-06-08,2004-06-09,SOYBEANS,1.0,0.0,MOM_REV: -18.1%
2004-06-09,2004-06-10,SOYBEANS,1.0,-0.59,MOM_REV: -19.6%
2004-06-10,2004-06-11,SOYBEANS,1.0,0.0,MOM_REV: -14.6%
2004-05-24,2004-06-14,XLF,1.0,1.83,TRAIL
2004-05-26,2004-06-14,RUSSELL2000,1.0,-1.78,TRAIL
2004-06-04,2004-06-14,FTSE,1.0,-0.48,TRAIL
2004-06-08,2004-06-14,XLV,1.0,-1.84,TRAIL
2004-06-09,2004-06-14,COPPER,1.0,-1.15,MOM_REV: -2.6%
2004-06-11,2004-06-14,SOYBEANS,1.0,3.01,MOM_REV: -13.9%
2004-06-14,2004-06-15,SOYBEANS,1.0,1.32,MOM_REV: -8.8%
2004-06-15,2004-06-16,SOYBEANS,1.0,-1.64,MOM_REV: -4.0%
2004-05-25,2004-06-18,HANGSENG,1.0,1.39,TRAIL
2004-06-16,2004-06-18,SOYBEANS,1.0,0.29,MOM_REV: -3.9%
2004-06-03,2004-06-22,DAX,1.0,0.29,TRAIL
2004-06-14,2004-06-22,COPPER,1.0,0.61,MOM_REV: -2.1%
2004-06-14,2004-06-28,XLV,1.0,-1.57,TRAIL
2004-06-18,2004-06-28,SOYBEANS,1.0,1.49,TRAIL
2004-06-22,2004-06-28,COPPER,1.0,3.7,MOM_REV: -2.1%
2004-06-09,2004-06-29,GOLD,1.0,2.08,TRAIL
2004-06-28,2004-06-29,COPPER,1.0,-2.9,MOM_REV: -8.0%
2004-06-28,2004-06-29,NATGAS,1.0,-0.37,MOM_REV: -6.9%
2004-06-29,2004-06-30,COPPER,1.0,2.86,MOM_REV: -5.7%
2004-06-29,2004-06-30,NATGAS,1.0,0.6,MOM_REV: -4.5%
2004-06-14,2004-07-01,FTSE,1.0,-0.19,TRAIL
2004-06-30,2004-07-01,COPPER,1.0,1.41,MOM_REV: -5.5%
2004-06-30,2004-07-01,NATGAS,1.0,1.01,MOM_REV: -6.9%
2004-05-26,2004-07-02,DOW,1.0,1.71,TRAIL
2004-07-01,2004-07-02,COPPER,1.0,-0.16,MOM_REV: -2.3%
2004-07-01,2004-07-02,NATGAS,1.0,-1.11,MOM_REV: -5.7%
2004-06-14,2004-07-06,RUSSELL2000,1.0,2.64,TRAIL
2004-06-22,2004-07-06,DAX,1.0,0.42,TRAIL
2004-07-01,2004-07-06,FTSE,1.0,-1.22,MOM_REV: -2.7%
2004-07-02,2004-07-06,COPPER,1.0,0.0,MOM_REV: -2.2%
2004-07-06,2004-07-07,DAX,1.0,-0.36,MOM_REV: -2.2%
2004-07-06,2004-07-07,FTSE,1.0,-0.28,MOM_REV: -3.2%
2004-06-14,2004-07-08,XLF,1.0,-1.11,TRAIL
2004-07-02,2004-07-08,DOW,1.0,-1.08,MOM_REV: -2.1%
2004-07-06,2004-07-08,RUSSELL2000,1.0,-2.04,MOM_REV: -3.1%
2004-07-07,2004-07-08,FTSE,1.0,0.52,MOM_REV: -2.4%
2004-06-28,2004-07-09,SOYBEANS,1.0,7.8,TRAIL
2004-07-02,2004-07-09,NATGAS,1.0,-0.11,PULLBACK: 4.4%
2004-07-07,2004-07-09,DAX,1.0,-0.15,MOM_REV: -2.4%
2004-07-08,2004-07-09,DOW,1.0,0.41,MOM_REV: -2.1%
2004-07-08,2004-07-09,RUSSELL2000,1.0,0.54,MOM_REV: -2.5%
2004-07-08,2004-07-09,FTSE,1.0,0.28,MOM_REV: -2.1%
2004-07-08,2004-07-09,XLF,1.0,0.0,MOM_REV: -3.0%
2004-07-09,2004-07-12,DAX,1.0,-0.8,MOM_REV: -3.0%
2004-07-09,2004-07-12,FTSE,1.0,-0.76,MOM_REV: -2.8%
2004-07-09,2004-07-12,NATGAS,1.0,-4.62,STOP: -4.6%
2004-06-18,2004-07-13,HANGSENG,1.0,1.88,MOM_REV: -2.8%
2004-06-29,2004-07-13,GOLD,1.0,2.42,TRAIL
2004-07-09,2004-07-13,SOYBEANS,1.0,-4.51,STOP: -4.5%
2004-07-12,2004-07-13,NATGAS,1.0,0.82,MOM_REV: -4.4%
2004-04-27,2004-07-14,PLATINUM,1.0,-5.21,STOP: -5.2%
2004-07-12,2004-07-14,DAX,1.0,0.14,MOM_REV: -2.2%
2004-07-13,2004-07-14,HANGSENG,1.0,-1.2,MOM_REV: -3.7%
2004-07-13,2004-07-14,SOYBEANS,1.0,-5.32,STOP: -5.3%
2004-07-13,2004-07-14,NATGAS,1.0,1.22,MOM_REV: -4.3%
2004-07-09,2004-07-15,DOW,1.0,-0.49,MOM_REV: -2.1%
2004-07-09,2004-07-15,XLF,1.0,-0.82,MOM_REV: -2.3%
2004-07-12,2004-07-15,FTSE,1.0,-0.44,MOM_REV: -3.3%
2004-07-14,2004-07-15,DAX,1.0,-1.32,MOM_REV: -3.9%
2004-07-14,2004-07-15,SOYBEANS,1.0,-12.93,STOP: -12.9%
2004-07-14,2004-07-15,PLATINUM,1.0,-0.31,MOM_REV: -9.0%
2004-07-14,2004-07-15,NATGAS,1.0,-2.19,MOM_REV: -7.3%
2004-07-09,2004-07-16,RUSSELL2000,1.0,-1.46,MOM_REV: -2.6%
2004-07-15,2004-07-16,DAX,1.0,-0.03,MOM_REV: -3.5%
2004-07-15,2004-07-16,DOW,1.0,-0.23,MOM_REV: -2.3%
2004-07-15,2004-07-16,SOYBEANS,1.0,-5.79,STOP: -5.8%
2004-07-15,2004-07-16,FTSE,1.0,-0.03,MOM_REV: -3.4%
2004-07-15,2004-07-16,PLATINUM,1.0,0.86,MOM_REV: -9.4%
2004-07-15,2004-07-16,XLF,1.0,0.04,MOM_REV: -2.4%
2004-07-15,2004-07-16,NATGAS,1.0,0.7,MOM_REV: -9.3%
2004-07-16,2004-07-19,DAX,1.0,-0.87,MOM_REV: -4.7%
2004-07-16,2004-07-19,DOW,1.0,-0.45,MOM_REV: -2.7%
2004-07-16,2004-07-19,SOYBEANS,1.0,0.0,MOM_REV: -18.0%
2004-07-16,2004-07-19,RUSSELL2000,1.0,-0.14,MOM_REV: -2.6%
2004-07-16,2004-07-19,FTSE,1.0,-0.42,MOM_REV: -4.1%
2004-07-16,2004-07-19,PLATINUM,1.0,0.67,MOM_REV: -9.9%
2004-07-16,2004-07-19,XLF,1.0,0.14,MOM_REV: -2.4%
2004-07-16,2004-07-19,NATGAS,1.0,-1.17,MOM_REV: -11.6%
2004-07-13,2004-07-20,GOLD,1.0,-0.02,TRAIL
2004-07-19,2004-07-20,DAX,1.0,0.65,MOM_REV: -3.8%
2004-07-19,2004-07-20,DOW,1.0,0.54,MOM_REV: -2.6%
2004-07-19,2004-07-20,SOYBEANS,1.0,2.47,MOM_REV: -16.9%
2004-07-19,2004-07-20,FTSE,1.0,0.42,MOM_REV: -3.6%
2004-07-19,2004-07-20,PLATINUM,1.0,1.18,MOM_REV: -7.5%
2004-07-19,2004-07-20,NATGAS,1.0,0.33,MOM_REV: -10.5%
2004-06-04,2004-07-21,XLE,1.0,7.77,TRAIL
2004-07-19,2004-07-21,RUSSELL2000,1.0,-1.11,TRAIL
2004-07-19,2004-07-21,XLF,1.0,-0.5,MOM_REV: -2.7%
2004-07-20,2004-07-21,DOW,1.0,-1.01,MOM_REV: -3.1%
2004-07-20,2004-07-21,SOYBEANS,1.0,-2.41,MOM_REV: -20.4%
2004-07-20,2004-07-21,FTSE,1.0,0.87,MOM_REV: -2.0%
2004-07-20,2004-07-21,PLATINUM,1.0,-0.94,MOM_REV: -7.1%
2004-07-20,2004-07-21,NATGAS,1.0,1.61,MOM_REV: -6.4%
2004-07-20,2004-07-21,GOLD,1.0,-1.19,TRAIL
2004-07-20,2004-07-22,DAX,1.0,-0.95,MOM_REV: -3.7%
2004-07-21,2004-07-22,DOW,1.0,0.04,MOM_REV: -3.3%
2004-07-21,2004-07-22,SOYBEANS,1.0,-7.07,STOP: -7.1%
2004-07-21,2004-07-22,RUSSELL2000,1.0,-0.37,MOM_REV: -4.4%
2004-07-21,2004-07-22,FTSE,1.0,-1.62,MOM_REV: -4.0%
2004-07-21,2004-07-22,PLATINUM,1.0,0.1,MOM_REV: -6.8%
2004-07-21,2004-07-22,XLF,1.0,0.11,MOM_REV: -3.0%
2004-07-21,2004-07-22,NATGAS,1.0,3.73,MOM_REV: -4.1%
2004-07-06,2004-07-23,COPPER,1.0,2.21,TRAIL
2004-07-21,2004-07-23,GOLD,1.0,-1.66,TRAIL
2004-07-22,2004-07-23,DAX,1.0,-0.1,MOM_REV: -5.2%
2004-07-22,2004-07-23,DOW,1.0,-0.88,MOM_REV: -4.9%
2004-07-22,2004-07-23,SOYBEANS,1.0,1.83,MOM_REV: -27.0%
2004-07-22,2004-07-23,RUSSELL2000,1.0,-1.33,MOM_REV: -7.1%
2004-07-22,2004-07-23,FTSE,1.0,0.46,MOM_REV: -3.9%
2004-07-22,2004-07-23,PLATINUM,1.0,-1.35,MOM_REV: -7.9%
2004-07-22,2004-07-23,XLF,1.0,-0.51,MOM_REV: -3.8%
2004-07-22,2004-07-23,NATGAS,1.0,-0.29,MOM_REV: -4.4%
2004-07-23,2004-07-26,DAX,1.0,-1.18,MOM_REV: -6.5%
2004-07-23,2004-07-26,SOYBEANS,1.0,-0.07,MOM_REV: -27.4%
2004-07-23,2004-07-26,RUSSELL2000,1.0,-1.06,MOM_REV: -7.9%
2004-07-23,2004-07-26,FTSE,1.0,-0.91,MOM_REV: -4.6%
2004-07-23,2004-07-26,PLATINUM,1.0,-0.56,MOM_REV: -10.9%
2004-07-23,2004-07-26,XLF,1.0,0.04,MOM_REV: -3.9%
2004-07-23,2004-07-26,NATGAS,1.0,-2.89,MOM_REV: -8.1%
2004-07-23,2004-07-26,GOLD,1.0,-0.05,MOM_REV: -3.2%
2004-07-23,2004-07-26,XLV,1.0,-1.0,MOM_REV: -6.8%
2004-07-26,2004-07-27,DAX,1.0,1.64,MOM_REV: -6.3%
2004-07-26,2004-07-27,SOYBEANS,1.0,-0.52,MOM_REV: -27.7%
2004-07-26,2004-07-27,RUSSELL2000,1.0,2.08,MOM_REV: -7.3%
2004-07-26,2004-07-27,FTSE,1.0,0.88,MOM_REV: -4.3%
2004-07-26,2004-07-27,PLATINUM,1.0,-0.27,MOM_REV: -14.4%
2004-07-26,2004-07-27,XLF,1.0,0.83,MOM_REV: -2.8%
2004-07-26,2004-07-27,NATGAS,1.0,0.54,MOM_REV: -5.7%
2004-07-26,2004-07-27,XLV,1.0,0.42,MOM_REV: -5.6%
2004-07-26,2004-07-27,NIKKEI,1.0,-1.15,MOM_REV: -6.4%
2004-07-27,2004-07-28,DAX,1.0,-0.18,MOM_REV: -6.5%
2004-07-27,2004-07-28,SOYBEANS,1.0,-5.79,STOP: -5.8%
2004-07-27,2004-07-28,RUSSELL2000,1.0,-0.63,MOM_REV: -7.3%
2004-07-27,2004-07-28,PLATINUM,1.0,-1.77,MOM_REV: -15.1%
2004-07-27,2004-07-28,XLF,1.0,0.32,MOM_REV: -2.4%
2004-07-27,2004-07-28,NIKKEI,1.0,1.57,MOM_REV: -5.7%
2004-07-28,2004-07-29,DAX,1.0,2.17,MOM_REV: -4.0%
2004-07-28,2004-07-29,SOYBEANS,1.0,-0.4,MOM_REV: -30.2%
2004-07-28,2004-07-29,RUSSELL2000,1.0,1.59,MOM_REV: -6.5%
2004-07-28,2004-07-29,PLATINUM,1.0,2.37,MOM_REV: -12.9%
2004-07-28,2004-07-29,NIKKEI,1.0,-0.78,MOM_REV: -6.3%
2004-07-28,2004-07-30,XLF,1.0,0.29,MOM_REV: -2.1%
2004-07-29,2004-07-30,DAX,1.0,0.15,MOM_REV: -3.5%
2004-07-29,2004-07-30,SOYBEANS,1.0,-4.0,STOP: -4.0%
2004-07-29,2004-07-30,RUSSELL2000,1.0,0.27,MOM_REV: -6.8%
2004-07-29,2004-07-30,PLATINUM,1.0,0.02,MOM_REV: -12.6%
2004-07-29,2004-07-30,XLV,1.0,0.38,MOM_REV: -5.4%
2004-07-27,2004-08-02,NATGAS,1.0,-2.94,TRAIL
2004-07-30,2004-08-02,DAX,1.0,-0.84,MOM_REV: -3.4%
2004-07-30,2004-08-02,SOYBEANS,1.0,-0.25,MOM_REV: -35.9%
2004-07-30,2004-08-02,RUSSELL2000,1.0,0.12,MOM_REV: -5.2%
2004-07-30,2004-08-02,PLATINUM,1.0,1.03,MOM_REV: -11.4%
2004-08-02,2004-08-03,DAX,1.0,0.38,MOM_REV: -3.0%
2004-08-02,2004-08-03,RUSSELL2000,1.0,-1.5,MOM_REV: -6.7%
2004-08-02,2004-08-03,PLATINUM,1.0,0.34,MOM_REV: -12.8%
2004-08-02,2004-08-03,NATGAS,1.0,0.05,MOM_REV: -5.4%
2004-08-03,2004-08-04,DAX,1.0,-1.38,MOM_REV: -3.1%
2004-08-03,2004-08-04,RUSSELL2000,1.0,-0.18,MOM_REV: -5.2%
2004-08-03,2004-08-04,PLATINUM,1.0,0.25,MOM_REV: -10.7%
2004-08-03,2004-08-04,NATGAS,1.0,-2.67,MOM_REV: -11.9%
2004-07-21,2004-08-05,XLE,1.0,-0.94,TRAIL
2004-07-30,2004-08-05,XLF,1.0,-1.39,MOM_REV: -2.2%
2004-08-02,2004-08-05,DOW,1.0,-2.12,TRAIL
2004-08-04,2004-08-05,DAX,1.0,0.14,MOM_REV: -2.6%
2004-08-04,2004-08-05,RUSSELL2000,1.0,-1.9,MOM_REV: -6.9%
2004-08-04,2004-08-05,PLATINUM,1.0,-0.47,MOM_REV: -8.7%
2004-08-04,2004-08-05,NATGAS,1.0,0.9,MOM_REV: -10.3%
2004-08-05,2004-08-06,DAX,1.0,-2.65,MOM_REV: -5.3%
2004-08-05,2004-08-06,DOW,1.0,-1.48,MOM_REV: -3.5%
2004-08-05,2004-08-06,XLE,1.0,-2.0,MOM_REV: -2.6%
2004-08-05,2004-08-06,SOYBEANS,1.0,-0.45,MOM_REV: -37.6%
2004-08-05,2004-08-06,RUSSELL2000,1.0,-2.39,MOM_REV: -7.3%
2004-08-05,2004-08-06,PLATINUM,1.0,0.57,MOM_REV: -3.1%
2004-08-05,2004-08-06,XLF,1.0,-0.87,MOM_REV: -2.3%
2004-07-23,2004-08-09,COPPER,1.0,-0.12,TRAIL
2004-08-06,2004-08-09,DAX,1.0,-1.0,MOM_REV: -6.0%
2004-08-06,2004-08-09,RUSSELL2000,1.0,-0.24,MOM_REV: -8.0%
2004-08-06,2004-08-09,PLATINUM,1.0,0.46,MOM_REV: -3.3%
2004-08-06,2004-08-09,XLF,1.0,-0.11,MOM_REV: -2.4%
2004-08-06,2004-08-09,NATGAS,1.0,1.88,MOM_REV: -7.3%
2004-08-09,2004-08-10,SOYBEANS,1.0,2.6,MOM_REV: -32.7%
2004-08-09,2004-08-10,RUSSELL2000,1.0,2.21,MOM_REV: -5.8%
2004-07-27,2004-08-11,SILVER,1.0,4.52,TRAIL
2004-08-09,2004-08-11,PLATINUM,1.0,0.13,MOM_REV: -3.1%
2004-08-09,2004-08-11,NATGAS,1.0,-1.39,MOM_REV: -4.9%
2004-08-10,2004-08-11,SOYBEANS,1.0,1.03,MOM_REV: -30.1%
2004-08-10,2004-08-11,RUSSELL2000,1.0,-0.6,MOM_REV: -6.4%
2004-08-06,2004-08-12,XLE,1.0,-0.58,MOM_REV: -4.1%
2004-08-06,2004-08-12,GOLD,1.0,-1.38,MOM_REV: -2.7%
2004-08-11,2004-08-12,RUSSELL2000,1.0,-1.81,MOM_REV: -7.6%
2004-08-11,2004-08-12,NATGAS,1.0,-3.06,MOM_REV: -9.0%
2004-08-11,2004-08-12,NIKKEI,1.0,-0.19,MOM_REV: -5.0%
2004-08-12,2004-08-13,XLE,1.0,1.24,MOM_REV: -3.5%
2004-08-12,2004-08-13,SOYBEANS,1.0,-5.16,STOP: -5.2%
2004-08-12,2004-08-13,NATGAS,1.0,1.67,MOM_REV: -5.4%
2004-08-12,2004-08-13,NIKKEI,1.0,-2.46,MOM_REV: -5.3%
2004-08-13,2004-08-16,XLE,1.0,0.61,MOM_REV: -4.1%
2004-08-13,2004-08-16,NATGAS,1.0,-2.8,MOM_REV: -8.6%
2004-08-13,2004-08-16,NIKKEI,1.0,-0.65,MOM_REV: -6.3%
2004-08-16,2004-08-17,XLE,1.0,-2.3,MOM_REV: -6.0%
2004-08-16,2004-08-17,RUSSELL2000,1.0,0.37,MOM_REV: -4.5%
2004-08-16,2004-08-17,NATGAS,1.0,-0.09,MOM_REV: -7.6%
2004-08-09,2004-08-18,COPPER,1.0,2.29,TRAIL
2004-08-17,2004-08-18,XLE,1.0,1.31,MOM_REV: -4.4%
2004-08-17,2004-08-18,RUSSELL2000,1.0,2.19,MOM_REV: -4.0%
2004-08-17,2004-08-18,NATGAS,1.0,0.17,MOM_REV: -7.8%
2004-08-18,2004-08-19,XLE,1.0,0.32,MOM_REV: -2.4%
2004-08-18,2004-08-19,RUSSELL2000,1.0,-0.77,MOM_REV: -2.0%
2004-08-18,2004-08-19,NATGAS,1.0,2.32,MOM_REV: -7.1%
2004-08-11,2004-08-20,PLATINUM,1.0,2.08,TRAIL
2004-08-19,2004-08-20,NATGAS,1.0,0.82,MOM_REV: -9.8%
2004-08-19,2004-08-20,NIKKEI,1.0,-0.13,MOM_REV: -3.5%
2004-07-27,2004-08-23,CRUDE,1.0,10.06,TRAIL
2004-08-11,2004-08-23,SILVER,1.0,3.41,TRAIL
2004-08-18,2004-08-23,COPPER,1.0,-2.32,TRAIL
2004-08-19,2004-08-23,XLE,1.0,-0.23,MOM_REV: -2.5%
2004-08-20,2004-08-23,NATGAS,1.0,-4.36,STOP: -4.4%
