date,asset,trailing_12m,price,fwd_21d,fwd_63d,fwd_126d,fwd_252d,below_50sma,rsi_below_50,rsi,pct_above_200sma,breakdown_signal
2022-12-06,XLE,0.593850395353585,38.1478385925293,0.03682396409601507,-0.008883298349127489,-0.021512211672795045,-0.01083795397844467,True,True,26.22150274666737,0.08576024674800742,True
2022-12-07,XLE,0.5537420648751452,38.05841827392578,0.03558059679740544,-0.01925479808828212,-0.024610029722998972,0.0022115338546901953,True,True,28.922152139950157,0.08182146780542454,True
2022-12-08,XLE,0.5470757187660122,37.88851547241211,0.04761611345348138,-0.034886365592800894,-0.02963246886630977,0.00793002832088252,True,True,27.428935344304676,0.07567959899536181,True
2022-12-09,XLE,0.5211557069923691,36.96745681762695,0.07701729795805234,-0.0010646183177709378,-0.0007637142744812975,0.01886408310895371,True,True,25.42561799353153,0.0483556043735367,True
2022-12-12,XLE,0.5496251307794304,37.93769836425781,0.06947654834421635,-0.07888325352885928,-0.03630456685375949,0.006623335619206916,True,True,35.527723444885595,0.07463693450452946,True
2022-12-13,XLE,0.6241438916695161,38.65755081176758,0.05108061155464694,-0.08621998856307744,-0.04385956169647354,0.016916185317616295,True,True,31.13837712866642,0.0937761527949823,True
2022-12-14,XLE,0.6208873908753876,38.42058181762695,0.05979730383822046,-0.09504538696201492,-0.03938789035641854,0.017755548329605908,True,True,31.995411217079237,0.08591385019698672,True
2022-12-15,XLE,0.6189654949348582,38.188079833984375,0.04673224133673548,-0.07130875768272105,-0.0551705482172411,0.032315476842154967,True,True,31.66854944259984,0.07833728801772977,True
2022-12-16,XLE,0.5889785474351295,37.7186164855957,0.07293398298837483,-0.02719790802904898,-0.035842175371463725,0.05770416584873206,True,True,34.551120653130496,0.06417332244017793,True
2022-12-19,XLE,0.6218089757595389,37.71409606933594,0.08372255000847617,-0.04777654916935414,-0.04866816689060782,0.04802122566030276,True,True,28.56157758630124,0.06327763918063556,True
2022-12-20,XLE,0.6669370778977022,38.28326416015625,0.06902638254045934,-0.07492909333533149,-0.06954742097434286,0.03647677577550934,True,True,32.32237896271846,0.07853223242044916,True
2022-12-21,XLE,0.6515587809599361,39.010528564453125,0.04504401168116634,-0.08866493858625968,-0.07048704252611093,0.020155136091221548,True,True,39.384933011908544,0.09818308870850911,True
2022-12-22,XLE,0.6032098441124736,38.111610412597656,0.06981131508908756,-0.04728903693724085,-0.046388402048699096,0.05318700435303536,True,True,36.242601838285495,0.0720410296630607,True
2022-12-23,XLE,0.6534211414325837,39.32672882080078,0.06949253225205365,-0.062450323815487985,-0.06648630465059302,0.016120546312414552,True,False,50.884419361872766,0.1053251182219932,False
2022-12-27,XLE,0.6353388718879962,39.74683380126953,0.036822391014295075,-0.0594981819480096,-0.06569508744942365,-0.009936374418704208,False,False,60.458462015977354,0.11612067026332706,False
2022-12-28,XLE,0.5998654594983774,38.85693740844727,0.03627095045970896,-0.03373013827747673,-0.03813574422353272,0.010448146412669779,True,False,54.727773634576955,0.0901278656276896,False
2022-12-29,XLE,0.6270530843491198,39.26349258422852,0.03462953169963634,-0.03710925298529877,-0.045867217011997696,0.010719842016017278,True,False,57.91888526336238,0.10027617378916731,False
