donchian_entry,donchian_exit,sma_filter,atr_multiplier,risk_per_trade,cagr,sharpe,sortino,max_dd,calmar,win_rate,final_equity
40,30,250,2.5,0.01,0.17492654705059496,0.7285573969420577,0.8408990950450044,-0.18856982355124693,0.9276486754682454,0.75,2069601.9269350653
55,30,250,2.0,0.0075,0.170011648449651,0.7263870476157129,0.8582365995901745,-0.17290693214875236,0.9832552479931196,0.75,2030825.572958097
55,20,250,3.0,0.01,0.156947221745378,0.722663706455938,0.8518254362057649,-0.1683305975096113,0.9323748864873879,0.75,1930497.927240158
40,30,250,2.0,0.0075,0.1696480993471372,0.7203651308082686,0.8484822969868088,-0.17290693214875236,0.9811526769857234,0.75,2027979.9619482874
80,30,250,2.0,0.0075,0.16336475393594663,0.7119337960905929,0.7986046225194553,-0.17561186189289515,0.9302603604053923,0.75,1979286.718358906
80,20,250,2.5,0.0075,0.1410381564787857,0.7056451297648403,0.7988389353570189,-0.14965717217309313,0.9424082683832975,0.75,1813581.599710617
55,30,250,2.5,0.0075,0.14132337738594347,0.7021137173946426,0.8212930008765695,-0.15013314013848014,0.9413203324435184,0.75,1815627.930785072
40,20,250,3.0,0.01,0.15195942009764418,0.6942810596518633,0.8116460433513992,-0.1688479918038378,0.8999776572657481,0.75,1893229.2818069747
80,30,250,2.5,0.01,0.16261546192343435,0.6941375259684068,0.7539100866021226,-0.18529870586038594,0.8775855242397517,0.75,1973541.3258918466
80,20,250,3.0,0.01,0.14764981236070174,0.6922012294807764,0.7800207793732234,-0.16669405028118625,0.8857533433955206,0.75,1861481.2142263264
40,20,250,2.0,0.005,0.12850678276844407,0.689605191359444,0.8373314240335762,-0.1273954648653829,1.0087233709946857,0.75,1725431.3385712057
55,20,250,2.0,0.005,0.12767751924196347,0.6886925549192187,0.8351059494295888,-0.1273954648653829,1.0022140064159946,0.75,1719717.9647174
80,20,250,2.0,0.005,0.12425388359040856,0.679661760409911,0.785253561382509,-0.12843655382160674,0.9674339578045068,0.75,1696285.8633526643
40,30,250,2.5,0.0075,0.13691085910885548,0.6734277180119563,0.7824987881157589,-0.1532263532649723,0.8935203128674435,0.75,1784170.5324923494
55,20,250,2.5,0.005,0.10670415853263493,0.6630517674971044,0.7989993715788252,-0.10884837245808755,0.9803009096320824,0.75,1580044.6233554056
55,20,250,3.0,0.0075,0.12173403503552227,0.6600342473142132,0.7821003444024555,-0.13461895721139724,0.9042859754466729,0.75,1679198.8317445477
55,30,250,3.0,0.01,0.14252610499031082,0.6591151901990472,0.751771276390762,-0.1683305975096113,0.8467034935949355,0.75,1824276.7339847893
80,10,250,2.0,0.01,0.17323836936723813,0.6588328843442183,0.695443053579293,-0.2253684468808492,0.7686895471167182,0.75,2056218.5588662394
80,20,150,2.0,0.01,0.1810833222499928,0.6508492327260831,0.6668608831588282,-0.37041466626102953,0.4888665021767367,0.8,2265784.0674440535
80,30,150,2.0,0.01,0.18349749904465673,0.6457258942003633,0.7173642547082099,-0.34040597599833633,0.5390548697228322,0.8,2288635.7775599775
80,30,250,2.5,0.0075,0.12875530149710146,0.6442577399211868,0.7075693329721235,-0.15004221095798426,0.8581271941744201,0.75,1727146.4311004959
40,20,250,2.5,0.005,0.10384613966374023,0.6369045644127784,0.762862468246894,-0.1120292608431678,0.926955501465967,0.75,1561717.2488732813
55,30,250,2.0,0.005,0.11841001918882199,0.6365021983566782,0.7558864222706944,-0.1273954648653829,0.9294680883180912,0.75,1656864.0261680086
80,20,250,3.0,0.0075,0.1159092530815744,0.6358396505967627,0.7219317505289597,-0.1337520776439485,0.8665977764482122,0.75,1640213.7856240293
40,20,250,3.0,0.0075,0.11810758072193406,0.6333774579012397,0.7453179451000367,-0.13609459253027992,0.8678344857504614,0.75,1654843.411028476
40,30,250,2.0,0.005,0.11815388245451075,0.6308528501287709,0.7467342681633142,-0.1273954648653829,0.9274575243268071,0.75,1655152.6321269893
40,30,250,3.0,0.01,0.13759950700713164,0.6306785272857225,0.7135931426396103,-0.16934976679393754,0.8125166607082537,0.75,1789051.8389703762
80,30,250,3.0,0.01,0.13381194850416378,0.6291066908510767,0.6853860294579248,-0.16715426799126887,0.8005296551037112,0.75,1762332.8239803389
80,30,250,2.0,0.005,0.11507780561320091,0.6266722308146389,0.7088202484823642,-0.12843655382160674,0.8959895153605523,0.75,1634706.9115484797
80,20,150,2.0,0.0075,0.1480417979705979,0.6230266095156904,0.6632223006927513,-0.2867588833288421,0.5162588033962675,0.8,1970873.0443702845
40,20,200,2.0,0.01,0.17615307441068184,0.6227409923675432,0.6457081546199877,-0.3692717328226995,0.4770283202133406,0.6,2150766.2932545627
80,10,250,2.5,0.01,0.14397732694344612,0.6151405589522924,0.6447775164411839,-0.2078970384843035,0.692541500317315,0.75,1834755.111110668
80,20,250,2.5,0.005,0.09902923384672513,0.6122910058814002,0.6973459575772853,-0.10927995564395401,0.9061976028739721,0.75,1531203.1496826154
80,10,250,2.0,0.0075,0.1379293438193363,0.6119499056710481,0.6576007180551984,-0.18526029641527764,0.7445164802616706,0.75,1791393.4823123317
40,10,250,2.0,0.01,0.16541720818260197,0.6098230641761707,0.6588180849769799,-0.24188340803573674,0.6838716616650392,0.75,1995091.1403339424
55,20,200,2.0,0.01,0.17121401633844924,0.6086826957696526,0.6264929828955654,-0.3692717328226995,0.4636531884791062,0.6,2108467.497835343
80,30,150,2.0,0.0075,0.14640588553372935,0.6044105393805577,0.6902325006118322,-0.26309989975855647,0.5564649992952647,0.8,1957109.6995627875
55,30,250,2.5,0.005,0.09849612739720848,0.6042009967983408,0.7104754320438029,-0.10884837245808755,0.9048929733435818,0.75,1527854.7710746021
40,20,150,2.0,0.01,0.17044870683851165,0.6038095472103082,0.649857115568937,-0.36107123644699374,0.4720639298653577,0.8,2167274.137008457
80,20,200,2.0,0.01,0.1655624269018412,0.5997549938472081,0.5693965229247245,-0.37862533923595426,0.43727244255742986,0.6,2060873.7505804028
55,30,250,3.0,0.0075,0.11120373884581247,0.5988875638679317,0.6894038937228523,-0.13461895721139724,0.8260629940193716,0.75,1609237.4997294236
55,20,150,2.0,0.01,0.16472666763987265,0.5867614042492986,0.6245748231062295,-0.36107123644699396,0.4562165329501534,0.8,2115700.127449911
55,10,250,2.0,0.01,0.15775628790606722,0.5848385038748751,0.6190568958286136,-0.237795159716908,0.6634125273780761,0.75,1936596.6670150303
55,10,250,2.5,0.01,0.1405210815990956,0.5836571800996211,0.6303431594244453,-0.21332306203725598,0.6587242853965511,0.75,1809876.398811892
40,20,200,2.0,0.0075,0.14038135929881235,0.5818194021763163,0.6216207519333942,-0.285782658450842,0.4912172070194371,0.8,1859001.0784337113
40,30,250,2.5,0.005,0.09565431391714174,0.5779376209253808,0.6759264307233258,-0.11226260657903445,0.8520585512131305,0.75,1510101.720100428
40,10,250,2.5,0.01,0.13895442899419197,0.575110593490627,0.6198304229954449,-0.2214937029160334,0.6273516003607044,0.75,1798686.2032254562
80,30,250,3.0,0.0075,0.10573798917167188,0.5751045684288881,0.6338727144678608,-0.1340491192616683,0.7888003274774812,0.75,1573830.3227836515
40,30,250,3.0,0.0075,0.10760724064555838,0.5721615443286849,0.6542461912337902,-0.1364263223584472,0.7887571751940258,0.75,1585870.406516495
80,20,150,2.5,0.01,0.14017421284227294,0.5711282227015864,0.5782144422853747,-0.3266370344826938,0.42914366114139996,0.8,1905380.59597078
40,20,150,2.0,0.0075,0.13801948488881766,0.5697860044146495,0.6347884039265331,-0.2795237553671023,0.4937665663068773,0.8,1887749.8451408988
55,20,200,2.0,0.0075,0.13678371880552342,0.5687229269666025,0.604297980303123,-0.285782658450842,0.47862847783345064,0.8,1831481.2497483862
80,20,200,2.0,0.0075,0.13476948442161962,0.567787342561967,0.5628253329413355,-0.29302410682035684,0.45992626983500107,0.6,1816214.3695149408
40,30,150,2.0,0.01,0.15915661747475962,0.5669218415343812,0.6031481926999378,-0.3395321557924036,0.46875270798230667,0.6,2066439.684127287
80,10,250,2.5,0.0075,0.11438101748488294,0.5659526697781273,0.6031477308297916,-0.16861469071837576,0.6783573661201611,0.75,1630103.011378941
55,20,200,2.5,0.01,0.13795540068285583,0.5629272885688752,0.5850951682470361,-0.32564943275695674,0.4236316320741656,0.8,1840408.4229231484
80,20,150,2.0,0.005,0.10781761117839328,0.5609953909533603,0.6174925300598088,-0.19757374299289637,0.5457081975830654,0.8,1654004.6114508975
40,10,250,2.0,0.0075,0.13079813346341074,0.5605624591993635,0.6175283571216523,-0.19741602810228395,0.6625507296481643,0.75,1741294.8878769828
