date,asset,action,price,signals,bubble_score,pnl_pct,reason
2002-09-25,NATGAS,SHORT,3.49399995803833,"['lower_high', 'momentum_flip']",3.0,,
2002-09-26,WHEAT,SHORT,402.25,"['rsi_breakdown', 'lower_high']",3.0,,
2002-09-27,NATGAS,COVER,4.040999889373779,,,-15.655407495842006,stop_loss (-15.7%)
2002-11-01,NATGAS,SHORT,4.059999942779541,"['rsi_breakdown', 'lower_high']",3.0,,
2002-11-04,COFFEE,SHORT,65.25,"['rsi_breakdown', 'lower_high']",3.0,,
2002-12-03,COTTON,SHORT,45.70000076293945,"['lower_high', 'momentum_flip']",3.0,,
2002-12-11,NATGAS,COVER,4.709000110626221,,,-15.985226034322645,stop_loss (-16.0%)
2003-01-06,NATGAS,SHORT,4.934999942779541,"['rsi_breakdown', 'lower_high']",5.0,,
2003-01-10,WHEAT,PARTIAL_COVER,319.25,,,20.633934120571784,
2003-02-03,NATGAS,COVER,5.765999794006348,,,-16.838902955665738,stop_loss (-16.8%)
2003-02-11,COTTON,COVER,53.27000045776367,,,-16.564550478001593,stop_loss (-16.6%)
2003-03-03,SUGAR,SHORT,8.4399995803833,"['rsi_breakdown', 'lower_high', 'momentum_flip']",3.0,,
2003-03-11,CRUDE,SHORT,36.720001220703125,"['rsi_breakdown', 'lower_high']",3.0,,
2003-03-11,NATGAS,SHORT,5.943999767303467,"['broke_50sma', 'rsi_breakdown', 'lower_high', 'momentum_flip']",5.0,,
2003-03-20,CRUDE,PARTIAL_COVER,28.61000061035156,,,22.0860575728387,
2003-03-31,WHEAT,COVER,286.75,,,28.713486637663145,time_stop (126 days)
2003-04-08,COTTON,SHORT,56.970001220703125,"['lower_high', 'momentum_flip']",3.0,,
2003-05-08,SUGAR,PARTIAL_COVER,6.679999828338623,,,20.85307866762652,
2003-05-12,COFFEE,COVER,67.75,,,-3.8314176245210727,time_stop (126 days)
