date,year,ticker,category,pattern,stock_return_3m,put_return,pnl,cumulative,peak,drawdown,short_return,short_pnl
2018-09-13,2018,ENPH,bubble,below_200sma,1.3585366588345194,-1.0,-1000.0,-4397.585152355812,5559.664775378762,-9957.249927734574,-1.3585366588345194,-6792.683294172597
2018-10-10,2018,ENPH,bubble,below_200sma,1.2933026513027457,-1.0,-1000.0,-5397.585152355812,5559.664775378762,-10957.249927734574,-1.2933026513027457,-6466.513256513728
2018-10-26,2018,ACB,bubble,deep_oversold,0.278409109381605,-1.0,-1000.0,-6397.585152355812,5559.664775378762,-11957.249927734574,-0.278409109381605,-1392.045546908025
2018-11-08,2018,ROKU,bubble,deep_oversold,0.8108875992903362,-1.0,-1000.0,-7397.585152355812,5559.664775378762,-12957.249927734574,-0.8108875992903362,-4054.4379964516806
2018-11-20,2018,CGC,bubble,below_200sma,0.3812189172162314,-1.0,-1000.0,-8397.585152355812,5559.664775378762,-13957.249927734574,-0.3812189172162314,-1906.094586081157
2018-12-24,2018,OKTA,bubble,below_200sma,1.227348859920058,-1.0,-1000.0,-9397.585152355812,5559.664775378762,-14957.249927734574,-1.227348859920058,-6136.74429960029
2019-01-02,2019,ENPH,bubble,below_200sma,2.855690857558664,-1.0,-1000.0,-10397.585152355812,5559.664775378762,-15957.249927734574,-2.855690857558664,-14278.45428779332
2019-02-11,2019,CGC,bubble,death_cross,-0.2345132350274995,0.9542769585624958,954.2769585624958,-9443.308193793317,5559.664775378762,-15002.972969172079,0.2345132350274995,1172.5661751374973
2019-06-03,2019,CRON,bubble,below_200sma,-0.49558174203854,3.1298478503211666,3129.847850321167,-6313.46034347215,5559.664775378762,-11873.125118850912,0.49558174203854,2477.9087101927
2019-07-12,2019,CRON,bubble,deep_oversold,-0.5231741523181318,3.3597846026510987,3359.784602651099,-2953.6757408210515,5559.664775378762,-8513.340516199813,0.5231741523181318,2615.870761590659
2019-12-23,2019,OKTA,bubble,death_cross,0.658226889633559,-1.0,-1000.0,-3953.6757408210515,5559.664775378762,-9513.340516199813,-0.658226889633559,-3291.134448167795
2020-02-21,2020,ROKU,bubble,below_200sma,0.2471938583947786,-1.0,-1000.0,-4953.6757408210515,5559.664775378762,-10513.340516199813,-0.2471938583947786,-1235.969291973893
2020-03-16,2020,SEDG,bubble,deep_oversold,1.4155682869787412,-1.0,-1000.0,-5953.6757408210515,5559.664775378762,-11513.340516199813,-1.4155682869787412,-7077.841434893706
2020-03-16,2020,ENPH,bubble,down_50_from_high,1.5315116915256608,-1.0,-1000.0,-6953.6757408210515,5559.664775378762,-12513.340516199813,-1.5315116915256608,-7657.558457628304
2020-04-01,2020,SEDG,bubble,below_200sma,2.023978774757177,-1.0,-1000.0,-7953.6757408210515,5559.664775378762,-13513.340516199813,-2.023978774757177,-10119.893873785886
2020-09-08,2020,NVAX,bubble,down_50_from_high,1.0220373336843815,-1.0,-1000.0,-8953.67574082105,5559.664775378762,-14513.340516199813,-1.0220373336843815,-5110.186668421908
2020-10-01,2020,FCEL,bubble,below_200sma,5.461904858785962,-1.0,-1000.0,-9953.67574082105,5559.664775378762,-15513.340516199813,-5.461904858785962,-27309.52429392981
2020-10-26,2020,NVAX,bubble,down_50_from_high,1.7954910957943069,-1.0,-1000.0,-10953.67574082105,5559.664775378762,-16513.340516199813,-1.7954910957943069,-8977.455478971535
2020-11-09,2020,TDOC,bubble,below_200sma,-0.2129452455685168,0.7745437130709734,774.5437130709734,-10179.132027750078,5559.664775378762,-15738.79680312884,0.2129452455685168,1064.726227842584
2020-11-13,2020,MARA,bubble,down_50_from_high,8.61924634394103,-1.0,-1000.0,-11179.132027750078,5559.664775378762,-16738.79680312884,-8.61924634394103,-43096.23171970515
2021-02-11,2021,GME,bubble,down_50_from_high,2.1771039325125536,-1.0,-1000.0,-12179.132027750078,5559.664775378762,-17738.79680312884,-2.1771039325125536,-10885.519662562769
2021-02-11,2021,BB,bubble,down_50_from_high,-0.1837881183661369,0.5315676530511408,531.5676530511408,-11647.564374698937,5559.664775378762,-17207.2291500777,0.1837881183661369,918.9405918306845
2021-03-03,2021,ZM,bubble,below_200sma,-0.1524431484254816,0.2703595702123467,270.3595702123467,-11377.20480448659,5559.664775378762,-16936.86957986535,0.1524431484254816,762.215742127408
2021-03-03,2021,DDD,bubble,down_50_from_high,0.1073117783739967,-0.95,-950.0,-12327.20480448659,5559.664775378762,-17886.86957986535,-0.1073117783739967,-536.5588918699835
2021-03-03,2021,DDOG,bubble,deep_oversold,0.5311111450195312,-1.0,-1000.0,-13327.20480448659,5559.664775378762,-18886.86957986535,-0.5311111450195312,-2655.555725097656
2021-03-04,2021,DOCU,bubble,below_200sma,0.4111670691822586,-1.0,-1000.0,-14327.20480448659,5559.664775378762,-19886.86957986535,-0.4111670691822586,-2055.835345911293
2021-03-04,2021,RUN,bubble,deep_oversold,-0.1201796778173133,0.0014973151442775289,1.4973151442775288,-14325.707489342312,5559.664775378762,-19885.372264721074,0.1201796778173133,600.8983890865665
2021-03-04,2021,NVAX,bubble,down_50_from_high,0.5943073233884508,-1.0,-1000.0,-15325.707489342312,5559.664775378762,-20885.372264721074,-0.5943073233884508,-2971.536616942254
2021-03-05,2021,MSTR,bubble,down_50_from_high,0.1216787226987963,-0.95,-950.0,-16275.707489342312,5559.664775378762,-21835.372264721074,-0.1216787226987963,-608.3936134939815
2021-03-05,2021,FCEL,bubble,down_50_from_high,-0.508045961421416,3.233716345178467,3233.716345178467,-13041.991144163845,5559.664775378762,-18601.65591954261,0.508045961421416,2540.22980710708
2021-03-08,2021,TLRY,bubble,down_50_from_high,-0.3938448004178267,2.2820400034818893,2282.0400034818895,-10759.951140681955,5559.664775378762,-16319.615916060717,0.3938448004178267,1969.2240020891336
2021-03-12,2021,OKTA,bubble,deep_oversold,0.118854606729247,-0.95,-950.0,-11709.951140681955,5559.664775378762,-17269.615916060717,-0.118854606729247,-594.273033646235
2021-03-16,2021,BYND,volatile,deep_oversold,-0.2063663260657552,0.7197193838812933,719.7193838812933,-10990.231756800662,5559.664775378762,-16549.896532179424,0.2063663260657552,1031.8316303287759
2021-03-18,2021,PLUG,bubble,down_50_from_high,-0.31325635604512,1.6104696337093332,1610.4696337093333,-9379.762123091328,5559.664775378762,-14939.42689847009,0.31325635604512,1566.2817802256
2021-03-18,2021,PTON,bubble,deep_oversold,0.0212186134952661,-0.8,-800.0,-10179.762123091328,5559.664775378762,-15739.42689847009,-0.0212186134952661,-106.0930674763305
2021-03-18,2021,FSLR,bubble,below_200sma,0.3308851965367798,-1.0,-1000.0,-11179.762123091328,5559.664775378762,-16739.42689847009,-0.3308851965367798,-1654.4259826838988
2021-03-25,2021,SHOP,bubble,below_200sma,0.3908146021472798,-1.0,-1000.0,-12179.762123091328,5559.664775378762,-17739.42689847009,-0.3908146021472798,-1954.073010736399
2021-04-01,2021,BB,bubble,down_50_from_high,0.1313952454236386,-0.95,-950.0,-13129.762123091328,5559.664775378762,-18689.42689847009,-0.1313952454236386,-656.9762271181929
2021-04-01,2021,BYND,volatile,deep_oversold,-0.1988126181748918,0.6567718181240983,656.7718181240983,-12472.99030496723,5559.664775378762,-18032.65508034599,0.1988126181748918,994.0630908744589
2021-04-01,2021,AMC,bubble,down_50_from_high,3.0662394477361605,-1.0,-1000.0,-13472.99030496723,5559.664775378762,-19032.65508034599,-3.0662394477361605,-15331.197238680803
2021-04-01,2021,TLRY,bubble,down_50_from_high,-0.4946284484761769,3.121903737301474,3121.9037373014744,-10351.086567665756,5559.664775378762,-15910.751343044518,0.4946284484761769,2473.1422423808845
2021-04-01,2021,PLUG,bubble,down_50_from_high,-0.2756664171498237,1.2972201429151977,1297.2201429151978,-9053.866424750559,5559.664775378762,-14613.53120012932,0.2756664171498237,1378.3320857491185
2021-04-01,2021,DOCU,bubble,below_200sma,0.2479034420187078,-1.0,-1000.0,-10053.866424750559,5559.664775378762,-15613.53120012932,-0.2479034420187078,-1239.517210093539
2021-04-01,2021,ZM,bubble,below_200sma,-0.1984183208363404,0.6534860069695033,653.4860069695034,-9400.380417781054,5559.664775378762,-14960.045193159816,0.1984183208363404,992.091604181702
2021-04-01,2021,DDD,bubble,down_50_from_high,0.0192236773541654,-0.8,-800.0,-10200.380417781054,5559.664775378762,-15760.045193159816,-0.0192236773541654,-96.118386770827
2021-04-05,2021,DDOG,bubble,below_200sma,0.7382268879704408,-1.0,-1000.0,-11200.380417781054,5559.664775378762,-16760.045193159815,-0.7382268879704408,-3691.1344398522037
