Entry,Exit,Ticker,Entry$,Exit$,Leverage,PnL$,PnL%,Days,Reason
1982-11-26,1982-11-30,DXY,122.64,121.0,1.0,-68.34,-1.34,4,TRAILING STOP
1982-11-30,1982-12-03,DXY,121.0,119.58,1.0,-59.94,-1.17,3,TRAILING STOP
1982-11-16,1982-12-10,NASDAQ,224.97,233.85,2.5,505.37,9.87,24,TRAILING STOP
1982-12-10,1982-12-15,NASDAQ,233.85,225.69,1.0,-179.02,-3.49,5,TRAILING STOP
1982-12-03,1982-12-16,DXY,119.58,119.35,1.0,-9.82,-0.19,13,TRAILING STOP
1982-12-16,1982-12-24,DXY,119.35,118.22,1.0,-48.48,-0.95,8,TRAILING STOP
1982-12-15,1983-01-24,NASDAQ,225.69,236.73,2.5,626.31,12.23,40,TRAILING STOP
1983-01-20,1983-02-07,DXY,118.83,120.38,1.5,100.13,1.96,18,TRAILING STOP
1983-03-03,1983-03-04,DXY,119.98,119.35,1.0,-27.06,-0.53,1,TREND REVERSAL
1983-03-08,1983-03-14,DXY,120.04,118.97,1.0,-45.92,-0.89,6,TRAILING STOP
1983-03-18,1983-04-05,DXY,120.45,121.5,1.0,44.89,0.87,18,TRAILING STOP
1983-01-24,1983-04-06,NASDAQ,236.73,266.47,2.5,1617.22,31.41,72,TRAILING STOP
1983-04-05,1983-04-25,DXY,121.5,121.51,1.0,0.42,0.01,20,TRAILING STOP
1983-04-25,1983-05-04,DXY,121.51,121.57,1.0,2.58,0.05,9,TRAILING STOP
1983-05-04,1983-05-11,DXY,121.57,120.9,1.0,-28.81,-0.55,7,TRAILING STOP
1983-05-11,1983-06-20,DXY,120.9,125.18,1.5,277.55,5.31,40,TRAILING STOP
1983-06-20,1983-06-22,DXY,125.18,124.25,1.0,-38.93,-0.74,2,TRAILING STOP
1983-04-06,1983-06-28,NASDAQ,266.47,315.87,2.5,2424.86,46.35,83,TRAILING STOP
1983-06-28,1983-07-13,NASDAQ,315.87,314.59,1.0,-21.72,-0.41,15,TRAILING STOP
1983-06-22,1983-07-20,DXY,124.25,126.1,1.5,117.0,2.23,28,TRAILING STOP
1983-07-13,1983-07-27,NASDAQ,314.59,315.04,1.0,7.67,0.14,14,TRAILING STOP
1983-07-27,1983-07-28,NASDAQ,315.04,308.47,1.0,-111.75,-2.09,1,TRAILING STOP
1983-07-28,1983-08-04,NASDAQ,308.47,299.7,1.0,-152.19,-2.84,7,TRAILING STOP
1983-07-20,1983-08-16,DXY,126.1,129.25,1.5,200.78,3.75,27,TRAILING STOP
1983-08-04,1983-08-23,NASDAQ,299.7,293.66,1.0,-107.73,-2.02,19,TRAILING STOP
1983-08-23,1983-08-29,NASDAQ,293.66,289.36,1.0,-78.34,-1.46,6,TRAILING STOP
1983-08-16,1983-09-12,DXY,129.25,129.43,1.0,7.46,0.14,27,TRAILING STOP
1983-08-29,1983-09-13,NASDAQ,289.36,297.93,1.5,237.51,4.44,15,TRAILING STOP
1983-09-12,1983-09-19,DXY,129.43,129.31,1.0,-4.96,-0.09,7,TRAILING STOP
1983-09-19,1983-09-23,DXY,129.31,129.16,1.0,-6.22,-0.12,4,TRAILING STOP
1983-09-13,1983-09-27,NASDAQ,297.93,300.78,1.5,76.9,1.43,14,TRAILING STOP
1983-09-27,1983-09-30,NASDAQ,300.78,296.65,1.0,-73.62,-1.37,3,TRAILING STOP
1983-09-23,1983-10-03,DXY,129.16,128.15,1.0,-41.9,-0.78,10,TRAILING STOP
1983-10-03,1983-10-05,DXY,128.15,127.33,1.0,-34.27,-0.64,2,TRAILING STOP
1983-10-05,1983-10-07,DXY,127.33,126.21,1.0,-47.1,-0.88,2,TRAILING STOP
1983-09-30,1983-10-12,NASDAQ,296.65,291.59,1.0,-91.39,-1.71,12,TRAILING STOP
1983-10-12,1983-10-18,NASDAQ,291.59,283.62,1.0,-146.17,-2.73,6,TRAILING STOP
1983-10-18,1983-10-28,SP500,167.81,163.37,1.0,-141.3,-2.65,10,TRAILING STOP
1983-10-28,1983-12-09,SP500,163.37,165.08,1.5,83.74,1.57,42,TRAILING STOP
1983-12-09,1983-12-15,SP500,165.08,161.66,1.0,-110.58,-2.07,6,TRAILING STOP
1983-10-07,1983-12-23,DXY,126.21,133.17,2.5,737.85,13.79,77,TRAILING STOP
1983-12-23,1983-12-29,DXY,133.17,132.0,1.0,-47.18,-0.88,6,TRAILING STOP
1983-12-29,1984-01-16,DXY,132.0,134.47,1.5,143.5,2.81,18,TRAILING STOP
1983-12-15,1984-01-23,NIKKEI,9462.43,10070.98,2.5,857.27,16.08,39,TRAILING STOP
1983-12-27,1984-01-23,SP500,164.76,164.87,1.5,5.11,0.1,27,TRAILING STOP
1984-01-16,1984-02-02,DXY,134.47,133.65,1.0,-31.22,-0.61,17,TRAILING STOP
1984-01-23,1984-02-03,NIKKEI,10070.98,10134.13,1.0,34.04,0.63,11,TRAILING STOP
1984-01-24,1984-02-03,SP500,165.94,160.91,1.0,-156.32,-3.03,10,TRAILING STOP
1984-02-03,1984-02-09,NIKKEI,10134.13,10001.54,1.0,-70.9,-1.31,6,TRAILING STOP
1984-02-02,1984-02-14,DXY,133.65,132.67,1.0,-37.79,-0.73,12,TRAILING STOP
1984-02-09,1984-02-14,NIKKEI,10001.54,9830.47,1.0,-92.63,-1.71,5,TRAILING STOP
1984-02-14,1984-02-15,DXY,132.67,130.91,1.0,-71.41,-1.33,1,TRAILING STOP
1984-02-15,1984-02-24,DXY,130.91,129.29,1.0,-66.57,-1.24,9,TRAILING STOP
1984-02-14,1984-03-01,NIKKEI,9830.47,9920.27,1.5,77.65,1.37,16,TRAILING STOP
1984-02-24,1984-03-02,DXY,129.29,127.6,1.0,-70.28,-1.31,7,TRAILING STOP
1984-03-01,1984-03-08,NIKKEI,9920.27,9959.32,1.0,21.24,0.39,7,TRAILING STOP
1984-03-21,1984-03-26,DXY,129.97,128.27,1.0,-70.35,-1.31,5,TRAILING STOP
1984-03-08,1984-04-19,NIKKEI,9959.32,10783.04,2.5,1170.56,20.68,42,TRAILING STOP
1984-04-19,1984-05-10,NIKKEI,10783.04,10879.71,1.5,76.87,1.34,21,TRAILING STOP
1984-05-10,1984-05-14,NIKKEI,10879.71,10563.34,1.0,-158.44,-2.91,4,TRAILING STOP
1984-05-14,1984-05-17,NIKKEI,10563.34,10340.51,1.0,-114.77,-2.11,3,TRAILING STOP
1984-05-17,1984-05-22,NIKKEI,10340.51,10061.94,1.0,-146.41,-2.69,5,TRAILING STOP
1984-05-07,1984-05-25,DXY,134.59,133.62,1.0,-39.14,-0.72,18,TRAILING STOP
1984-05-22,1984-05-31,NIKKEI,10061.94,9940.14,1.0,-65.7,-1.21,9,TRAILING STOP
1984-05-25,1984-06-01,DXY,133.62,132.0,1.0,-65.78,-1.21,7,TRAILING STOP
1984-05-31,1984-06-14,NIKKEI,9940.14,10148.73,1.5,170.68,3.15,14,TRAILING STOP
1984-06-14,1984-07-11,NIKKEI,10148.73,10354.88,1.5,165.39,3.05,27,TRAILING STOP
1984-07-11,1984-07-13,NIKKEI,10354.88,10154.1,1.0,-105.41,-1.94,2,TRAILING STOP
1984-07-13,1984-07-19,NIKKEI,10154.1,10088.79,1.0,-34.93,-0.64,6,TRAILING STOP
1984-07-19,1984-07-23,NIKKEI,10088.79,9703.35,1.0,-207.43,-3.82,4,TRAILING STOP
1984-06-01,1984-08-03,DXY,132.0,139.36,2.5,755.43,13.94,63,TRAILING STOP
1984-08-03,1984-08-16,DXY,139.36,139.01,1.0,-13.02,-0.25,13,TRAILING STOP
1984-08-02,1984-09-05,NIKKEI,10086.87,10545.55,2.5,616.04,11.37,34,TRAILING STOP
1984-08-03,1984-09-05,SP500,162.35,164.29,1.5,97.81,1.79,33,TRAILING STOP
1984-09-05,1984-09-06,NIKKEI,10545.55,10458.49,1.0,-45.44,-0.83,1,TRAILING STOP
1984-09-06,1984-09-20,NIKKEI,10458.49,10521.34,1.0,33.06,0.6,14,TRAILING STOP
1984-08-16,1984-09-21,DXY,139.01,146.92,2.5,737.35,14.23,36,TRAILING STOP
1984-09-13,1984-10-01,SP500,167.94,164.62,1.0,-103.32,-1.98,18,TRAILING STOP
1984-10-01,1984-10-02,NIKKEI,10653.79,10540.05,1.0,-58.9,-1.07,1,TRAILING STOP
1984-09-21,1984-10-19,DXY,146.92,148.21,1.5,72.93,1.32,28,TRAILING STOP
1984-10-19,1984-10-24,DXY,148.21,145.97,1.0,-79.45,-1.51,5,TRAILING STOP
1984-10-24,1984-11-01,DXY,145.97,144.76,1.0,-43.54,-0.83,8,TRAILING STOP
1984-11-01,1984-11-05,DXY,144.76,142.32,1.0,-88.5,-1.69,4,TRAILING STOP
1984-10-02,1984-11-08,NIKKEI,10540.05,11166.92,2.5,819.86,14.87,37,TRAILING STOP
1984-10-18,1984-11-13,SP500,168.1,165.97,1.0,-66.37,-1.27,26,TRAILING STOP
1984-11-13,1984-12-03,SP500,165.97,162.82,1.0,-105.51,-1.9,20,TRAILING STOP
1984-11-05,1984-12-04,DXY,142.32,147.47,2.0,379.69,7.24,29,TRAILING STOP
1984-12-03,1984-12-10,NIKKEI,11513.58,11316.87,1.0,-94.89,-1.71,7,TRAILING STOP
1984-12-13,1985-01-04,SP500,161.81,163.68,1.5,91.44,1.73,22,TRAILING STOP
1985-01-04,1985-01-14,FTSE,1214.6,1220.5,1.5,38.47,0.73,10,TRAILING STOP
1984-12-10,1985-01-25,NIKKEI,11316.87,11785.1,2.5,574.35,10.34,46,TRAILING STOP
1984-12-04,1985-01-31,DXY,147.47,152.72,1.5,296.78,5.34,58,TRAILING STOP
1985-01-31,1985-02-15,DXY,152.72,156.97,1.5,234.45,4.17,15,TRAILING STOP
1985-01-14,1985-02-22,SP500,170.51,179.36,2.5,685.32,12.98,39,TRAILING STOP
1985-02-15,1985-02-27,DXY,156.97,159.89,1.5,157.05,2.79,12,TRAILING STOP
1985-02-22,1985-03-07,NASDAQ,286.2,283.2,1.0,-59.17,-1.05,13,TRAILING STOP
1985-03-07,1985-03-13,NASDAQ,283.2,278.2,1.0,-99.73,-1.77,6,TRAILING STOP
1985-02-27,1985-03-18,DXY,159.89,160.08,1.5,10.08,0.18,19,TRAILING STOP
1985-03-18,1985-03-20,DXY,160.08,156.55,1.0,-124.48,-2.21,2,TRAILING STOP
1985-03-20,1985-03-27,DXY,156.55,150.61,1.0,-213.95,-3.79,7,TRAILING STOP
1985-03-13,1985-04-08,NASDAQ,278.2,276.5,1.0,-34.49,-0.61,26,TRAILING STOP
1985-03-27,1985-04-11,DXY,150.61,148.82,1.0,-66.89,-1.19,15,TRAILING STOP
1985-04-11,1985-04-18,DXY,148.82,144.83,1.0,-150.78,-2.68,7,TRAILING STOP
1985-04-08,1985-04-30,NASDAQ,276.5,280.6,1.5,125.16,2.22,22,TRAILING STOP
1985-04-23,1985-05-09,DXY,148.71,150.28,1.5,88.94,1.58,16,TRAILING STOP
1985-05-09,1985-05-20,DXY,150.28,147.06,1.0,-120.57,-2.14,11,TRAILING STOP
1985-04-30,1985-05-30,NASDAQ,280.6,289.9,1.5,279.54,4.97,30,TRAILING STOP
1985-05-28,1985-05-31,DXY,149.98,147.86,1.0,-79.45,-1.41,3,TRAILING STOP
1985-05-30,1985-06-13,NASDAQ,289.9,286.9,1.0,-58.31,-1.03,14,TRAILING STOP
1985-06-13,1985-07-29,NASDAQ,286.9,300.9,2.5,720.89,12.2,46,TRAILING STOP
1985-07-29,1985-08-07,NASDAQ,300.9,298.2,1.0,-53.35,-0.9,9,TRAILING STOP
1985-08-07,1985-08-26,NASDAQ,298.2,296.3,1.0,-37.86,-0.64,19,TRAILING STOP
1985-08-26,1985-09-10,NASDAQ,296.3,294.5,1.0,-36.09,-0.61,15,TRAILING STOP
1985-09-10,1985-09-11,NASDAQ,294.5,291.4,1.0,-62.52,-1.05,1,TRAILING STOP
1985-09-11,1985-09-13,NASDAQ,291.4,287.2,1.0,-85.55,-1.44,2,TRAILING STOP
1985-09-13,1985-09-17,NASDAQ,287.2,281.1,1.0,-125.98,-2.12,4,TRAILING STOP
1985-09-17,1985-09-25,FTSE,1296.0,1275.2,1.0,-90.34,-1.6,8,TRAILING STOP
1985-09-17,1985-10-23,NIKKEI,12591.51,12946.53,1.5,250.6,4.23,36,TRAILING STOP
1985-09-27,1985-12-02,FTSE,1280.7,1418.5,2.5,1512.94,26.9,66,TRAILING STOP
1985-12-02,1985-12-24,NASDAQ,313.0,320.2,1.5,207.34,3.45,22,TRAILING STOP
1985-12-24,1986-01-09,NASDAQ,320.2,323.0,1.5,78.95,1.31,16,TRAILING STOP
1986-01-09,1986-04-07,NASDAQ,323.0,369.1,2.5,2149.15,35.68,88,TRAILING STOP
1986-04-07,1986-04-30,NASDAQ,369.1,383.2,2.5,585.5,9.55,23,TRAILING STOP
1986-04-30,1986-06-10,NASDAQ,383.2,392.8,1.5,231.48,3.76,41,TRAILING STOP
1986-06-10,1986-07-07,NASDAQ,392.8,401.0,1.5,193.25,3.13,27,TRAILING STOP
1986-07-07,1986-07-08,NASDAQ,401.0,390.7,1.0,-158.77,-2.57,1,TRAILING STOP
1986-07-08,1986-07-15,NASDAQ,390.7,378.7,1.0,-189.61,-3.07,7,TRAILING STOP
1986-07-15,1986-07-29,NASDAQ,378.7,372.0,1.0,-109.05,-1.77,14,TRAILING STOP
1986-07-29,1986-08-06,NASDAQ,372.0,364.7,1.0,-120.85,-1.96,8,TRAILING STOP
1986-08-06,1986-09-08,NASDAQ,364.7,372.0,1.5,184.72,3.0,33,TRAILING STOP
1986-09-08,1986-09-11,NASDAQ,372.0,353.3,1.0,-309.73,-5.03,3,TRAILING STOP
1986-09-11,1986-11-18,SP500,235.18,236.78,2.0,83.63,1.36,68,TRAILING STOP
1986-11-18,1986-12-04,FTSE,1617.5,1610.1,1.0,-26.73,-0.46,16,TREND REVERSAL
1986-12-04,1986-12-23,SP500,253.04,246.34,1.0,-154.67,-2.65,19,TRAILING STOP
1986-11-18,1987-01-12,NIKKEI,17273.53,18669.02,2.5,1242.15,20.2,55,TRAILING STOP
1986-12-23,1987-03-30,SP500,246.34,289.2,2.5,2537.44,43.5,97,TRAILING STOP
1987-03-30,1987-04-13,NASDAQ,427.1,423.7,1.5,-75.59,-1.19,14,TRAILING STOP
1987-04-13,1987-04-24,NASDAQ,423.7,412.6,1.0,-165.74,-2.62,11,TRAILING STOP
1987-04-24,1987-05-18,NASDAQ,412.6,413.5,1.5,20.67,0.33,24,TRAILING STOP
1987-05-18,1987-06-30,NASDAQ,413.5,424.7,1.5,256.74,4.06,43,TRAILING STOP
1987-06-30,1987-07-23,NASDAQ,424.7,427.6,1.5,64.85,1.02,23,TRAILING STOP
1987-07-23,1987-09-02,NASDAQ,427.6,448.9,2.5,788.93,12.45,41,TRAILING STOP
1987-09-02,1987-09-08,NASDAQ,448.9,437.6,1.0,-160.47,-2.52,6,TRAILING STOP
1987-09-08,1987-09-21,NASDAQ,437.6,436.0,1.0,-23.28,-0.37,13,TRAILING STOP
1987-09-21,1987-10-07,NASDAQ,436.0,444.6,1.5,188.33,2.96,16,TRAILING STOP
1987-10-07,1987-10-12,NASDAQ,444.6,433.0,1.0,-166.33,-2.61,5,TRAILING STOP
1987-10-12,1987-10-15,NASDAQ,433.0,422.5,1.0,-154.38,-2.42,3,TRAILING STOP
1987-10-15,1987-10-19,NIKKEI,26428.22,25746.56,1.0,-164.01,-2.58,4,TRAILING STOP
1987-10-15,1987-10-19,FTSE,2301.9,2052.3,1.0,-655.02,-10.84,4,STOP LOSS: -10.8%
1987-10-19,1987-10-20,NIKKEI,25746.56,21910.08,1.0,-941.42,-14.9,1,STOP LOSS: -14.9%
1987-10-21,1987-10-26,NIKKEI,23947.4,22202.56,1.0,-456.9,-7.29,5,STOP LOSS: -7.3%
1988-02-15,1988-03-14,NIKKEI,24207.47,25433.51,2.5,791.1,12.66,28,TRAILING STOP
1988-03-14,1988-03-25,NIKKEI,25433.51,25626.71,1.0,47.76,0.76,11,TRAILING STOP
1988-03-25,1988-06-23,NIKKEI,25626.71,27732.93,2.5,1292.39,20.55,90,TRAILING STOP
1988-06-23,1988-07-19,NIKKEI,27732.93,27149.03,1.0,-133.79,-2.11,26,TRAILING STOP
1988-07-19,1988-08-10,NIKKEI,27149.03,27554.87,1.5,142.34,2.24,22,TRAILING STOP
1988-08-10,1988-08-26,NIKKEI,27554.87,27565.41,1.5,3.47,0.06,16,TRAILING STOP
1988-08-08,1988-09-06,DXY,98.39,97.01,1.0,-84.58,-1.4,29,TRAILING STOP
1988-09-06,1988-10-03,DXY,97.01,97.31,1.0,18.7,0.31,27,TRAILING STOP
1988-08-26,1988-10-06,NIKKEI,27565.41,27172.34,1.0,-86.32,-1.43,41,TRAILING STOP
1988-10-03,1988-10-12,DXY,97.31,95.61,1.0,-105.68,-1.75,9,TRAILING STOP
1988-10-12,1988-10-20,DXY,95.61,94.22,1.0,-87.81,-1.45,8,TRAILING STOP
1988-10-17,1988-10-27,RUSSELL2000,148.15,146.67,1.0,-57.32,-1.0,10,TRAILING STOP
1988-10-27,1988-11-07,RUSSELL2000,146.67,144.76,1.0,-74.82,-1.3,11,TRAILING STOP
1988-10-20,1988-11-09,DXY,94.22,92.44,1.0,-108.6,-1.89,20,TRAILING STOP
1988-11-07,1988-11-14,RUSSELL2000,144.76,142.91,1.0,-73.37,-1.28,7,TRAILING STOP
1988-10-06,1988-12-19,NIKKEI,27172.34,29470.08,2.5,1277.95,21.14,74,TRAILING STOP
1988-11-14,1989-02-10,SP500,267.72,292.02,2.5,1366.0,22.69,88,TRAILING STOP
1989-01-10,1989-02-15,DXY,95.09,95.01,1.0,-5.12,-0.08,36,TRAILING STOP
1989-02-10,1989-02-24,RUSSELL2000,155.07,154.25,1.0,-32.52,-0.53,14,TRAILING STOP
1989-02-24,1989-03-17,RUSSELL2000,154.25,156.71,1.5,147.0,2.39,21,TRAILING STOP
1989-02-15,1989-04-04,DXY,95.01,96.85,1.5,178.55,2.9,48,TRAILING STOP
1989-04-04,1989-04-18,DXY,96.85,96.44,1.0,-26.08,-0.42,14,TRAILING STOP
1989-04-18,1989-06-02,DXY,96.44,101.22,2.5,763.26,12.39,45,TRAILING STOP
1989-03-17,1989-06-20,RUSSELL2000,156.71,170.69,2.5,1372.14,22.3,95,TRAILING STOP
1989-06-02,1989-06-21,DXY,101.22,102.36,1.5,104.71,1.69,19,TRAILING STOP
1989-06-20,1989-06-29,RUSSELL2000,170.69,168.07,1.0,-96.15,-1.53,9,TRAILING STOP
1989-06-21,1989-07-05,DXY,102.36,98.58,1.0,-231.4,-3.69,14,TRAILING STOP
1989-07-05,1989-07-26,DXY,98.58,97.99,1.0,-37.41,-0.6,21,TRAILING STOP
1989-06-29,1989-08-21,RUSSELL2000,168.07,174.64,2.5,611.9,9.77,53,TRAILING STOP
1989-08-21,1989-09-15,RUSSELL2000,174.64,176.69,1.5,110.56,1.76,25,TRAILING STOP
1989-08-04,1989-09-20,DXY,99.52,101.41,1.5,177.99,2.85,47,TRAILING STOP
1989-09-20,1989-09-25,DXY,101.41,99.56,1.0,-114.78,-1.82,5,TRAILING STOP
1989-09-15,1989-10-13,RUSSELL2000,176.69,172.84,1.5,-205.42,-3.27,28,TRAILING STOP
1989-09-25,1989-10-18,DXY,99.56,98.28,1.0,-80.82,-1.29,23,TRAILING STOP
1989-10-13,1989-10-27,RUSSELL2000,172.84,166.98,1.0,-212.78,-3.39,14,TRAILING STOP
1989-10-27,1989-12-11,NASDAQ,452.8,452.4,1.0,-5.81,-0.09,45,TRAILING STOP
1989-12-11,1989-12-15,NASDAQ,452.4,443.8,1.0,-124.99,-1.9,4,TRAILING STOP
1989-12-15,1990-01-09,SP500,350.14,349.62,1.5,-14.63,-0.22,25,TRAILING STOP
1990-01-09,1990-01-12,NASDAQ,456.8,439.7,1.0,-245.88,-3.74,3,TRAILING STOP
1990-01-12,1990-01-25,SP500,339.93,326.08,1.0,-267.11,-4.07,13,TRAILING STOP
1990-01-25,1990-02-12,DAX,1791.52,1844.47,2.5,459.26,7.39,18,TRAILING STOP
1990-01-25,1990-02-21,NIKKEI,36969.11,35734.33,1.0,-218.52,-3.34,27,TRAILING STOP
1990-02-12,1990-02-21,DAX,1844.47,1807.4,1.0,-125.38,-2.01,9,TRAILING STOP
1990-02-21,1990-02-26,NIKKEI,35734.33,33321.87,1.0,-442.08,-6.75,5,STOP LOSS: -6.8%
1990-02-21,1990-04-09,DAX,1807.4,1919.78,2.5,967.01,15.54,47,TRAILING STOP
1990-04-09,1990-04-23,DAX,1919.78,1851.35,1.0,-234.35,-3.56,14,TRAILING STOP
1990-04-23,1990-05-14,DAX,1851.35,1857.98,1.5,35.25,0.54,21,TRAILING STOP
1990-05-14,1990-06-18,SP500,354.75,356.88,1.5,59.12,0.9,35,TRAILING STOP
1990-06-18,1990-07-18,NASDAQ,460.8,460.8,1.0,0.0,0.0,30,TRAILING STOP
1990-07-18,1990-07-23,NASDAQ,460.8,444.6,1.0,-230.89,-3.52,5,TRAILING STOP
1990-07-23,1990-08-06,SP500,355.31,334.43,1.0,-385.27,-5.88,14,TRAILING STOP
1990-08-06,1990-08-23,HANGSENG,3107.0,2871.0,1.0,-496.52,-7.6,17,STOP LOSS: -7.6%
1990-08-28,1990-09-18,HANGSENG,3078.0,2996.0,1.0,-173.48,-2.66,21,TRAILING STOP
1990-12-05,1990-12-17,HANGSENG,3066.0,3051.0,1.5,-47.72,-0.73,12,TRAILING STOP
1990-12-19,1990-12-24,HANGSENG,3083.0,3060.0,1.0,-48.5,-0.75,5,TREND REVERSAL
1991-01-17,1991-01-18,HANGSENG,3087.0,3072.0,1.0,-31.58,-0.49,1,TREND REVERSAL
1991-01-23,1991-04-11,HANGSENG,3090.0,3703.0,2.5,3222.16,49.6,78,TRAILING STOP
1991-01-24,1991-04-25,SP500,334.78,379.25,2.5,2049.63,33.21,91,TRAILING STOP
1991-04-22,1991-05-14,DXY,93.81,91.29,1.0,-170.56,-2.69,22,TRAILING STOP
1991-04-25,1991-05-15,RUSSELL2000,174.6,169.47,1.0,-189.3,-2.94,20,TRAILING STOP
1991-05-15,1991-06-12,RUSSELL2000,169.47,174.66,2.5,516.22,7.66,28,TRAILING STOP
1991-06-12,1991-06-20,RUSSELL2000,174.66,172.52,1.0,-79.0,-1.23,8,TRAILING STOP
1991-06-20,1991-06-24,RUSSELL2000,172.52,169.27,1.0,-121.4,-1.88,4,TRAILING STOP
1991-05-17,1991-07-12,DXY,92.95,95.06,1.5,218.11,3.41,56,TRAILING STOP
1991-07-12,1991-07-19,DXY,95.06,93.48,1.0,-107.16,-1.66,7,TRAILING STOP
1991-06-24,1991-07-24,RUSSELL2000,169.27,170.18,1.5,51.92,0.81,30,TRAILING STOP
1991-07-19,1991-08-06,DXY,93.48,91.88,1.0,-110.26,-1.71,18,TRAILING STOP
1991-07-24,1991-08-19,RUSSELL2000,170.18,169.17,1.5,-57.37,-0.89,26,TRAILING STOP
1991-08-06,1991-08-21,DXY,91.88,93.23,1.5,141.91,2.2,15,TRAILING STOP
1991-08-21,1991-09-09,DXY,93.23,91.11,1.0,-146.52,-2.27,19,TRAILING STOP
1991-08-19,1991-09-10,RUSSELL2000,169.17,175.71,2.5,622.04,9.66,22,TRAILING STOP
1991-09-09,1991-10-03,DXY,91.11,89.52,1.0,-112.32,-1.75,24,TRAILING STOP
1991-09-10,1991-10-07,RUSSELL2000,175.71,176.67,1.5,53.0,0.82,27,TRAILING STOP
1991-10-07,1991-10-25,RUSSELL2000,176.67,179.94,1.5,188.4,2.78,18,TRAILING STOP
1991-10-08,1991-10-30,DXY,90.95,89.89,1.0,-75.13,-1.17,22,TRAILING STOP
1991-10-25,1991-11-15,RUSSELL2000,179.94,181.72,1.5,96.05,1.48,21,TRAILING STOP
1991-11-15,1991-11-25,RUSSELL2000,181.72,176.12,1.0,-209.44,-3.08,10,TRAILING STOP
1991-11-25,1991-12-11,RUSSELL2000,176.12,174.7,1.0,-54.71,-0.81,16,TRAILING STOP
1991-12-11,1992-01-21,NASDAQ,531.64,604.87,2.5,2335.85,34.44,41,TRAILING STOP
1992-01-21,1992-02-19,RUSSELL2000,200.94,208.36,2.5,636.98,9.23,29,TRAILING STOP
1992-02-19,1992-03-06,RUSSELL2000,208.36,207.24,1.0,-37.26,-0.54,16,TRAILING STOP
1992-03-04,1992-03-09,DXY,90.51,90.26,1.0,-18.19,-0.28,5,TREND REVERSAL
1992-03-10,1992-03-17,DXY,90.72,89.76,1.0,-69.83,-1.06,7,TREND REVERSAL
1992-03-19,1992-03-25,DXY,90.91,90.0,1.0,-66.02,-1.0,6,TREND REVERSAL
1992-03-06,1992-03-27,RUSSELL2000,207.24,203.84,1.0,-108.29,-1.64,21,TRAILING STOP
1992-03-26,1992-03-27,DXY,90.52,89.52,1.0,-72.83,-1.1,1,TREND REVERSAL
1992-03-27,1992-04-02,RUSSELL2000,203.84,200.49,1.0,-113.61,-1.64,6,TRAILING STOP
1992-04-01,1992-04-02,DXY,90.22,89.85,1.0,-26.93,-0.41,1,TREND REVERSAL
1992-04-02,1992-04-07,RUSSELL2000,200.49,195.99,1.0,-155.01,-2.24,5,TRAILING STOP
1992-04-07,1992-04-24,RUSSELL2000,195.99,194.56,1.0,-50.33,-0.73,17,TRAILING STOP
1992-04-24,1992-06-09,RUSSELL2000,194.56,196.49,1.5,102.61,1.49,46,TRAILING STOP
1992-06-09,1992-06-16,RUSSELL2000,196.49,192.83,1.0,-128.55,-1.86,7,TRAILING STOP
1992-06-16,1992-06-18,RUSSELL2000,192.83,187.6,1.0,-187.0,-2.71,2,TRAILING STOP
1992-06-18,1992-06-29,FTSE,2562.7,2515.8,1.0,-119.71,-1.83,11,TRAILING STOP
1992-06-18,1992-07-23,HANGSENG,5796.1,5917.2,2.5,359.64,5.22,35,TRAILING STOP
1992-06-19,1992-08-20,SP500,403.67,418.26,2.5,561.48,9.04,62,TRAILING STOP
1992-08-20,1992-09-25,SP500,418.26,414.35,1.0,-64.74,-0.93,36,TRAILING STOP
1992-09-25,1992-10-05,SP500,414.35,407.57,1.0,-113.27,-1.64,10,TRAILING STOP
1992-10-06,1992-11-17,HANGSENG,5553.1,6088.5,2.5,1667.12,24.1,42,TRAILING STOP
1992-10-13,1992-12-11,FTSE,2584.7,2716.2,2.5,835.72,12.72,59,TRAILING STOP
1992-11-02,1993-01-22,DXY,88.84,91.41,2.5,451.44,7.23,81,TRAILING STOP
1992-12-11,1993-02-09,RUSSELL2000,215.25,228.63,2.5,1045.77,15.54,60,TRAILING STOP
1993-02-09,1993-02-16,RUSSELL2000,228.63,221.2,1.0,-220.34,-3.25,7,TRAILING STOP
1993-02-16,1993-03-22,RUSSELL2000,221.2,225.87,1.5,214.36,3.17,34,TRAILING STOP
1993-01-22,1993-03-23,DXY,91.41,92.73,1.5,145.73,2.17,60,TRAILING STOP
1993-03-23,1993-03-31,DXY,92.73,91.87,1.0,-62.92,-0.93,8,TRAILING STOP
1993-03-22,1993-04-02,RUSSELL2000,225.87,224.74,1.0,-33.92,-0.5,11,TRAILING STOP
1993-03-31,1993-04-13,DXY,91.87,89.97,1.0,-140.25,-2.07,13,TRAILING STOP
1993-04-13,1993-04-23,DXY,89.97,89.38,1.0,-44.41,-0.66,10,TRAILING STOP
1993-04-02,1993-04-26,RUSSELL2000,224.74,219.48,1.0,-158.67,-2.34,24,TRAILING STOP
1993-04-23,1993-05-28,DXY,89.38,88.96,1.0,-31.81,-0.47,35,TRAILING STOP
1993-04-26,1993-06-08,RUSSELL2000,219.48,229.37,2.5,761.86,11.27,43,TRAILING STOP
1993-06-08,1993-07-19,RUSSELL2000,229.37,234.86,1.5,244.13,3.59,41,TRAILING STOP
