Date,Equity,Ret,Peak,DD
1980-12-19,100000.0,,100000.0,0.0
1980-12-22,100000.0,0.0,100000.0,0.0
1980-12-23,100000.0,0.0,100000.0,0.0
1980-12-24,100000.0,0.0,100000.0,0.0
1980-12-25,100000.0,0.0,100000.0,0.0
1980-12-26,100000.0,0.0,100000.0,0.0
1980-12-29,100000.0,0.0,100000.0,0.0
1980-12-30,100000.0,0.0,100000.0,0.0
1980-12-31,100000.0,0.0,100000.0,0.0
1981-01-02,100068.83604708541,0.0006883604708540769,100068.83604708541,0.0
1981-01-05,100172.82913263362,0.0010392155006107018,100172.82913263362,0.0
1981-01-06,100177.3459927039,4.5090670887315554e-05,100177.3459927039,0.0
1981-01-07,99804.39270311677,-0.003722930427946136,100177.3459927039,-0.003722930427946118
1981-01-08,99700.23808850742,-0.0010435874793524036,100177.3459927039,-0.0047626327037174464
1981-01-09,99745.2804397652,0.000451777770257733,100177.3459927039,-0.0043130065850432294
1981-01-12,99750.71773904633,5.4511845143379034e-05,100177.3459927039,-0.004258729849846812
1981-01-13,99734.28675754531,-0.0001647204338318664,100177.3459927039,-0.004422748783850282
1981-01-14,99741.75055938878,7.483686990816807e-05,100177.3459927039,-0.004348242898617437
1981-01-15,93261.28791763564,-0.06497241732181658,100177.3459927039,-0.06903814436820842
1981-01-16,99857.45189336731,0.07072778130146684,100177.3459927039,-0.0031932778430752364
1981-01-19,99886.63605844666,0.0002922582594087064,100177.3459927039,-0.0029019528454906937
1981-01-20,99654.40747195423,-0.002324921487560694,100177.3459927039,-0.005220127520524987
1981-01-21,99677.2184729879,0.00022890107534978554,100177.3459927039,-0.004992421337978195
1981-01-22,99657.37676418963,-0.00019905961564969932,100177.3459927039,-0.005190487164155225
1981-01-23,99661.19264084999,3.8289956892922916e-05,100177.3459927039,-0.0051523959507921045
1981-01-26,99694.58215581378,0.0003350302568034813,100177.3459927039,-0.004819091902527248
1981-01-27,99732.94454266563,0.00038479911367583775,100177.3459927039,-0.004436147171144147
1981-01-28,99768.4652110097,0.00035615782234188487,100177.3459927039,-0.004081569317318294
1981-01-29,99794.75015870275,0.0002634594772754628,100177.3459927039,-0.003819185168161744
1981-01-30,99883.55182956289,0.0008898431101727056,100177.3459927039,-0.0029327405335973296
1981-02-02,99853.71459823445,-0.0002987201674540252,100177.3459927039,-0.003230584632308105
1981-02-03,99859.72990720357,6.0241213792888715e-05,100177.3459927039,-0.0031705380328548335
1981-02-04,99807.41910082057,-0.0005238428586940014,100177.3459927039,-0.0036927200278421067
1981-02-05,100143.8038329559,0.0033703379484799623,100177.3459927039,-0.0003348277938050995
1981-02-06,100111.15545075279,-0.00032601499996520733,100177.3459927039,-0.000660733634887103
1981-02-09,100102.63083723174,-8.515148469379064e-05,100177.3459927039,-0.0007458288571309439
1981-02-10,100148.09724935194,0.0004541979740184665,100177.3459927039,-0.0002919696370683109
1981-02-11,100152.35955611245,4.256003736058389e-05,100177.3459927039,-0.00024942202594646303
1981-02-12,93065.98676347692,-0.07075592451384283,100177.3459927039,-0.0709876984537493
1981-02-13,100499.0416260319,0.07986865149182543,100499.0416260319,0.0
1981-02-16,93065.98676347692,-0.07396145020182587,100499.0416260319,-0.07396145020182589
1981-02-17,100450.73295340152,0.07934957170434997,100499.0416260319,-0.00048068789362340497
1981-02-18,100418.05454556766,-0.00032531776397304313,100499.0416260319,-0.0008058492812857197
1981-02-19,100197.82596823265,-0.0021931173465931098,100499.0416260319,-0.0029971993058412858
1981-02-20,100116.77896056543,-0.0008088699219174211,100499.0416260319,-0.003803644883390232
