Date,Action,Ticker,Price,Shares,Leverage,PnL%,Reason,Signals,Portfolio,Cash,NumPositions
2023-08-08,DELEVERAGE,XLK,83.6925,615.6557,1.0,-2.24,Pullback=2.2%,Mom12m=17.0% | Mom6m=22.1% | Mom3m=12.9% | GoldenCross,1040471.66,833601.64,4
2023-08-09,SELL,XLK,82.6115,615.6557,1.0,-3.51,"TrailingStop (High=85.61, Stop=82.92)",Mom12m=16.4% | Mom6m=17.6% | Mom3m=12.3% | GoldenCross,1038347.39,833601.64,4
2023-08-09,BUY,USDJPY,143.278,362.3541,1.5,0.0,Strength=3,Mom6m=8.3% | Mom3m=6.5% | Mom1m=1.4% | GoldenCross | AboveSMA50,1038347.39,832544.5,4
2023-08-11,DELEVERAGE,NASDAQ,13644.8496,3.7434,1.0,-2.26,MomDecay=52.9%,Mom6m=15.7% | Mom3m=10.7% | GoldenCross,1038793.84,832544.5,4
2023-08-11,BUY,SUGAR,24.33,2134.8003,1.5,0.0,Strength=3,Mom12m=33.1% | Mom6m=13.4% | Mom1m=1.3% | GoldenCross | AboveSMA50,1038793.84,780604.8,5
2023-08-15,SELL,DOW,34946.3906,1.4662,1.0,1.04,"TrailingStop (High=35630.68, Stop=34967.24)",Mom3m=4.8% | Mom1m=1.0% | GoldenCross | AboveSMA50,1037494.54,780604.8,5
2023-08-15,DELEVERAGE,SP500,4437.8599,11.6783,1.0,-1.67,MomDecay=63.3%,Mom6m=7.3% | Mom3m=7.3% | GoldenCross,1037494.54,831844.6,4
2023-08-15,DELEVERAGE,SUGAR,23.77,2134.8003,1.0,-2.3,Pullback=2.3%,Mom12m=27.8% | Mom6m=12.1% | GoldenCross,1037494.54,831844.6,4
2023-08-16,SELL,SP500,4404.3301,11.6783,1.0,-2.42,"TrailingStop (High=4518.44, Stop=4426.23)",Mom6m=6.5% | Mom3m=7.2% | GoldenCross,1038545.76,831844.6,4
2023-08-16,SELL,NASDAQ,13474.6299,3.7434,1.0,-3.47,"TrailingStop (High=13994.40, Stop=13602.32)",Mom6m=12.7% | Mom3m=9.2% | GoldenCross,1038545.76,883279.61,3
2023-08-23,DELEVERAGE,USDJPY,145.763,362.3541,1.0,1.73,MomDecay=42.2%,Mom6m=6.9% | Mom3m=4.1% | Mom1m=3.0% | GoldenCross | AboveSMA50,1037904.17,933721.14,2
2023-08-23,BUY,XLE,40.2207,1290.2612,2.0,0.0,Strength=4,Mom12m=14.7% | Mom6m=6.6% | Mom3m=9.9% | Mom1m=1.4% | GoldenCross | AboveSMA50,1037904.17,881825.93,3
2023-08-23,BUY,SILVER,24.363,2130.0828,1.5,0.0,Strength=3,Mom12m=29.1% | Mom6m=12.5% | Mom3m=3.8% | GoldenCross | AboveSMA50,1037904.17,829930.72,4
2023-08-25,LEVERAGE_UP,SUGAR,24.83,2134.8003,1.5,2.06,Strength=3 (1.0x->1.5x),Mom12m=37.6% | Mom6m=16.7% | Mom1m=1.6% | GoldenCross | AboveSMA50,1039484.5,829930.72,4
2023-08-28,LEVERAGE_UP,USDJPY,146.531,362.3541,1.5,2.27,Strength=3 (1.0x->1.5x),Mom6m=7.2% | Mom3m=4.8% | Mom1m=5.5% | GoldenCross | AboveSMA50,1043314.51,829930.72,4
2023-08-29,DELEVERAGE,USDJPY,146.464,362.3541,1.0,2.22,MomDecay=72.1%,Mom6m=7.8% | Mom3m=5.3% | Mom1m=4.1% | GoldenCross | AboveSMA50,1045490.54,829930.72,4
2023-08-29,LEVERAGE_UP,USDJPY,146.464,362.3541,1.5,2.22,Strength=3 (1.0x->1.5x),Mom6m=7.8% | Mom3m=5.3% | Mom1m=4.1% | GoldenCross | AboveSMA50,1045490.54,829930.72,4
2023-08-29,BUY,SP500,4497.6299,11.6227,1.5,0.0,Strength=3,Mom12m=10.8% | Mom6m=13.3% | Mom3m=6.9% | GoldenCross | AboveSMA50,1045490.54,777656.2,5
2023-08-29,BUY,NASDAQ,13943.7598,3.749,1.5,0.0,Strength=3,Mom12m=14.8% | Mom6m=21.7% | Mom3m=7.1% | GoldenCross | AboveSMA50,1045490.54,725381.67,6
2023-08-29,BUY,XLK,85.2551,613.1542,1.5,0.0,Strength=3,Mom12m=25.2% | Mom6m=27.6% | Mom3m=5.0% | GoldenCross | AboveSMA50,1045490.54,673107.14,7
2023-08-30,DELEVERAGE,USDJPY,145.988,362.3541,1.0,1.89,MomDecay=63.4%,Mom6m=7.3% | Mom3m=5.2% | Mom1m=2.6% | GoldenCross | AboveSMA50,1046582.45,673107.14,7
2023-08-30,BUY,XLV,129.3069,404.6894,1.5,0.0,Strength=3,Mom6m=7.0% | Mom3m=5.9% | Mom1m=1.0% | GoldenCross | AboveSMA50,1046582.45,620778.02,8
2023-08-31,BUY,CRUDE,83.63,624.1052,1.5,0.0,Strength=3,Mom6m=7.0% | Mom3m=19.3% | Mom1m=5.2% | GoldenCross | AboveSMA50,1043878.39,568584.1,9
2023-08-31,BUY,NIKKEI,32619.3398,1.6001,1.5,0.0,Strength=3,Mom12m=14.6% | Mom6m=18.9% | Mom3m=4.7% | GoldenCross | AboveSMA50,1043878.39,516390.18,10
2023-09-01,LEVERAGE_UP,SUGAR,25.81,2134.8003,2.0,6.08,Strength=4 (1.5x->2.0x),Mom12m=44.3% | Mom6m=23.4% | Mom3m=4.4% | Mom1m=7.5% | GoldenCross | AboveSMA50,1050042.73,516390.18,10
2023-09-01,DELEVERAGE,SILVER,24.232,2130.0828,1.0,-0.54,Pullback=2.2%,Mom12m=36.4% | Mom6m=14.9% | Mom3m=2.5% | Mom1m=2.7% | GoldenCross | AboveSMA50,1050042.73,516390.18,10
2023-09-01,BUY,COTTON,89.61,585.896,1.5,0.0,Strength=3,Mom6m=6.2% | Mom3m=4.1% | Mom1m=5.1% | GoldenCross | AboveSMA50,1050042.73,463888.04,11
2023-09-05,LEVERAGE_UP,USDJPY,146.543,362.3541,1.5,2.28,Strength=3 (1.0x->1.5x),Mom6m=8.6% | Mom3m=4.7% | Mom1m=3.3% | GoldenCross | AboveSMA50,1054395.9,463888.04,11
2023-09-05,SELL,SILVER,23.558,2130.0828,1.0,-3.3,"TrailingStop (High=24.78, Stop=24.01)",Mom12m=34.2% | Mom6m=12.3% | GoldenCross,1054395.9,463888.04,11
2023-09-05,SELL,XLV,126.7844,404.6894,1.5,-1.95,"TrailingStop (High=129.31, Stop=127.59)",GoldenCross,1054395.9,514068.53,10
2023-09-06,DELEVERAGE,USDJPY,147.471,362.3541,1.0,2.93,MomDecay=49.3%,Mom6m=10.8% | Mom3m=6.2% | Mom1m=3.5% | GoldenCross | AboveSMA50,1051005.1,564866.45,9
2023-09-06,LEVERAGE_UP,USDJPY,147.471,362.3541,1.5,2.93,Strength=3 (1.0x->1.5x),Mom6m=10.8% | Mom3m=6.2% | Mom1m=3.5% | GoldenCross | AboveSMA50,1051005.1,564866.45,9
2023-09-06,DELEVERAGE,COTTON,86.0,585.896,1.0,-4.03,Pullback=4.0%,GoldenCross | AboveSMA50,1051005.1,564866.45,9
2023-09-06,SELL,COTTON,86.0,585.896,1.0,-4.03,StopLoss (PnL=-4.0%),GoldenCross | AboveSMA50,1051005.1,564866.45,9
2023-09-07,DELEVERAGE,USDJPY,147.709,362.3541,1.0,3.09,MomDecay=51.8%,Mom6m=9.9% | Mom3m=6.0% | Mom1m=3.1% | GoldenCross | AboveSMA50,1050733.25,615253.5,8
2023-09-07,LEVERAGE_UP,USDJPY,147.709,362.3541,1.5,3.09,Strength=3 (1.0x->1.5x),Mom6m=9.9% | Mom3m=6.0% | Mom1m=3.1% | GoldenCross | AboveSMA50,1050733.25,615253.5,8
2023-09-07,DELEVERAGE,NASDAQ,13748.8301,3.749,1.0,-1.4,Pullback=2.0%,Mom12m=19.1% | Mom6m=18.8% | Mom3m=4.9% | GoldenCross,1050733.25,615253.5,8
2023-09-07,DELEVERAGE,XLK,84.7293,613.1542,1.0,-0.62,Pullback=2.5%,Mom12m=31.9% | Mom6m=23.5% | Mom3m=5.7% | Mom1m=1.2% | GoldenCross,1050733.25,615253.5,8
2023-09-07,DELEVERAGE,CRUDE,86.87,624.1052,1.0,3.87,MomDecay=101.5%,Mom6m=13.3% | Mom3m=19.8% | Mom1m=4.8% | GoldenCross | AboveSMA50,1050733.25,615253.5,8
2023-09-07,LEVERAGE_UP,CRUDE,86.87,624.1052,1.5,3.87,Strength=3 (1.0x->1.5x),Mom6m=13.3% | Mom3m=19.8% | Mom1m=4.8% | GoldenCross | AboveSMA50,1050733.25,615253.5,8
2023-09-08,DELEVERAGE,USDJPY,147.331,362.3541,1.0,2.83,MomDecay=60.0%,Mom6m=10.8% | Mom3m=5.6% | Mom1m=2.5% | GoldenCross | AboveSMA50,1050463.98,615253.5,8
2023-09-08,LEVERAGE_UP,USDJPY,147.331,362.3541,1.5,2.83,Strength=3 (1.0x->1.5x),Mom6m=10.8% | Mom3m=5.6% | Mom1m=2.5% | GoldenCross | AboveSMA50,1050463.98,615253.5,8
2023-09-08,SELL,NIKKEI,32606.8398,1.6001,1.5,-0.04,"TrailingStop (High=33241.02, Stop=32700.82)",Mom12m=16.1% | Mom6m=14.6% | Mom1m=1.2% | GoldenCross | AboveSMA50,1050463.98,615253.5,8
2023-09-08,BUY,NIKKEI,32606.8398,1.6108,1.5,0.0,Strength=3,Mom12m=16.1% | Mom6m=14.6% | Mom1m=1.2% | GoldenCross | AboveSMA50,1050463.98,614894.22,8
2023-09-11,DELEVERAGE,USDJPY,147.113,362.3541,1.0,2.68,MomDecay=70.2%,Mom6m=10.3% | Mom3m=4.9% | Mom1m=1.6% | GoldenCross | AboveSMA50,1050129.84,614894.22,8
2023-09-11,LEVERAGE_UP,USDJPY,147.113,362.3541,1.5,2.68,Strength=3 (1.0x->1.5x),Mom6m=10.3% | Mom3m=4.9% | Mom1m=1.6% | GoldenCross | AboveSMA50,1050129.84,614894.22,8
2023-09-12,DELEVERAGE,USDJPY,146.678,362.3541,1.0,2.37,MomDecay=52.4%,Mom6m=10.9% | Mom3m=4.8% | Mom1m=1.3% | GoldenCross | AboveSMA50,1054533.21,614894.22,8
2023-09-12,LEVERAGE_UP,USDJPY,146.678,362.3541,1.5,2.37,Strength=3 (1.0x->1.5x),Mom6m=10.9% | Mom3m=4.8% | Mom1m=1.3% | GoldenCross | AboveSMA50,1054533.21,614894.22,8
2023-09-12,SELL,XLK,83.8006,613.1542,1.0,-1.71,"TrailingStop (High=86.89, Stop=84.03)",Mom12m=25.5% | Mom6m=25.5% | Mom1m=2.2% | GoldenCross,1054533.21,614894.22,8
2023-09-12,DELEVERAGE,CRUDE,88.84,624.1052,1.0,6.23,MomDecay=65.3%,Mom6m=18.8% | Mom3m=32.4% | Mom1m=6.8% | GoldenCross | AboveSMA50,1054533.21,666276.92,7
2023-09-12,LEVERAGE_UP,CRUDE,88.84,624.1052,1.5,6.23,Strength=3 (1.0x->1.5x),Mom6m=18.8% | Mom3m=32.4% | Mom1m=6.8% | GoldenCross | AboveSMA50,1054533.21,666276.92,7
2023-09-13,DELEVERAGE,USDJPY,147.158,362.3541,1.0,2.71,MomDecay=60.9%,Mom6m=12.0% | Mom3m=4.9% | Mom1m=1.2% | GoldenCross | AboveSMA50,1052502.32,666276.92,7
2023-09-13,LEVERAGE_UP,USDJPY,147.158,362.3541,1.5,2.71,Strength=3 (1.0x->1.5x),Mom6m=12.0% | Mom3m=4.9% | Mom1m=1.2% | GoldenCross | AboveSMA50,1052502.32,666276.92,7
2023-09-13,DELEVERAGE,CRUDE,88.52,624.1052,1.0,5.85,MomDecay=87.6%,Mom6m=24.1% | Mom3m=27.5% | Mom1m=7.3% | GoldenCross | AboveSMA50,1052502.32,666276.92,7
2023-09-13,LEVERAGE_UP,CRUDE,88.52,624.1052,1.5,5.85,Strength=3 (1.0x->1.5x),Mom6m=24.1% | Mom3m=27.5% | Mom1m=7.3% | GoldenCross | AboveSMA50,1052502.32,666276.92,7
2023-09-14,DELEVERAGE,USDJPY,147.346,362.3541,1.0,2.84,MomDecay=69.2%,Mom6m=11.3% | Mom3m=3.9% | Mom1m=1.2% | GoldenCross | AboveSMA50,1059495.14,666276.92,7
2023-09-14,LEVERAGE_UP,USDJPY,147.346,362.3541,1.5,2.84,Strength=3 (1.0x->1.5x),Mom6m=11.3% | Mom3m=3.9% | Mom1m=1.2% | GoldenCross | AboveSMA50,1059495.14,666276.92,7
2023-09-14,DELEVERAGE,CRUDE,90.16,624.1052,1.0,7.81,MomDecay=52.0%,Mom6m=33.4% | Mom3m=32.1% | Mom1m=11.3% | GoldenCross | AboveSMA50,1059495.14,666276.92,7
2023-09-14,LEVERAGE_UP,CRUDE,90.16,624.1052,1.5,7.81,Strength=3 (1.0x->1.5x),Mom6m=33.4% | Mom3m=32.1% | Mom1m=11.3% | GoldenCross | AboveSMA50,1059495.14,666276.92,7
2023-09-14,BUY,XLF,33.6774,1573.0057,1.5,0.0,Strength=3,Mom6m=12.5% | Mom3m=5.9% | Mom1m=2.3% | GoldenCross | AboveSMA50,1059495.14,613302.16,8
2023-09-14,BUY,DOW,34907.1094,1.5176,1.5,0.0,Strength=3,Mom12m=12.2% | Mom6m=9.5% | Mom3m=2.7% | GoldenCross | AboveSMA50,1059495.14,560327.4,9
2023-09-15,DELEVERAGE,USDJPY,147.482,362.3541,1.0,2.93,MomDecay=70.3%,Mom6m=12.4% | Mom3m=3.9% | GoldenCross | AboveSMA50,1056281.66,560327.4,9
2023-09-15,SELL,SP500,4450.3198,11.6227,1.5,-1.05,"TrailingStop (High=4515.77, Stop=4459.87)",Mom12m=12.8% | Mom6m=12.4% | Mom1m=1.0% | GoldenCross,1056281.66,560327.4,9
2023-09-15,DELEVERAGE,CRUDE,90.77,624.1052,1.0,8.54,MomDecay=61.9%,Mom6m=32.8% | Mom3m=28.5% | Mom1m=14.3% | GoldenCross | AboveSMA50,1056281.66,611777.13,8
2023-09-15,LEVERAGE_UP,CRUDE,90.77,624.1052,1.5,8.54,Strength=3 (1.0x->1.5x),Mom6m=32.8% | Mom3m=28.5% | Mom1m=14.3% | GoldenCross | AboveSMA50,1056281.66,611777.13,8
2023-09-18,LEVERAGE_UP,USDJPY,147.868,362.3541,1.5,3.2,Strength=3 (1.0x->1.5x),Mom6m=13.0% | Mom3m=4.6% | Mom1m=1.5% | GoldenCross | AboveSMA50,1003581.24,611777.13,8
2023-09-19,DELEVERAGE,USDJPY,147.605,362.3541,1.0,3.02,MomDecay=66.2%,Mom6m=12.8% | Mom3m=4.2% | Mom1m=1.6% | GoldenCross | AboveSMA50,1057992.69,611777.13,8
2023-09-19,LEVERAGE_UP,USDJPY,147.605,362.3541,1.5,3.02,Strength=3 (1.0x->1.5x),Mom6m=12.8% | Mom3m=4.2% | Mom1m=1.6% | GoldenCross | AboveSMA50,1057992.69,611777.13,8
2023-09-19,SELL,NASDAQ,13678.1904,3.749,1.0,-1.9,"TrailingStop (High=14034.97, Stop=13728.58)",Mom12m=19.5% | Mom6m=17.2% | Mom1m=2.9% | GoldenCross,1057992.69,611777.13,8
2023-09-19,BUY,COTTON,86.06,614.6832,1.5,0.0,Strength=3,Mom6m=11.4% | Mom3m=6.7% | Mom1m=2.1% | GoldenCross | AboveSMA50,1057992.69,610156.41,8
2023-09-20,DELEVERAGE,USDJPY,147.742,362.3541,1.0,3.12,MomDecay=68.9%,Mom6m=12.6% | Mom3m=3.3% | Mom1m=1.0% | GoldenCross | AboveSMA50,1051526.24,610156.41,8
2023-09-20,LEVERAGE_UP,USDJPY,147.742,362.3541,1.5,3.12,Strength=3 (1.0x->1.5x),Mom6m=12.6% | Mom3m=3.3% | Mom1m=1.0% | GoldenCross | AboveSMA50,1051526.24,610156.41,8
2023-09-20,DELEVERAGE,SUGAR,26.79,2134.8003,1.0,10.11,Pullback=2.4%,Mom12m=51.4% | Mom6m=28.8% | Mom3m=3.5% | Mom1m=14.5% | GoldenCross | AboveSMA50,1051526.24,610156.41,8
2023-09-20,LEVERAGE_UP,SUGAR,26.79,2134.8003,2.0,10.11,Strength=4 (1.0x->2.0x),Mom12m=51.4% | Mom6m=28.8% | Mom3m=3.5% | Mom1m=14.5% | GoldenCross | AboveSMA50,1051526.24,610156.41,8
2023-09-20,DELEVERAGE,XLE,41.9323,1290.2612,1.0,4.26,Pullback=2.5%,Mom12m=20.8% | Mom6m=14.3% | Mom3m=15.3% | Mom1m=3.2% | GoldenCross | AboveSMA50,1051526.24,610156.41,8
2023-09-20,LEVERAGE_UP,XLE,41.9323,1290.2612,2.0,4.26,Strength=4 (1.0x->2.0x),Mom12m=20.8% | Mom6m=14.3% | Mom3m=15.3% | Mom1m=3.2% | GoldenCross | AboveSMA50,1051526.24,610156.41,8
2023-09-20,SELL,DOW,34440.8789,1.5176,1.5,-1.34,"TrailingStop (High=34907.11, Stop=34490.57)",Mom12m=11.0% | Mom6m=5.8% | GoldenCross,1051526.24,610156.41,8
2023-09-21,DELEVERAGE,USDJPY,148.321,362.3541,1.0,3.52,MomDecay=59.5%,Mom6m=13.2% | Mom3m=3.3% | Mom1m=1.8% | GoldenCross | AboveSMA50,1047491.45,662069.85,7
2023-09-21,LEVERAGE_UP,USDJPY,148.321,362.3541,1.5,3.52,Strength=3 (1.0x->1.5x),Mom6m=13.2% | Mom3m=3.3% | Mom1m=1.8% | GoldenCross | AboveSMA50,1047491.45,662069.85,7
2023-09-21,DELEVERAGE,XLE,41.3571,1290.2612,1.0,2.83,Pullback=3.8%,Mom12m=20.0% | Mom6m=15.2% | Mom3m=15.3% | Mom1m=2.6% | GoldenCross | AboveSMA50,1047491.45,662069.85,7
2023-09-21,SELL,XLE,41.3571,1290.2612,1.0,2.83,"TrailingStop (High=42.99, Stop=41.46)",Mom12m=20.0% | Mom6m=15.2% | Mom3m=15.3% | Mom1m=2.6% | GoldenCross | AboveSMA50,1047491.45,662069.85,7
2023-09-21,DELEVERAGE,CRUDE,89.63,624.1052,1.0,7.17,Pullback=2.0%,Mom6m=26.4% | Mom3m=28.9% | Mom1m=11.5% | GoldenCross | AboveSMA50,1047491.45,715431.29,6
2023-09-21,LEVERAGE_UP,CRUDE,89.63,624.1052,1.5,7.17,Strength=3 (1.0x->1.5x),Mom6m=26.4% | Mom3m=28.9% | Mom1m=11.5% | GoldenCross | AboveSMA50,1047491.45,715431.29,6
2023-09-21,DELEVERAGE,NIKKEI,32571.0293,1.6108,1.0,-0.11,Pullback=2.9%,Mom12m=14.1% | Mom6m=20.9% | Mom1m=2.2% | GoldenCross | AboveSMA50,1047491.45,715431.29,6
2023-09-21,SELL,NIKKEI,32571.0293,1.6108,1.0,-0.11,"TrailingStop (High=33533.09, Stop=32820.38)",Mom12m=14.1% | Mom6m=20.9% | Mom1m=2.2% | GoldenCross | AboveSMA50,1047491.45,715431.29,6
2023-09-21,DELEVERAGE,XLF,32.7747,1573.0057,1.0,-2.68,Pullback=2.7%,Mom6m=9.6% | Mom3m=3.6% | Mom1m=1.3% | GoldenCross,1047491.45,767896.8,5
2023-09-21,SELL,XLF,32.7747,1573.0057,1.0,-2.68,"TrailingStop (High=33.68, Stop=32.95)",Mom6m=9.6% | Mom3m=3.6% | Mom1m=1.3% | GoldenCross,1047491.45,767896.8,5
2023-09-21,BUY,NIKKEI,32571.0293,1.608,1.5,0.0,Strength=3,Mom12m=14.1% | Mom6m=20.9% | Mom1m=2.2% | GoldenCross | AboveSMA50,1047491.45,767077.09,5
2023-09-21,BUY,XLE,41.3571,1266.3991,2.0,0.0,Strength=4,Mom12m=20.0% | Mom6m=15.2% | Mom3m=15.3% | Mom1m=2.6% | GoldenCross | AboveSMA50,1047491.45,714702.52,6
2023-09-22,DELEVERAGE,USDJPY,147.644,362.3541,1.0,3.05,MomDecay=58.7%,Mom6m=11.4% | Mom3m=2.9% | Mom1m=2.1% | GoldenCross | AboveSMA50,1045945.49,714702.52,6
2023-09-22,LEVERAGE_UP,USDJPY,147.644,362.3541,1.5,3.05,Strength=3 (1.0x->1.5x),Mom6m=11.4% | Mom3m=2.9% | Mom1m=2.1% | GoldenCross | AboveSMA50,1045945.49,714702.52,6
2023-09-22,DELEVERAGE,COTTON,84.04,614.6832,1.0,-2.35,Pullback=2.3%,Mom6m=8.3% | Mom3m=7.7% | GoldenCross,1045945.49,714702.52,6
2023-09-25,DELEVERAGE,USDJPY,148.434,362.3541,1.0,3.6,MomDecay=57.5%,Mom6m=11.4% | Mom3m=3.2% | Mom1m=1.6% | GoldenCross | AboveSMA50,1047295.14,714702.52,6
2023-09-25,LEVERAGE_UP,USDJPY,148.434,362.3541,1.5,3.6,Strength=3 (1.0x->1.5x),Mom6m=11.4% | Mom3m=3.2% | Mom1m=1.6% | GoldenCross | AboveSMA50,1047295.14,714702.52,6
2023-09-25,DELEVERAGE,SUGAR,26.31,2134.8003,1.0,8.14,Pullback=4.1%,Mom12m=42.3% | Mom6m=26.4% | Mom3m=10.9% | Mom1m=8.3% | GoldenCross | AboveSMA50,1047295.14,714702.52,6
2023-09-25,LEVERAGE_UP,SUGAR,26.31,2134.8003,2.0,8.14,Strength=4 (1.0x->2.0x),Mom12m=42.3% | Mom6m=26.4% | Mom3m=10.9% | Mom1m=8.3% | GoldenCross | AboveSMA50,1047295.14,714702.52,6
2023-09-26,DELEVERAGE,USDJPY,148.811,362.3541,1.0,3.86,MomDecay=60.0%,Mom6m=11.6% | Mom3m=3.1% | Mom1m=1.6% | GoldenCross | AboveSMA50,1046520.52,714702.52,6
2023-09-26,LEVERAGE_UP,USDJPY,148.811,362.3541,1.5,3.86,Strength=3 (1.0x->1.5x),Mom6m=11.6% | Mom3m=3.1% | Mom1m=1.6% | GoldenCross | AboveSMA50,1046520.52,714702.52,6
2023-09-26,DELEVERAGE,SUGAR,26.02,2134.8003,1.0,6.95,Pullback=5.2%,Mom12m=42.3% | Mom6m=24.3% | Mom3m=13.0% | Mom1m=4.8% | GoldenCross | AboveSMA50,1046520.52,714702.52,6
2023-09-26,LEVERAGE_UP,SUGAR,26.02,2134.8003,2.0,6.95,Strength=4 (1.0x->2.0x),Mom12m=42.3% | Mom6m=24.3% | Mom3m=13.0% | Mom1m=4.8% | GoldenCross | AboveSMA50,1046520.52,714702.52,6
2023-09-26,LEVERAGE_UP,CRUDE,90.39,624.1052,2.0,8.08,Strength=4 (1.5x->2.0x),Mom12m=14.8% | Mom6m=24.1% | Mom3m=33.5% | Mom1m=13.2% | GoldenCross | AboveSMA50,1046520.52,714702.52,6
2023-09-27,DELEVERAGE,USDJPY,149.045,362.3541,1.0,4.03,MomDecay=62.3%,Mom6m=12.7% | Mom3m=2.9% | Mom1m=1.8% | GoldenCross | AboveSMA50,1056237.46,714702.52,6
2023-09-27,LEVERAGE_UP,USDJPY,149.045,362.3541,1.5,4.03,Strength=3 (1.0x->1.5x),Mom6m=12.7% | Mom3m=2.9% | Mom1m=1.8% | GoldenCross | AboveSMA50,1056237.46,714702.52,6
2023-09-27,DELEVERAGE,SUGAR,26.13,2134.8003,1.0,7.4,Pullback=4.8%,Mom12m=42.4% | Mom6m=22.6% | Mom3m=15.8% | Mom1m=2.2% | GoldenCross | AboveSMA50,1056237.46,714702.52,6
2023-09-27,LEVERAGE_UP,SUGAR,26.13,2134.8003,2.0,7.4,Strength=4 (1.0x->2.0x),Mom12m=42.4% | Mom6m=22.6% | Mom3m=15.8% | Mom1m=2.2% | GoldenCross | AboveSMA50,1056237.46,714702.52,6
2023-09-27,LEVERAGE_UP,COTTON,88.4,614.6832,1.5,2.72,Strength=3 (1.0x->1.5x),Mom6m=7.1% | Mom3m=10.3% | Mom1m=1.5% | GoldenCross | AboveSMA50,1056237.46,714702.52,6
2023-09-28,DELEVERAGE,USDJPY,149.498,362.3541,1.0,4.34,MomDecay=59.6%,Mom6m=13.7% | Mom3m=3.5% | Mom1m=2.4% | GoldenCross | AboveSMA50,1056522.88,714702.52,6
2023-09-28,LEVERAGE_UP,USDJPY,149.498,362.3541,1.5,4.34,Strength=3 (1.0x->1.5x),Mom6m=13.7% | Mom3m=3.5% | Mom1m=2.4% | GoldenCross | AboveSMA50,1056522.88,714702.52,6
2023-09-28,DELEVERAGE,SUGAR,26.73,2134.8003,1.0,9.86,Pullback=2.6%,Mom12m=46.9% | Mom6m=25.8% | Mom3m=21.1% | Mom1m=5.0% | GoldenCross | AboveSMA50,1056522.88,714702.52,6
2023-09-28,LEVERAGE_UP,SUGAR,26.73,2134.8003,2.0,9.86,Strength=4 (1.0x->2.0x),Mom12m=46.9% | Mom6m=25.8% | Mom3m=21.1% | Mom1m=5.0% | GoldenCross | AboveSMA50,1056522.88,714702.52,6
2023-09-28,DELEVERAGE,CRUDE,91.71,624.1052,1.0,9.66,Pullback=2.1%,Mom12m=16.8% | Mom6m=25.7% | Mom3m=31.3% | Mom1m=13.0% | GoldenCross | AboveSMA50,1056522.88,714702.52,6
2023-09-28,LEVERAGE_UP,CRUDE,91.71,624.1052,2.0,9.66,Strength=4 (1.0x->2.0x),Mom12m=16.8% | Mom6m=25.7% | Mom3m=31.3% | Mom1m=13.0% | GoldenCross | AboveSMA50,1056522.88,714702.52,6
2023-09-28,DELEVERAGE,NIKKEI,31872.5195,1.608,1.0,-2.14,Pullback=2.5%,Mom12m=15.1% | Mom6m=15.8% | GoldenCross,1056522.88,714702.52,6
2023-09-29,DELEVERAGE,USDJPY,149.337,362.3541,1.0,4.23,MomDecay=63.4%,Mom6m=14.1% | Mom3m=3.3% | Mom1m=2.2% | GoldenCross | AboveSMA50,1049951.26,714702.52,6
2023-09-29,LEVERAGE_UP,USDJPY,149.337,362.3541,1.5,4.23,Strength=3 (1.0x->1.5x),Mom6m=14.1% | Mom3m=3.3% | Mom1m=2.2% | GoldenCross | AboveSMA50,1049951.26,714702.52,6
2023-09-29,DELEVERAGE,SUGAR,26.27,2134.8003,1.0,7.97,Pullback=4.3%,Mom12m=43.6% | Mom6m=19.6% | Mom3m=14.8% | Mom1m=3.7% | GoldenCross | AboveSMA50,1049951.26,714702.52,6
2023-09-29,LEVERAGE_UP,SUGAR,26.27,2134.8003,2.0,7.97,Strength=4 (1.0x->2.0x),Mom12m=43.6% | Mom6m=19.6% | Mom3m=14.8% | Mom1m=3.7% | GoldenCross | AboveSMA50,1049951.26,714702.52,6
2023-09-29,DELEVERAGE,CRUDE,90.79,624.1052,1.0,8.56,MomDecay=52.5%,Mom12m=10.5% | Mom6m=22.1% | Mom3m=28.5% | Mom1m=11.2% | GoldenCross | AboveSMA50,1049951.26,714702.52,6
2023-09-29,LEVERAGE_UP,CRUDE,90.79,624.1052,2.0,8.56,Strength=4 (1.0x->2.0x),Mom12m=10.5% | Mom6m=22.1% | Mom3m=28.5% | Mom1m=11.2% | GoldenCross | AboveSMA50,1049951.26,714702.52,6
2023-09-29,DELEVERAGE,COTTON,86.86,614.6832,1.0,0.93,Pullback=2.1%,Mom3m=4.9% | GoldenCross | AboveSMA50,1049951.26,714702.52,6
2023-09-29,SELL,NIKKEI,31857.6191,1.608,1.0,-2.19,"TrailingStop (High=32678.62, Stop=31873.63)",Mom12m=16.6% | Mom6m=14.3% | GoldenCross,1049951.26,714702.52,6
2023-09-29,DELEVERAGE,XLE,41.9276,1266.3991,1.0,1.38,Pullback=2.0%,Mom12m=29.2% | Mom6m=11.7% | Mom3m=12.2% | Mom1m=2.5% | GoldenCross | AboveSMA50,1049951.26,765929.92,5
2023-10-02,DELEVERAGE,USDJPY,149.54,362.3541,1.0,4.37,MomDecay=70.6%,Mom6m=13.6% | Mom3m=3.6% | Mom1m=2.8% | GoldenCross | AboveSMA50,1046287.23,765929.92,5
