date,ticker,pattern,mom_12m,rsi,pct_from_high,fwd_6m,fwd_12m,year,put_return,quarter
1995-10-04 00:00:00-04:00,BIIB,deep_oversold,2.2702681448811437,24.99987284277772,-0.12949637444664946,2.4710735047210175,2.1735529186020734,1995,-1.0,1995Q4
1996-03-08 00:00:00-05:00,BIIB,deep_oversold,3.5333328247070312,24.603180946581915,-0.26486500797869644,0.3529412160695262,0.5294118241042893,1996,-1.0,1996Q1
1996-05-30 00:00:00-04:00,BIIB,deep_oversold,4.942854116012959,29.230730225980736,-0.13692946925053065,-0.12019224314999533,-0.12980770183032853,1996,0.001602026249961086,1996Q2
1996-07-05 00:00:00-04:00,BIIB,below_200sma,2.152174626947362,24.528309220135043,-0.39834027418336193,0.1931036790628029,0.3586209378599956,1996,-1.0,1996Q3
1996-10-21 00:00:00-04:00,BIIB,below_200sma,1.1058829104942611,38.043488536753685,-0.25726130044779166,-0.24581012015656023,0.6871507794129117,1996,1.0484176679713353,1996Q4
1998-04-21 00:00:00-04:00,BIIB,below_200sma,1.0642853803051127,25.378773560532167,-0.21467398707041588,-0.25951558463630986,0.5795849112849205,1998,1.162629871969249,1998Q2
1999-09-24 00:00:00-04:00,BIIB,deep_oversold,2.3837473425422027,28.025479522865737,-0.3167730692430734,1.5403603733128475,2.6384256911513946,1999,-1.0,1999Q3
1999-10-01 00:00:00-04:00,BIIB,deep_oversold,3.1089914007791712,23.806444486840917,-0.31267097284414186,1.0848806787967566,2.7211539214592877,1999,-1.0,1999Q4
2000-04-11 00:00:00-04:00,BIIB,deep_oversold,2.3690477643694194,28.05893767622142,-0.48376503847987057,0.9109539380420293,0.5390529009145826,2000,-1.0,2000Q2
2001-05-03 00:00:00-04:00,BIIB,below_200sma,1.0835419190828866,43.11896168080494,-0.3993341139194395,0.4525499856462496,0.08891357587365456,2001,-1.0,2001Q2
1987-10-23 00:00:00-04:00,ORCL,below_200sma,1.3610949233769274,18.931892201633687,-0.4295288324982086,0.45882162387819947,0.6470539888423257,1987,-1.0,1987Q4
2000-04-14 00:00:00-04:00,ORCL,deep_oversold,4.347594092366773,23.156525343196506,-0.2932859517583049,0.1399998111811518,-0.48096016972987177,2000,-0.95,2000Q2
2000-10-03 00:00:00-04:00,ORCL,below_200sma,2.0054071428115785,32.18815552448292,-0.24966231704858627,-0.6138129679542929,-0.6057555647850654,2000,4.115108066285774,2000Q4
2021-03-26 00:00:00-04:00,RARE,below_200sma,1.4413483008909762,43.988660042413066,-0.38756412557951614,-0.12453975382280846,-0.3660713997284486,2021,0.03783128185673723,2021Q1
2021-04-06 00:00:00-04:00,RARE,below_200sma,1.2606626121357132,27.146446832628712,-0.38446359537121677,-0.22172358772007783,-0.284275118797475,2021,0.847696564333982,2021Q2
2021-02-11 00:00:00-05:00,GME,down_50_from_high,11.195703526557837,49.19951640431317,-0.8529538803541659,2.1771039325125536,1.3966732852785975,2021,-1.0,2021Q1
2021-04-08 00:00:00-04:00,GME,down_50_from_high,51.067276911296766,41.646770498315334,-0.5100572941145889,0.004757505247953597,-0.0799952752062415,2021,-0.8,2021Q2
2021-07-13 00:00:00-04:00,GME,deep_oversold,41.26760278974348,13.840088543652769,-0.4818566588052137,-0.27163170235073153,-0.21537264970070535,2021,1.2635975195894296,2021Q3
2021-10-01 00:00:00-04:00,GME,deep_oversold,17.10747137903447,25.852322675266123,-0.49092112833980023,-0.06732238661221768,-0.42614892012005545,2021,-0.43898011156485267,2021Q4
2022-01-05 00:00:00-05:00,GME,down_50_from_high,6.0462957961040225,36.82116996353123,-0.627722967737131,-0.006415721282998055,-0.4910721278280127,2022,-0.9465356559750162,2022Q1
2025-04-04 00:00:00-04:00,GME,down_50_from_high,1.0641475865461527,49.971670745222035,-0.5181538508488581,0.06641121673659867,,2025,-0.95,2025Q2
2021-08-17 00:00:00-04:00,QS,down_50_from_high,1.0434343759338063,29.25809945234998,-0.8463583213825272,-0.1344537506130764,-0.4078101921246017,2021,0.12044792177563676,2021Q3
2006-05-16 00:00:00-04:00,CRM,below_200sma,1.0279257136149456,14.567621596539013,-0.28487688285992285,0.4426227619697818,0.40918015047447187,2006,-1.0,2006Q2
2021-09-30 00:00:00-04:00,PLTR,below_200sma,1.5305264121607731,40.99678587237355,-0.3835897201146835,-0.42886859320507864,-0.661813652045671,2021,2.5739049433756556,2021Q3
2021-10-01 00:00:00-04:00,PLTR,below_200sma,1.571881588329446,43.89250753620235,-0.37615384811010116,-0.43156596929411717,-0.6613234773137224,2021,2.5963830774509766,2021Q4
