Date,Asset_1,Asset_2,Equity,Score_1
2021-09-08,SOL,AMZN,9.648710897145651,50.0518282600872
2021-09-09,SOL,QQQ,9.389145271173003,45.63152393500731
2021-09-10,SOL,NVDA,9.35375055635745,40.605940482734574
2021-09-11,SOL,NVDA,9.24052720403591,41.27276956910234
2021-09-12,SOL,AMZN,9.076033231255074,35.188014615097885
2021-09-13,SOL,AMZN,8.767033599826,34.408512589383335
2021-09-14,SOL,AMZN,8.828154980157539,24.714401601671167
2021-09-15,SOL,NVDA,8.615677854876344,20.57250365416541
2021-09-16,SOL,AMZN,8.437566310581357,17.958052451099192
2021-09-17,SOL,AMZN,9.054725431684457,13.775840961360485
2021-09-18,SOL,AMZN,8.608703118416926,16.980641676026508
2021-09-19,SOL,AMZN,7.900718636985506,11.58477211268273
2021-09-20,SOL,USO,7.646796526180536,9.365399013746087
2021-09-21,USO,SOL,8.455702971790425,9.233103166049764
2021-09-22,SOL,USO,8.583364808914538,10.453641429557514
2021-09-23,SOL,USO,8.323276621368885,12.48932106988731
2021-09-24,SOL,USO,8.227241859369789,10.259330467680723
2021-09-25,SOL,USO,8.21275576924988,8.811260780435484
2021-09-26,USO,SOL,8.33027077728712,7.0047773889487175
2021-09-27,USO,XLE,8.296042937210721,8.686812357554238
2021-09-28,USO,UUP,8.311054949862774,7.604051082145
2021-09-29,UUP,USO,8.323559933223821,7.594316335483854
2021-09-30,USO,UUP,8.370765298696899,8.201179385491649
2021-10-01,USO,XLE,8.362394533398202,9.607437984957677
2021-10-02,UUP,USO,8.354032138864804,8.067680208895904
2021-10-03,UUP,USO,8.437268289115906,9.113416996691571
2021-10-04,USO,XLE,8.54164758217453,10.367229191430045
2021-10-05,USO,XLE,8.383787206685158,11.994932991547726
2021-10-06,UUP,USO,8.46653407225185,9.259161804888755
2021-10-07,USO,XLE,8.59670045097486,11.509308897126202
2021-10-08,XLE,USO,8.59670045097486,11.57191465132743
2021-10-09,USO,XLE,8.59670045097486,12.865809837679024
2021-10-10,XLE,USO,8.635762149348642,11.44497151550989
2021-10-11,USO,XLE,8.634213410134764,12.34733910765282
2021-10-12,USO,XLE,8.634233141763167,12.211422477119951
2021-10-13,USO,XLE,8.737052771307704,11.102099387346064
2021-10-14,USO,XLE,8.784638289119775,12.529072106736919
2021-10-15,USO,XLE,8.784638289119775,11.249903378131666
2021-10-16,USO,XLE,8.784638289119775,11.227908039152092
2021-10-17,USO,XLE,8.773100862713372,12.175231375864739
2021-10-18,XLE,USO,8.85822584719442,11.857646959282967
2021-10-19,XLE,USO,8.94809897950901,12.751476747094681
2021-10-20,XLE,USO,8.810831653305373,17.940996622666187
2021-10-21,XLE,BTC,8.73603304839314,15.112871908735828
2021-10-22,XLE,USO,8.727297015344746,14.073762570463563
2021-10-23,USO,XLE,8.727297015344746,12.149484899198672
2021-10-24,BTC,XLE,8.933398523906153,12.165450485763104
2021-10-25,BTC,XLE,8.76961603538146,13.663959238002416
2021-10-26,XLE,USO,8.51876735991355,13.233610916886045
2021-10-27,BTC,ETH,9.052510314133908,10.507022828747793
2021-10-28,ETH,BTC,9.30693631188203,14.213186411771051
2021-10-29,ETH,MSFT,9.203809339575123,14.716496722225115
2021-10-30,MSFT,SPY,9.194605530235549,14.83193720830484
2021-10-31,MSFT,NVDA,9.200954837340179,13.009399239387793
2021-11-01,NVDA,MSFT,9.355719160566258,12.30677350389136
2021-11-02,NVDA,MSFT,9.402840044612118,13.61167388272053
2021-11-03,NVDA,QQQ,10.019234660090337,20.565620685927453
2021-11-04,QQQ,NVDA,10.01577641464926,18.469398271913754
2021-11-05,QQQ,NVDA,10.01577641464926,17.50557821560195
2021-11-06,QQQ,NVDA,10.01577641464926,16.04831298574118
2021-11-07,QQQ,NVDA,10.18606720722516,17.41212194645539
2021-11-08,NVDA,XLK,10.130700513558683,18.329448835639514
2021-11-09,NVDA,XLK,9.849190632624872,17.991085668766516
2021-11-10,NVDA,SPY,9.996409733033593,15.289211349412522
2021-11-11,NVDA,SPY,10.034130477581634,16.913239140683153
2021-11-12,NVDA,SPY,10.034130477581634,16.17483438912135
2021-11-13,SPY,NVDA,10.034130477581634,14.701574228524382
2021-11-14,NVDA,SPY,9.975591092668243,14.120415650456009
2021-11-15,NVDA,SPY,10.024901420745321,13.39166336737046
2021-11-16,SPY,NVDA,9.85639106516113,14.318344428927325
2021-11-17,SPY,XLK,9.912375061741459,12.54261961994489
2021-11-18,NVDA,SPY,10.098380493842182,13.268338507939811
2021-11-19,NVDA,XLK,10.08828211334834,15.425646132480768
2021-11-20,NVDA,XLK,10.08828211334834,14.210232897969107
2021-11-21,NVDA,QQQ,9.862492324188537,14.133333047879688
2021-11-22,DBA,NVDA,9.856910995747647,13.45674757075191
2021-11-23,DBA,NVDA,9.988846108580058,14.888383934741812
2021-11-24,DBA,NVDA,9.988846108580058,12.62577865957819
2021-11-25,DBA,NVDA,9.738362055482446,11.433231491253627
2021-11-26,NVDA,DBA,9.738362055482446,8.908231962735872
2021-11-27,NVDA,UUP,9.728623693426963,8.133828484949134
2021-11-28,NVDA,DBA,9.951844422998487,7.205588922817645
2021-11-29,NVDA,UUP,9.814534443633326,9.104471437420022
2021-11-30,AAPL,NVDA,9.603392929959144,8.543199965869142
2021-12-01,AAPL,UUP,9.566247334022236,8.798041228011513
2021-12-02,AAPL,NVDA,9.287517956269388,7.544926299795417
2021-12-03,UUP,TLT,9.27823043831312,6.853657018807009
2021-12-04,AAPL,UUP,9.268952207874806,5.877838872528737
2021-12-05,UUP,AAPL,9.375799209426035,5.747563119977229
2021-12-06,AAPL,UUP,9.543783364732882,7.137907325862072
2021-12-07,AAPL,UUP,9.630325947810453,9.22133974733756
2021-12-08,AAPL,UUP,9.632885524467854,11.27148078731147
2021-12-09,AAPL,UUP,9.760340596139418,10.78678000759017
2021-12-10,AAPL,XLK,9.750580255543278,14.752954605603593
2021-12-11,AAPL,XLK,9.750580255543278,14.786925240477277
2021-12-12,AAPL,XLK,9.577304354878303,13.626252477012772
2021-12-13,AAPL,UUP,9.53860523128475,11.302650317420316
2021-12-14,AAPL,UUP,9.667203419918662,10.566755768912373
2021-12-15,AAPL,XLV,9.496618294159191,12.283789669715146
2021-12-16,AAPL,XLV,9.432583329661036,7.854127333848066
2021-12-17,AAPL,XLV,9.432583329661036,6.427757829557056
2021-12-18,AAPL,XLV,9.432583329661036,4.865296262430796
2021-12-19,XLV,AAPL,9.3657181819923,5.572493061309893
2021-12-20,XLV,AAPL,9.474645838483632,4.544548713408074
2021-12-21,XLV,AAPL,9.60248817532275,5.160844802495287
2021-12-22,XLV,AAPL,9.639711371825298,7.4372341873895245
2021-12-23,XLV,AAPL,9.639711371825298,7.881461900734687
2021-12-24,XLV,AAPL,9.639711371825298,7.942458266331224
2021-12-25,XLV,AAPL,9.639711371825298,7.942458266331224
2021-12-26,XLV,AAPL,9.80130882649812,8.585413692618733
2021-12-27,XLV,AAPL,9.760164300260623,9.96226318493985
2021-12-28,XLV,AAPL,9.790420853542367,9.505294823710473
2021-12-29,XLV,AAPL,9.768275452769805,9.909161211788291
2021-12-30,XLV,USO,9.672286238530514,16.182226443506284
2021-12-31,XLV,USO,9.672286238530514,15.491496013146053
2022-01-01,XLV,USO,9.672286238530514,14.571712020234134
2022-01-02,XLV,USO,9.664327636074194,14.189271948435895
2022-01-03,XLV,USO,9.667542918588609,11.475247404116766
2022-01-04,USO,XLV,9.619204434941864,9.665763046723507
2022-01-05,USO,XLV,9.690263750529063,7.080145339117151
2022-01-06,USO,XLE,9.728248491087905,7.332245918938967
2022-01-07,XLE,USO,9.728248491087905,6.150283843711243
2022-01-08,USO,XLE,9.728248491087905,8.708972055675865
2022-01-09,USO,XLE,9.6694076634643,7.218697129207933
2022-01-10,USO,XLE,10.006035446849415,6.33228407782667
2022-01-11,USO,XLE,10.080046099269024,8.481440293370445
2022-01-12,XLE,USO,9.999832574858418,11.24747260074286
2022-01-13,XLE,USO,10.263105092113031,11.15143367465511
2022-01-14,XLE,USO,10.263105092113031,13.281320396252989
2022-01-15,XLE,USO,10.263105092113031,12.708912854445106
2022-01-16,XLE,USO,10.263105092113031,15.38009245156718
2022-01-17,XLE,USO,10.369355338719304,15.38009245156718
2022-01-18,XLE,USO,10.33853675327925,15.803837559727864
2022-01-19,USO,XLE,10.258081944040228,17.252526613826742
2022-01-20,USO,XLE,10.166789922280621,14.515341486845093
2022-01-21,USO,XLE,10.166789922280621,13.2480440660242
2022-01-22,USO,XLE,10.166789922280621,12.11299594161873
2022-01-23,USO,XLE,10.14494259259472,12.11299594161873
2022-01-24,XLE,USO,10.414379172050452,10.942030300510794
2022-01-25,XLE,USO,10.466246453123626,12.965401578516225
2022-01-26,XLE,USO,10.538504894735308,11.289047906466774
2022-01-27,XLE,USO,10.525489288831242,12.233564721390646
2022-01-28,XLE,USO,10.525489288831242,12.46199817232895
2022-01-29,XLE,USO,10.525489288831242,13.085917918097431
2022-01-30,XLE,USO,10.592055729474978,12.850045181439581
2022-01-31,USO,XLE,10.785092613870406,13.281355713806132
2022-02-01,XLE,USO,10.801607928425188,15.216267196853682
2022-02-02,XLE,USO,10.835873746619134,13.640882889110623
2022-02-03,USO,XLE,11.039961243092606,12.59882794710206
2022-02-04,USO,XLE,11.039961243092606,14.671770324825552
2022-02-05,USO,XLE,11.039961243092606,12.82299811117565
2022-02-06,USO,XLE,11.090903564875177,13.321206016541783
2022-02-07,USO,XLE,10.88081762637384,12.866441522266186
2022-02-08,USO,XLE,10.97326664993646,10.567242321634444
2022-02-09,USO,DBA,10.905538177662955,12.541282018829923
2022-02-10,USO,DBA,11.075437128814972,10.159750930069457
2022-02-11,USO,DBA,11.075437128814972,10.870774479764039
2022-02-12,USO,DBA,11.075437128814972,12.407326921621461
2022-02-13,USO,DBA,11.106668638586875,10.458311934653569
2022-02-14,USO,DBA,10.911467824444873,11.518049002874628
2022-02-15,DBA,USO,10.86429385258345,7.702396968736147
2022-02-16,DBA,USO,10.93626024980452,8.169659656094016
2022-02-17,DBA,GLD,10.913539801225857,8.540285532907694
2022-02-18,DBA,USO,10.902626261424631,6.215356763646865
2022-02-19,DBA,USO,10.902626261424631,6.593345748952156
2022-02-20,DBA,XLE,10.891723635163206,7.739681095348453
2022-02-21,DBA,XLE,10.89428421157078,7.739681095348453
2022-02-22,DBA,USO,10.944053452591923,9.715579047278027
2022-02-23,DBA,USO,10.924187360950748,10.087372501879768
2022-02-24,DBA,USO,10.725792414350419,8.391345646610562
2022-02-25,GLD,USO,10.715066621936069,6.409883480772018
2022-02-26,GLD,USO,10.715066621936069,9.518008505467451
2022-02-27,GLD,USO,10.907387410330776,10.190042400088721
2022-02-28,GLD,USO,11.357201038553283,11.740482854567382
2022-03-01,GLD,USO,11.582749102375686,13.520237903534332
2022-03-02,USO,GLD,11.548886007628738,11.355152051464655
2022-03-03,GLD,USO,12.022835029467542,10.893222441233775
2022-03-04,USO,GLD,12.022835029467542,12.618066345862488
2022-03-05,GLD,USO,12.022835029467542,12.31359680872541
2022-03-06,GLD,UUP,12.143355574182682,12.05731604347129
2022-03-07,GLD,UUP,12.29803640139376,13.71303233270119
2022-03-08,GLD,USO,11.387049846535875,15.375005401780376
2022-03-09,GLD,UUP,11.421595056854562,8.652073882813877
2022-03-10,XLE,GLD,11.324420234929041,8.857156404749666
2022-03-11,UUP,XLE,11.313095814694112,9.394180289442103
2022-03-12,UUP,XLE,11.313095814694112,8.967639730838474
2022-03-13,UUP,XLE,11.141670382395466,7.919305324216415
2022-03-14,UUP,GLD,11.0201279496028,7.810967824738767
2022-03-15,UUP,DBA,10.880895163518057,7.4805811504070014
2022-03-16,UUP,XLV,10.94357305430718,4.572766142258737
2022-03-17,UUP,XLE,10.9337083946137,5.025580807859703
2022-03-18,UUP,USO,10.922774686219086,5.837757427509225
2022-03-19,XLV,UUP,10.911851911532866,6.238810492013802
2022-03-20,XLV,UUP,10.928481256113093,7.092702707330355
2022-03-21,XLV,XLE,10.878599682729014,7.00993169678097
2022-03-22,XLV,XLE,10.874535257871456,7.033594695260079
2022-03-23,XLE,USO,10.731264545317224,7.41815178963136
2022-03-24,XLE,UUP,10.840121709747356,8.745193613386132
2022-03-25,XLE,XLV,10.829281588037608,9.35032946684959
2022-03-26,XLE,XLV,10.829281588037608,9.91873904840543
2022-03-27,XLE,DBA,10.604282927519472,8.458455968423516
2022-03-28,UUP,XLE,10.54789054101939,6.727182896159883
2022-03-29,ETH,XLE,10.572494403652877,7.9852641472358545
2022-03-30,XLV,XLE,10.438828796567556,6.960033214512512
2022-03-31,XLV,SOL,10.969804772099936,6.399492703583776
2022-04-01,SOL,XLV,10.878734284553785,7.39763810805954
2022-04-02,SOL,ETH,11.178641323147243,8.683714044565795
2022-04-03,SOL,ETH,10.99783331479965,13.383847563358385
2022-04-04,ETH,SOL,10.596413377708767,11.369988371918781
2022-04-05,SOL,ETH,9.639753492191687,12.15059493464535
2022-04-06,ETH,SOL,9.985815987626598,8.749776687582452
2022-04-07,XLV,SOL,9.62799147618418,13.124051678720745
2022-04-08,XLV,ETH,9.723587939181618,12.160826523925113
2022-04-09,XLV,ETH,9.648990847990953,12.219159266486274
2022-04-10,XLV,ETH,9.206357703367955,13.562027546670409
2022-04-11,XLV,ETH,9.23780233678695,9.648140280353624
2022-04-12,XLV,ETH,9.39453646416925,8.259658572214708
2022-04-13,AAPL,XLV,9.221852638331576,9.144939042777459
2022-04-14,XLE,XLV,9.212630785693245,7.982799231149627
2022-04-15,XLE,UUP,9.20341815490755,8.356360714385307
2022-04-16,UUP,XLE,9.20341815490755,8.836167175562846
2022-04-17,UUP,XLE,9.289710388113223,8.383447729087832
2022-04-18,UUP,DBA,9.246059740967398,9.729069767117378
2022-04-19,UUP,XLE,9.222129710169126,10.552009756113044
2022-04-20,UUP,XLE,9.089560235211497,5.784240491960361
2022-04-21,UUP,DBA,9.051260089255834,6.86077756126184
2022-04-22,UUP,SOL,9.048157694521233,8.081196955697632
2022-04-23,UUP,DBA,9.039109536826713,7.708012342887269
2022-04-24,UUP,DBA,9.024398634092263,7.580477935203448
2022-04-25,UUP,CASH,9.043567953826944,8.903550560331045
2022-04-26,UUP,CASH,9.071674050211787,10.445211264375912
2022-04-27,UUP,DBA,9.109349067162002,11.060691259873654
2022-04-28,UUP,DBA,9.04225153778931,15.417883101233722
2022-04-29,UUP,DBA,9.04225153778931,16.283056101530157
2022-04-30,UUP,USO,9.033209286251521,15.016619424853475
2022-05-01,UUP,DBA,9.030733152050036,14.463547353086994
2022-05-02,UUP,USO,8.916302213098197,15.86468797000987
2022-05-03,UUP,USO,9.084437614926205,15.063338172430868
2022-05-04,UUP,XLE,9.04512885058012,9.797876381660368
2022-05-05,UUP,USO,9.136879154677892,10.224744870163155
2022-05-06,UUP,USO,9.136879154677892,10.507433686635203
2022-05-07,UUP,USO,9.136879154677892,9.990668273975212
2022-05-08,UUP,USO,8.829255802008394,9.990668273975212
2022-05-09,UUP,SHV,8.829972692474911,10.095883792574526
2022-05-10,UUP,SHV,8.833939583649869,10.685881057997538
2022-05-11,UUP,USO,8.922449303968783,10.382478508764079
2022-05-12,UUP,USO,9.025155346182066,11.186518830483623
2022-05-13,UUP,USO,9.025155346182066,11.656977582805172
2022-05-14,UUP,SHV,9.016130190835884,10.577528752778806
2022-05-15,UUP,SHV,8.998400869740218,10.577528752778806
2022-05-16,UUP,SHV,8.960849132067024,9.302620032504349
2022-05-17,UUP,SHV,8.983551433721033,6.663685001690255
2022-05-18,UUP,SHV,8.937459797341894,6.8446827235620455
2022-05-19,SHV,UUP,8.947216723834384,3.8524032299809448
2022-05-20,UUP,SHV,8.947216723834384,5.735663373336756
2022-05-21,SHV,UUP,8.947216723834384,5.476523098533342
2022-05-22,SHV,UUP,8.90660672884238,6.214043168952353
2022-05-23,SHV,XLE,8.916277157747464,6.214043168952353
2022-05-24,SHV,XLE,9.008349899627412,8.113867955365476
2022-05-25,SHV,XLE,9.058519045945694,7.508505102480431
2022-05-26,XLE,SHV,9.140942735357077,7.6532337231585865
2022-05-27,XLE,SHV,9.140942735357077,7.81586208890695
2022-05-28,SHV,XLE,9.140942735357077,6.908843449067027
2022-05-29,XLE,SHV,9.140942735357077,8.016322341767896
2022-05-30,XLE,SHV,9.071033551475937,8.016322341767896
2022-05-31,XLE,USO,9.139457208711486,7.1230161388581
2022-06-01,XLE,SHV,9.115895388404352,7.137387578572077
2022-06-02,USO,SHV,9.22346442879621,6.332246211732049
2022-06-03,USO,SHV,9.22346442879621,5.573058956502653
2022-06-04,SHV,USO,9.22346442879621,6.197961386336099
2022-06-05,USO,SHV,9.166957418227096,4.366599622368895
2022-06-06,XLE,USO,9.38000193211614,3.869844874183403
2022-06-07,XLE,USO,9.491760244996422,5.307620353900269
2022-06-08,XLE,USO,9.339897144077717,16.487149810538458
2022-06-09,USO,XLE,9.212009779915094,14.498788720758954
2022-06-10,USO,XLE,9.212009779915094,11.408879987086294
2022-06-11,USO,XLE,9.212009779915094,10.324606926219587
2022-06-12,USO,XLE,8.983365690741644,8.566981396694258
2022-06-13,USO,XLE,8.896968135264018,8.800641253625507
2022-06-14,USO,XLE,8.722300187260451,6.551587971603602
2022-06-15,USO,EEM,8.616586297075624,3.4244753375491617
2022-06-16,USO,GLD,8.360472453321899,6.427544528169098
2022-06-17,USO,GLD,8.360472453321899,3.380178347991396
2022-06-18,UUP,USO,8.352111980868576,3.339086291120485
2022-06-19,UUP,USO,8.352111980868576,2.911075455291136
2022-06-20,UUP,USO,8.372748274410808,2.911075455291136
2022-06-21,UUP,USO,8.208843298312683,2.1782120339844653
2022-06-22,UUP,AMZN,8.336403620481956,3.9170013137515114
2022-06-23,UUP,AMZN,8.476443637922108,4.805705002703223
2022-06-24,UUP,AMZN,8.476443637922108,3.5746336063510604
2022-06-25,UUP,AMZN,8.476443637922108,4.321863052641907
2022-06-26,UUP,AMZN,8.350904997978885,4.825175359070124
2022-06-27,UUP,CASH,8.36662229276146,4.416081082351921
2022-06-28,UUP,CASH,8.390621122481994,5.554574073408332
2022-06-29,UUP,CASH,8.377159909153917,6.6671088423571385
2022-06-30,UUP,CASH,8.390642788047774,5.541070667850894
2022-07-01,UUP,CASH,8.390642788047774,4.758874694962644
2022-07-02,UUP,CASH,8.390642788047774,7.136770414108857
2022-07-03,UUP,XLV,8.382252145259727,6.182750892470327
2022-07-04,UUP,XLV,8.417779323383257,6.182750892470327
2022-07-05,UUP,TLT,8.35797381361347,8.321661596664393
2022-07-06,UUP,TLT,8.322659235480824,8.7543385101946
2022-07-07,UUP,CASH,8.311428700440501,9.083928743441284
2022-07-08,UUP,XLV,8.30311727174006,8.324775115225348
2022-07-09,UUP,XLV,8.30311727174006,7.003415239403065
2022-07-10,UUP,AAPL,8.281512213520084,5.54209569069321
2022-07-11,UUP,XLV,8.219144327302587,7.432319184111514
2022-07-12,UUP,AAPL,8.191985652566617,7.358138506421586
2022-07-13,AAPL,TLT,8.23422080433747,6.677863328682101
2022-07-14,AAPL,UUP,8.24899459550532,7.509591161972634
2022-07-15,XLV,AAPL,8.240745600909815,7.014953688414759
2022-07-16,AAPL,UUP,8.232504855308905,11.67752050491137
2022-07-17,AAPL,XLV,8.052530721672396,10.709306007185017
2022-07-18,ETH,AAPL,8.060896393023231,9.879345731728998
2022-07-19,AAPL,XLV,8.067469002560504,10.151970976349801
2022-07-20,AAPL,IWM,8.140876675154212,11.172580189389171
2022-07-21,AAPL,ETH,7.998286744777284,10.392357271033466
2022-07-22,AAPL,ETH,8.02922143274392,9.955480972816508
2022-07-23,AAPL,ETH,8.159248075675471,8.448044989255392
2022-07-24,AAPL,TLT,8.081058243359676,6.764320692451096
2022-07-25,AAPL,UUP,8.06857382724307,6.0846099597172465
2022-07-26,UUP,AAPL,8.172903319682904,6.682667738316301
2022-07-27,SHV,AAPL,8.180423282991658,9.349946765459526
2022-07-28,AAPL,SHV,8.31492555311306,11.116227830289127
2022-07-29,AAPL,ETH,8.231023613537984,11.99428458066564
2022-07-30,AAPL,ETH,8.19595341437215,14.210092699254695
2022-07-31,AAPL,ETH,8.057848059218184,12.88764104067372
2022-08-01,AAPL,NVDA,8.0309616622357,12.217710834233188
2022-08-02,AAPL,NVDA,8.264090915483093,11.212800791355296
2022-08-03,AAPL,NVDA,8.326554945375179,13.223840266909784
2022-08-04,AAPL,NVDA,8.271805643908097,11.677101865253967
2022-08-05,AAPL,NVDA,8.271805643908097,10.786702760447469
2022-08-06,AAPL,NVDA,8.271805643908097,9.203298992718159
2022-08-07,AAPL,NVDA,7.999303793676396,8.818892953634155
2022-08-08,IWM,AAPL,7.938016387969279,8.753226042265561
2022-08-09,AAPL,ETH,8.380190792597151,8.592759637536803
2022-08-10,ETH,AAPL,8.428332355473048,11.809363423929977
2022-08-11,ETH,IWM,8.676011301102733,14.35084545663645
2022-08-12,IWM,ETH,8.729404136154225,14.219019363316143
2022-08-13,IWM,XLF,8.72067473201807,15.657010844357487
2022-08-14,IWM,XLF,8.734899122087079,13.966020831139977
2022-08-15,IWM,XLF,8.765102827773202,14.374384203886983
2022-08-16,IWM,XLF,8.66937529662628,14.325103324487044
2022-08-17,AAPL,XLF,8.655641418745514,13.76763191531667
2022-08-18,SHV,AAPL,8.582085883728732,14.240086186374787
2022-08-19,SHV,AAPL,8.582085883728732,14.242707401634876
2022-08-20,SHV,AAPL,8.582085883728732,12.732661721049167
2022-08-21,SHV,AAPL,8.483266023464902,11.496127751051196
2022-08-22,SHV,XLE,8.627970820758573,11.496127751051196
2022-08-23,SHV,XLE,8.680605967074584,12.220843407182693
2022-08-24,SHV,XLE,8.714789555998685,13.434647482556048
2022-08-25,SHV,AAPL,8.542363239357798,13.436806751149595
2022-08-26,SHV,XLE,8.53382087611844,12.9176616968146
2022-08-27,SHV,XLE,8.53382087611844,11.324725156669532
2022-08-28,SHV,UUP,8.526363964864288,10.533337191278667
2022-08-29,SHV,UUP,8.525674307593812,9.5371292940367
2022-08-30,SHV,UUP,8.522748116737086,10.85433665312178
2022-08-31,SHV,UUP,8.560847842504298,13.07643265097156
2022-09-01,SHV,UUP,8.562304968742575,14.346687191877239
2022-09-02,SHV,UUP,8.562304968742575,12.77348189660128
2022-09-03,SHV,UUP,8.562304968742575,11.883542248768252
2022-09-04,SHV,UUP,8.562304968742575,15.002730119333037
2022-09-05,SHV,UUP,8.587466498678957,15.002730119333037
2022-09-06,SHV,UUP,8.556952567923183,16.008731854816237
2022-09-07,SHV,UUP,8.565701896015884,16.008731854816237
2022-09-08,SHV,UUP,8.535110333742994,16.008731854816237
2022-09-09,SHV,UUP,8.535110333742994,14.626118302210283
2022-09-10,SHV,UUP,8.535110333742994,13.080290361792349
2022-09-11,SHV,UUP,8.513180894542348,11.985496122599761
2022-09-12,SHV,UUP,8.569489075166864,11.985496122599761
2022-09-13,UUP,SHV,8.56075636950445,8.824637299557576
2022-09-14,UUP,XLE,8.444916163794659,6.716572132436207
2022-09-15,UUP,SHV,8.437237942917475,6.958245678601255
2022-09-16,UUP,SHV,8.437237942917475,6.637972245851809
2022-09-17,UUP,DBA,8.428800704974558,5.1168040516598845
2022-09-18,UUP,DBA,8.425933696920477,3.7819842416828955
2022-09-19,UUP,DBA,8.501443088099629,3.617022880552524
2022-09-20,DBA,UUP,8.514576523094476,4.896600019350353
2022-09-21,UUP,DBA,8.5223510820527,4.911090609650322
2022-09-22,UUP,SHV,8.581242795938813,6.29681917242779
2022-09-23,UUP,SHV,8.581242795938813,8.361124136439667
2022-09-24,UUP,SHV,8.581242795938813,8.7559327066179
2022-09-25,UUP,SHV,8.629356530519711,8.0041602859548
2022-09-26,UUP,SOL,8.478318121139331,9.720265239178355
2022-09-27,UUP,SOL,8.48584885872536,9.789713536032554
2022-09-28,UUP,SHV,8.461716072310393,6.425922206053134
2022-09-29,UUP,SHV,8.460177250403161,5.736294692780452
2022-09-30,UUP,SHV,8.460177250403161,5.858427580985933
2022-10-01,UUP,SHV,8.460177250403161,4.48400402753082
2022-10-02,UUP,SHV,8.441729772723846,4.423963184972902
2022-10-03,UUP,SHV,8.385216254477603,3.5690883073699933
2022-10-04,SHV,SOL,8.371248752509686,4.61804855716889
2022-10-05,SHV,UUP,8.405239895967338,5.118231381033482
2022-10-06,SHV,UUP,8.422333160248044,5.117372244459304
2022-10-07,SHV,USO,8.413910827087797,5.618009763945883
2022-10-08,SHV,USO,8.413910827087797,5.618009763945883
2022-10-09,UUP,SHV,8.423910861805217,5.7507078975504164
2022-10-10,UUP,SHV,8.426679219667992,6.4067317685003715
2022-10-11,UUP,SHV,8.42706305020395,6.513733928285878
2022-10-12,UUP,SHV,8.399387608871624,7.450672941238528
2022-10-13,SHV,UUP,8.428542595233061,12.183673622744564
2022-10-14,SHV,UUP,8.428542595233061,12.183673622744564
2022-10-15,SHV,UUP,8.428542595233061,11.525834921190864
2022-10-16,SHV,UUP,8.385268775863572,10.377836325618542
2022-10-17,SHV,UUP,8.383250403441608,9.593035586652963
2022-10-18,SHV,UUP,8.413475711093495,10.727019192349765
2022-10-19,SHV,UUP,8.417013302621434,11.68856487145906
2022-10-20,SHV,UUP,8.381749213272194,11.68939295521099
2022-10-21,SHV,XLE,8.373367464058921,12.847969289213923
2022-10-22,SHV,XLE,8.373367464058921,11.688764223590685
2022-10-23,XLE,SHV,8.393112679174653,11.207291044703277
2022-10-24,XLE,SHV,8.398200459440911,11.507962346707597
2022-10-25,SHV,XLE,8.455736121920866,12.181394183160416
2022-10-26,XLE,SHV,8.471771135604008,14.522982653829974
2022-10-27,SHV,XLE,8.486151614480429,14.905429651940832
2022-10-28,SHV,XLE,8.486151614480429,12.427098769437306
2022-10-29,XLE,SHV,8.486151614480429,12.237604214216569
2022-10-30,SHV,XLE,8.521034845401088,17.295929387485316
2022-10-31,SHV,XLE,8.563463094457857,14.24363763878844
2022-11-01,SHV,XLE,8.460271248617806,15.774229468403822
2022-11-02,SHV,XLE,8.540428248679412,14.239294128198916
2022-11-03,SHV,XLE,8.592823117708765,13.832473952195576
2022-11-04,SHV,XLE,8.592823117708765,13.83192616542558
2022-11-05,SHV,XLE,8.592823117708765,13.083662057159621
2022-11-06,SHV,XLE,8.666999954190683,12.343383559538658
2022-11-07,SHV,XLE,8.671586877719683,13.084280019511326
2022-11-08,SHV,XLE,8.461222381793181,13.832503696098707
2022-11-09,SHV,XLV,8.562081610393262,14.638709779672242
