Date,Asset_1,Asset_2,Equity,Score_1
2020-06-26,AMZN,AAPL,1.0219699850874902,9.248208628870847
2020-06-27,AMZN,AAPL,1.0219699850874902,9.635440327837546
2020-06-28,AMZN,SOL,1.0530760978003761,8.287803123858183
2020-06-29,AAPL,SOL,1.061128443693577,8.026356968257362
2020-06-30,AMZN,SOL,1.0661817592891005,9.73712140823422
2020-07-01,AMZN,SOL,1.0347665959516332,10.945516988251297
2020-07-02,AMZN,AAPL,1.0337318293556816,11.231632574066353
2020-07-03,AMZN,GLD,1.032698097526326,11.027313338381928
2020-07-04,AMZN,MSFT,1.0316653994287996,11.701926330611318
2020-07-05,GLD,AMZN,1.0634482327937127,11.64857280522307
2020-07-06,AMZN,GLD,1.0569031815863095,13.05682859904896
2020-07-07,GLD,AMZN,1.0744515528528407,14.070174013904344
2020-07-08,GLD,AMZN,1.0906998341682088,13.656926247589533
2020-07-09,AMZN,GLD,1.092261636541292,11.966554750386887
2020-07-10,AMZN,GLD,1.092261636541292,11.234424292187445
2020-07-11,AMZN,QQQ,1.0911693749047509,14.757895656779084
2020-07-12,AMZN,SOL,1.1589730980369166,15.226234469381767
2020-07-13,SOL,AMZN,1.1416069136063431,15.207309635655196
2020-07-14,SOL,GLD,1.211260350938154,15.709255893877733
2020-07-15,SOL,GLD,1.0096278896569948,20.131933300551275
2020-07-16,GLD,TLT,1.0117167483781075,9.533542531054673
2020-07-17,GLD,AAPL,1.0107050316297295,10.628886633969582
2020-07-18,GLD,AAPL,1.0107050316297295,11.202074686190368
2020-07-19,GLD,AAPL,1.023790602205276,9.378303566591413
2020-07-20,GLD,AAPL,1.0228945557599296,10.518383880994204
2020-07-21,GLD,AAPL,1.0321064840697494,12.311098857379507
2020-07-22,GLD,XLV,1.0333060309923408,12.744383328977825
2020-07-23,GLD,TLT,1.0366702859703958,12.783305717717681
2020-07-24,GLD,XLV,1.0356336156844255,15.281478702077646
2020-07-25,GLD,ETH,1.044103027799292,15.445495273060526
2020-07-26,GLD,ETH,1.0744288565488291,14.476636887051377
2020-07-27,ETH,GLD,1.0707945876900384,16.23054338033408
2020-07-28,GLD,ETH,1.077408574173832,17.269818456421298
2020-07-29,GLD,ETH,1.1011803964463862,18.47893369086185
2020-07-30,ETH,GLD,1.1242329091865415,16.845255512702774
2020-07-31,GLD,ETH,1.1887238211893676,18.068446869103454
2020-08-01,ETH,GLD,1.1663071875894306,20.16051868705616
2020-08-02,ETH,GLD,1.191546974500097,18.621985087679466
2020-08-03,ETH,GLD,1.2097455217625932,19.65984163455854
2020-08-04,ETH,GLD,1.2335360879843569,20.561001165980528
2020-08-05,GLD,ETH,1.2315427710438764,19.714494857010024
2020-08-06,GLD,ETH,1.1976749070680295,20.318671086691047
2020-08-07,ETH,GLD,1.2205144062886022,15.208771901253304
2020-08-08,ETH,SOL,1.2620799532228786,17.65425977570754
2020-08-09,ETH,GLD,1.2663209722565032,17.717618617056225
2020-08-10,SOL,ETH,1.2749472706856917,19.13424863495554
2020-08-11,SOL,ETH,1.3827685804698535,18.079859806111706
2020-08-12,SOL,ETH,1.4469311831169276,17.797067702127972
2020-08-13,ETH,SOL,1.3947795975875652,20.23673748662509
2020-08-14,ETH,SOL,1.3421885290372073,21.715427939007718
2020-08-15,SOL,ETH,1.3854055865704549,24.7507334144265
2020-08-16,SOL,ETH,1.3198810394098663,23.180817633612058
2020-08-17,ETH,SOL,1.3601513329185972,21.472163624254794
2020-08-18,SOL,ETH,1.244523745814209,24.438904259317038
2020-08-19,SOL,ETH,1.3261697105546872,20.990949004167557
2020-08-20,SOL,ETH,1.227991953512435,20.70338170506563
2020-08-21,SOL,ETH,1.2546839516583874,16.152428731059317
2020-08-22,SOL,AAPL,1.3159879863891744,16.692032169414574
2020-08-23,SOL,AAPL,1.3283246913265394,20.961804995205252
2020-08-24,SOL,AAPL,1.3069646712948848,16.021752475255095
2020-08-25,SPY,AAPL,1.321080668394116,14.281584333473772
2020-08-26,SPY,AAPL,1.31462865101527,14.525517219300344
2020-08-27,SPY,XLK,1.3233104526749584,17.204749296012967
2020-08-28,SPY,XLK,1.3233104526749584,16.91250491584208
2020-08-29,SPY,XLK,1.3233104526749584,18.20877679402134
2020-08-30,SOL,SPY,1.3711843376680417,19.611179447895367
2020-08-31,SOL,SPY,1.314913756415323,22.244891939781947
2020-09-01,SPY,SOL,1.2971771285769145,16.98970751502994
2020-09-02,SPY,NVDA,1.2134688250764323,17.161873796300295
2020-09-03,SOL,DBA,1.2187317946003866,8.528453182165897
2020-09-04,SOL,DBA,1.0558332728900912,9.964718925129478
2020-09-05,DBA,XLF,1.0547774396172012,7.066299519627837
2020-09-06,DBA,NVDA,1.053722662177584,9.570837335716933
2020-09-07,DBA,NVDA,1.0212507421936052,9.570837335716933
2020-09-08,DBA,NVDA,1.0538863933552551,8.352626398256366
2020-09-09,DBA,NVDA,1.0407787420817605,7.932115796993127
2020-09-10,DBA,NVDA,1.039504257561209,9.640809541009334
2020-09-11,DBA,NVDA,1.039504257561209,9.738098329014203
2020-09-12,DBA,NVDA,1.039504257561209,7.7269638077235685
2020-09-13,DBA,NVDA,1.0644978713721096,8.540969515608918
2020-09-14,DBA,NVDA,1.0708552583587725,6.031138844854711
2020-09-15,DBA,NVDA,1.0501271072934326,6.529946590492698
2020-09-16,DBA,UUP,1.053259265772392,4.934479547150251
2020-09-17,DBA,UUP,1.0570723314432577,6.820300382527562
2020-09-18,DBA,GLD,1.0560152591118144,7.099254649587007
2020-09-19,DBA,XLF,1.0549592438527025,8.121470360080405
2020-09-20,DBA,XLF,1.0325874986336747,8.403279387414006
2020-09-21,DBA,UUP,1.0316384085311878,4.487663006427184
2020-09-22,DBA,UUP,1.032725701243651,3.9387343440092564
2020-09-23,UUP,DBA,1.0319163803425009,4.059238277420451
2020-09-24,UUP,DBA,1.0336867105067855,4.871645108860405
2020-09-25,UUP,DBA,1.0336867105067855,6.245514009249551
2020-09-26,UUP,TLT,1.0326530237962788,5.822818798311055
2020-09-27,UUP,TLT,1.029566468092054,10.43874660423823
2020-09-28,UUP,TLT,1.0277351014736071,8.713000657450305
2020-09-29,UUP,TLT,1.0228096672437708,6.2990459951518
2020-09-30,UUP,TLT,1.0228464444839667,6.803943552307626
2020-10-01,UUP,SHV,1.0229885580273608,5.401464942361858
2020-10-02,UUP,CASH,1.0219655694693335,5.009812605238172
2020-10-03,UUP,BTC,1.026762573772163,4.853835587990175
2020-10-04,UUP,NVDA,1.0462946011207044,4.253819108104752
2020-10-05,BTC,NVDA,1.0397009690084469,3.475765515592682
2020-10-06,UUP,NVDA,1.046647189183169,3.4177507412399124
2020-10-07,NVDA,IWM,1.0468566370831551,3.7542650777470947
2020-10-08,NVDA,IWM,1.0466987176581295,6.197212950749753
2020-10-09,IWM,BTC,1.0566100873299284,5.278136167702729
2020-10-10,EEM,IWM,1.0555534772425985,6.630549340687936
2020-10-11,IWM,NVDA,1.0757770845455479,7.021990645253164
2020-10-12,IWM,NVDA,1.0730387565721744,7.563042119880521
2020-10-13,NVDA,IWM,1.0619683858792477,7.494516990927876
2020-10-14,MSFT,NVDA,1.0533108326304839,4.794024906905317
2020-10-15,IWM,BTC,1.043036150817861,4.9403679609917805
2020-10-16,NVDA,MSFT,1.0419931146670431,5.270519964246942
2020-10-17,MSFT,NVDA,1.0419931146670431,5.540910731754609
2020-10-18,NVDA,MSFT,1.0172551663460077,6.991441115903312
2020-10-19,NVDA,XLK,1.0235520975084265,5.46122438147107
2020-10-20,NVDA,BTC,1.0569337776841188,6.06782195927367
2020-10-21,BTC,IWM,1.0708404068036401,11.321968945887772
2020-10-22,BTC,IWM,1.072526093445487,11.546152712513427
2020-10-23,BTC,IWM,1.0798464128563632,13.83878108700377
2020-10-24,IWM,BTC,1.0766793560730472,13.176338901667984
2020-10-25,BTC,EEM,1.0704553122131129,12.700699294574461
2020-10-26,BTC,EEM,1.0964963453738763,12.550004651675051
2020-10-27,BTC,EEM,1.0673907915974465,14.429206993592619
2020-10-28,BTC,EEM,1.0794546812811625,12.263698939698072
2020-10-29,BTC,EEM,1.077730966458094,12.260788640078752
2020-10-30,BTC,ETH,1.091272892346905,13.235260202596404
2020-10-31,BTC,ETH,1.103321726088231,15.73625276911204
2020-11-01,BTC,ETH,1.0774532624955302,15.816305636815805
2020-11-02,BTC,ETH,1.0995989410190201,14.790804150677646
2020-11-03,BTC,EEM,1.1229900985678356,15.682386694063053
2020-11-04,BTC,EEM,1.190017270638292,15.77745209723327
2020-11-05,BTC,ETH,1.2466521726404143,18.508700490383262
2020-11-06,BTC,ETH,1.1912810813528012,18.03554456336489
2020-11-07,BTC,ETH,1.2416037110871785,12.997890245022413
2020-11-08,BTC,ETH,1.2228433345575516,14.120434000320392
2020-11-09,BTC,ETH,1.2287858124359208,12.553974874432585
2020-11-10,BTC,ETH,1.263422894862808,12.015971317875364
2020-11-11,BTC,ETH,1.2838890450629423,12.497763775609737
2020-11-12,BTC,ETH,1.3044917331532848,14.750056178347332
2020-11-13,BTC,ETH,1.27461790572665,14.87550204363883
2020-11-14,BTC,ETH,1.252715574990253,13.636502364706889
2020-11-15,BTC,ETH,1.2998984257602737,14.134541001056958
2020-11-16,BTC,ETH,1.364886414259466,15.924659214907189
2020-11-17,BTC,ETH,1.3697757828331114,17.534862725227256
2020-11-18,BTC,ETH,1.3590610811308639,16.879491943986494
2020-11-19,BTC,ETH,1.444648893228967,16.13675914015856
2020-11-20,BTC,ETH,1.5017760902090636,15.592529213838308
2020-11-21,BTC,ETH,1.5025377771713597,15.058125368872458
2020-11-22,BTC,ETH,1.5701265857797306,14.319503444443304
2020-11-23,BTC,ETH,1.596025640356972,13.612792253286134
2020-11-24,BTC,ETH,1.5364632120872364,15.691208811209377
2020-11-25,BTC,ETH,1.4017578457733668,14.291498175959248
2020-11-26,IWM,EFA,1.4081479286857153,10.863223810926906
2020-11-27,EFA,IWM,1.4081479286857153,17.335557932052236
2020-11-28,EFA,DBA,1.4067397807570294,16.6870957932234
2020-11-29,EFA,IWM,1.377279846657312,17.57077887030037
2020-11-30,IWM,DBA,1.374770947209449,13.586371156474373
2020-12-01,EFA,IWM,1.3742061020142264,15.089392859568934
2020-12-02,EFA,IWM,1.3792241892518649,13.838381227228359
2020-12-03,ETH,EFA,1.330787591387516,12.905054587086441
2020-12-04,IWM,EFA,1.3294568037961285,13.382736857436699
2020-12-05,IWM,EFA,1.3294568037961285,11.531873892825608
2020-12-06,IWM,USO,1.3253960008954986,12.459132559748506
2020-12-07,IWM,USO,1.3341204032270344,12.562605360043822
2020-12-08,IWM,USO,1.3277740276122139,13.730590147635644
2020-12-09,IWM,USO,1.3504994639945804,10.85895570566552
2020-12-10,IWM,USO,1.3436053922722375,10.240928383276376
2020-12-11,IWM,USO,1.3436053922722375,9.681872678489142
2020-12-12,IWM,USO,1.3436053922722375,11.962056725585859
2020-12-13,USO,IWM,1.3492292279349976,12.181339079213434
2020-12-14,USO,IWM,1.373859851457773,12.938049164083047
2020-12-15,USO,IWM,1.3756119997849616,14.076965536001982
2020-12-16,USO,IWM,1.3926260528619931,12.95163488604618
2020-12-17,USO,IWM,1.3959757478194579,13.97155227298502
2020-12-18,USO,IWM,1.3959757478194579,14.472613370736108
2020-12-19,USO,IWM,1.3959757478194579,14.095023004383577
2020-12-20,USO,IWM,1.3781060055731529,13.395287211853692
2020-12-21,IWM,XLK,1.3905207266511859,11.05995928141201
2020-12-22,IWM,XLK,1.391162036741917,12.283230552400166
2020-12-23,IWM,AAPL,1.3946763341692343,11.569185024580744
2020-12-24,AAPL,IWM,1.3946763341692343,10.516010240216186
2020-12-25,IWM,AAPL,1.3946763341692343,10.238274357757476
2020-12-26,BTC,IWM,1.388940546023523,15.161023801897883
2020-12-27,BTC,IWM,1.4078358845811387,14.968326733314095
2020-12-28,BTC,AAPL,1.404273092142618,14.808971735065683
2020-12-29,BTC,AAPL,1.4362256473428834,14.17426434356542
2020-12-30,BTC,IWM,1.437509887161135,13.685277634171198
2020-12-31,BTC,DBA,1.4452931886354659,16.574662160140463
2021-01-01,BTC,DBA,1.5130238017473938,16.199265501181436
2021-01-02,BTC,DBA,1.5284415648229328,18.25081855631658
2021-01-03,BTC,DBA,1.5081357113941096,22.055820153626218
2021-01-04,BTC,DBA,1.5600029278553171,19.085011886290346
2021-01-05,BTC,DBA,1.621614936897589,21.03932259195307
2021-01-06,BTC,ETH,1.6884687453236369,24.5593860095832
2021-01-07,BTC,ETH,1.7180385807135554,31.868208486909392
2021-01-08,BTC,ETH,1.746516850950665,33.3020918901756
2021-01-09,BTC,ETH,1.6925044355999215,33.52658536890559
2021-01-10,BTC,ETH,1.5155713843235932,29.745295381076932
2021-01-11,BTC,ETH,1.4480809096077472,21.360562273901007
2021-01-12,BTC,ETH,1.5810893914548472,17.72213390978158
2021-01-13,BTC,ETH,1.682049813939473,20.484845174259604
2021-01-14,BTC,ETH,1.5991803372648916,22.133639232362952
2021-01-15,BTC,DBA,1.5835419627595366,15.688147199881438
2021-01-16,ETH,BTC,1.571342290430177,13.359967452144732
2021-01-17,ETH,DBA,1.5870661895256306,12.745006909862285
2021-01-18,ETH,DBA,1.6608979307643634,13.169379935683587
2021-01-19,ETH,BTC,1.6502281906989296,16.722151580253332
2021-01-20,ETH,XLV,1.4892180831227284,18.6175168933045
2021-01-21,EEM,XLV,1.479049680720168,13.580502540292388
2021-01-22,ETH,SOL,1.5091292307430788,14.402666168135806
2021-01-23,ETH,SOL,1.63564248522218,13.020071504310438
2021-01-24,ETH,SOL,1.6109082057183128,15.25804509641529
2021-01-25,SOL,ETH,1.7063797525247353,14.67672669297906
2021-01-26,SOL,ETH,1.5658691361472996,17.249256749260507
2021-01-27,SOL,ETH,1.643309045573578,11.727906664067516
2021-01-28,SOL,ETH,1.6768689934795489,10.541720038829071
2021-01-29,SOL,ETH,1.7581675194581243,12.498084118733793
2021-01-30,SOL,ETH,1.7274138166366335,14.97499034537545
2021-01-31,SOL,ETH,1.8332956458160599,11.411119613076279
2021-02-01,SOL,ETH,2.0615276756644443,13.591137788021125
2021-02-02,SOL,USO,2.1644781840654193,12.761168940586447
2021-02-03,SOL,USO,2.3096157625064984,11.718729776961467
2021-02-04,SOL,USO,2.3671647080038114,18.399023003265093
2021-02-05,SOL,USO,2.266034702113013,23.71770019712109
2021-02-06,SOL,USO,2.375364017403768,15.65351485391465
2021-02-07,SOL,MSFT,2.5837552544373183,13.270078732195826
2021-02-08,SOL,USO,2.5779144796401128,15.487407150001147
2021-02-09,SOL,USO,2.7885480649593086,14.579056473170542
2021-02-10,SOL,USO,2.7995427846226755,22.477001228717103
2021-02-11,SOL,MSFT,2.80440721414018,18.849755849453217
2021-02-12,SOL,USO,2.7236541684300857,19.989256953547113
2021-02-13,SOL,MSFT,2.721934002368232,20.502003331913308
2021-02-14,SOL,USO,2.7383240694352384,20.850260897582867
2021-02-15,SOL,USO,2.6686874228643176,19.400626400027534
2021-02-16,USO,SOL,2.671094858120851,14.838890434733482
2021-02-17,USO,SOL,2.773941813996059,16.0722085503754
2021-02-18,SOL,USO,3.1374440162025015,17.99889605097113
2021-02-19,SOL,BTC,2.940269053974317,22.433820958261418
2021-02-20,SOL,BTC,3.1371676609931614,26.882996564582776
2021-02-21,SOL,BTC,3.5230647759395723,26.60619016766498
2021-02-22,SOL,USO,3.6249479728424774,31.55723969667848
2021-02-23,SOL,USO,3.9137920954178065,32.15268621663764
2021-02-24,SOL,USO,3.5176133459592234,36.786472201374366
2021-02-25,SOL,USO,3.440943195102133,21.89643640198072
2021-02-26,SOL,USO,3.391970937924337,24.844589244735616
2021-02-27,SOL,USO,3.377592140890575,22.541537235006366
2021-02-28,SOL,XLE,3.6585706192194776,22.13123262177308
2021-03-01,SOL,XLE,3.5266661072052696,23.093218034100502
2021-03-02,SOL,XLE,3.572298404973156,20.335445320440808
2021-03-03,SOL,XLE,3.4861710682808145,18.438382084289305
2021-03-04,XLE,SOL,3.486518200316467,15.249789101709228
2021-03-05,XLE,USO,3.4830316821161507,15.164517270908897
2021-03-06,XLE,USO,3.4830316821161507,14.341764264488035
2021-03-07,XLE,USO,3.449483587565758,13.701680110756078
2021-03-08,XLE,SOL,3.573424373925015,13.852153133759895
2021-03-09,XLE,SOL,3.544634575116258,12.25534361272459
2021-03-10,XLE,XLF,3.5366226468124995,11.745383114228062
2021-03-11,XLE,SOL,3.3776400424677346,12.695637546835632
2021-03-12,XLE,XLF,3.3742624024252668,11.604583076887106
2021-03-13,XLE,XLF,3.3742624024252668,13.045941950305206
2021-03-14,XLE,XLF,3.345346858883714,12.001666176352664
2021-03-15,XLE,XLF,3.28023707920372,10.997104848168723
2021-03-16,XLE,XLF,3.3040153973962676,8.440757769049316
2021-03-17,XLE,XLF,3.2384117446268696,8.947047555681486
2021-03-18,XLF,SOL,3.2136160590699383,7.048923306399132
2021-03-19,SOL,XLF,3.2144288048062055,6.795958661569128
2021-03-20,XLF,SOL,3.228024888135856,5.936198813922685
2021-03-21,UUP,XLF,3.200766845789102,5.399710732284893
2021-03-22,SOL,UUP,3.13070031140495,5.396679491343671
2021-03-23,UUP,SOL,3.0745787016887447,6.303964133848447
2021-03-24,UUP,XLE,3.0814528479232974,8.001545145913305
2021-03-25,UUP,XLF,3.1006312600811174,8.556073523458345
2021-03-26,UUP,XLV,3.0975306288210365,8.718524109731833
2021-03-27,UUP,BTC,3.093803812112623,7.779685609455151
2021-03-28,XLF,UUP,3.0809337431972814,6.312190056367767
2021-03-29,BTC,UUP,3.1151098709688383,6.704065342566331
2021-03-30,BTC,UUP,3.1139010268967375,8.26563537829348
2021-03-31,UUP,BTC,3.111759810416886,7.316829991232302
2021-04-01,ETH,UUP,3.2390992304818336,8.204637095377647
2021-04-02,ETH,SPY,3.149194784736375,8.780698170897448
2021-04-03,SOL,SPY,3.2513016875918557,11.745476315905076
2021-04-04,SOL,ETH,3.1868108114199436,14.87430744535295
2021-04-05,SOL,SPY,3.319317759988274,12.255384813707762
2021-04-06,SOL,SPY,3.4223805815681625,12.692974194265163
2021-04-07,SOL,SPY,3.466429975342341,15.07551119402791
2021-04-08,SOL,SPY,3.5267491577348937,13.34912318643759
2021-04-09,SOL,SPY,3.4672762861060638,15.780811506933336
2021-04-10,SOL,SPY,3.5377088551155413,11.660497555284268
2021-04-11,SOL,SPY,3.5750978303877066,16.867594743868306
2021-04-12,SOL,NVDA,3.5593390752203073,15.900721212384926
2021-04-13,SOL,NVDA,3.45135296924251,16.619775358357902
2021-04-14,SOL,ETH,3.5948418481168867,16.03073393606856
2021-04-15,SOL,ETH,3.3762208061281007,19.675633003417147
2021-04-16,SOL,XLV,3.353090742073281,13.874811670576246
2021-04-17,SOL,SPY,3.8303835663355703,13.436941814356612
2021-04-18,SOL,SPY,3.7837990477384724,17.078914363573464
2021-04-19,SOL,SPY,3.7755713162386706,16.39266521024222
2021-04-20,SOL,MSFT,3.832841602343957,16.217921157814487
2021-04-21,SOL,XLV,4.195376314085821,15.724231791038804
2021-04-22,SOL,XLV,4.106621608556314,21.858706338032576
2021-04-23,SOL,XLV,4.315342842630916,21.3781562809581
2021-04-24,SOL,DBA,4.6618538637832625,26.89808939680704
2021-04-25,SOL,DBA,4.542341022911952,27.426984039260258
2021-04-26,SOL,DBA,4.504252031342395,20.359282660571477
2021-04-27,SOL,DBA,4.561456204803305,17.158287790070855
2021-04-28,SOL,DBA,4.431171251292267,16.88958930584057
2021-04-29,SOL,DBA,4.470348890981229,14.54903201485549
2021-04-30,SOL,DBA,4.81127703904013,14.539180188985204
2021-05-01,SOL,DBA,4.6841130018203,18.668772328576722
2021-05-02,SOL,DBA,4.6286618633581735,15.731637594064106
2021-05-03,ETH,DBA,4.523364451509772,13.929988012246643
2021-05-04,DBA,ETH,4.76305801380932,14.373673365429434
2021-05-05,DBA,ETH,4.777993642924945,15.8507934064283
2021-05-06,DBA,ETH,4.788707343488909,16.472736717834376
2021-05-07,DBA,ETH,5.075858848102285,16.596877623646606
2021-05-08,ETH,DBA,5.09289502371229,16.374280730103756
2021-05-09,ETH,DBA,5.061986290481663,16.963046113302145
2021-05-10,ETH,DBA,5.235241446143987,16.07820713245674
2021-05-11,ETH,DBA,4.97035037994301,17.529295788761644
2021-05-12,ETH,DBA,4.854835350952952,13.51530599784104
2021-05-13,ETH,GLD,5.109620811267555,10.911208353032102
2021-05-14,ETH,GLD,4.833452570271325,11.669011664090258
2021-05-15,XLF,GLD,4.828619117701053,8.049533462014647
2021-05-16,SOL,ETH,4.6014127695768945,10.143943777004539
2021-05-17,SOL,XLE,4.9872238508129,10.252834099871693
2021-05-18,SOL,GLD,4.057030155654609,9.643054034468053
2021-05-19,GLD,XLF,4.063318418997771,9.22792199546766
2021-05-20,GLD,XLF,4.0844441973550865,9.383812533589781
2021-05-21,GLD,XLF,4.0844441973550865,8.00306156074508
2021-05-22,GLD,XLF,4.0844441973550865,9.470422924067426
2021-05-23,GLD,XLF,4.097822017816799,10.342253575702966
2021-05-24,GLD,XLF,4.095791995268513,10.696461622694018
2021-05-25,GLD,XLF,4.098251024326002,12.124742121791725
2021-05-26,GLD,XLF,4.122560829782992,11.218255071821023
2021-05-27,GLD,XLF,4.134137709941651,11.872639426224183
2021-05-28,GLD,XLF,4.134137709941651,12.014597099589768
2021-05-29,GLD,XLF,4.134137709941651,13.040938077172347
2021-05-30,GLD,XLF,4.134137709941651,13.900254262994995
2021-05-31,GLD,XLF,4.141090062666459,13.900254262994995
2021-06-01,GLD,XLF,4.1544665803758765,13.224383978043305
2021-06-02,GLD,XLF,4.118681495644155,12.456195626466217
2021-06-03,NVDA,GLD,4.210516969945072,9.008417817919566
2021-06-04,NVDA,GLD,4.210516969945072,10.282279928056756
2021-06-05,NVDA,GLD,4.210516969945072,10.009472611588652
2021-06-06,NVDA,GLD,4.22383444599095,8.936355445359814
2021-06-07,NVDA,GLD,4.197886577327798,9.076007512602041
2021-06-08,NVDA,GLD,4.182466378258985,8.487881313823424
2021-06-09,NVDA,TLT,4.198850226393473,11.089933252052434
2021-06-10,NVDA,TLT,4.243685806752421,11.155823015692217
2021-06-11,NVDA,EFA,4.239442120945668,16.604873350259844
2021-06-12,NVDA,TLT,4.235202678824723,17.25850121222221
2021-06-13,NVDA,TLT,4.2419706829904715,15.199120734812318
2021-06-14,NVDA,EFA,4.21326479677681,16.072009353669475
2021-06-15,NVDA,EFA,4.202875023624156,14.7583101556924
2021-06-16,NVDA,EFA,4.288237658068072,15.375931582030438
2021-06-17,NVDA,QQQ,4.265016211292329,18.540615620858024
2021-06-18,NVDA,TLT,4.260751195081037,18.12773953876009
2021-06-19,NVDA,USO,4.256490443885956,16.08329244487155
2021-06-20,NVDA,USO,4.276349461887743,14.427802035196308
2021-06-21,USO,NVDA,4.332265346020803,14.57511546168004
2021-06-22,NVDA,USO,4.364969858217913,14.925814462331708
2021-06-23,USO,NVDA,4.387215404416576,14.113924058783018
2021-06-24,USO,NVDA,4.385329327903196,14.953327696273035
2021-06-25,USO,NVDA,4.385329327903196,15.18155909622508
2021-06-26,NVDA,USO,4.385329327903196,14.237884398087473
2021-06-27,USO,NVDA,4.46426403575936,14.609148714998502
2021-06-28,NVDA,USO,4.484697009780968,14.228456998933245
2021-06-29,NVDA,USO,4.4815327558227525,14.411067666277265
2021-06-30,NVDA,USO,4.5382443986450856,14.301172793262957
2021-07-01,NVDA,MSFT,4.615043463156255,15.028628908279945
2021-07-02,MSFT,NVDA,4.615043463156255,15.236026828752605
2021-07-03,MSFT,AAPL,4.610428419693099,16.551438956838265
2021-07-04,MSFT,AAPL,4.610428419693099,14.807851958624942
2021-07-05,MSFT,AAPL,4.644441521244222,14.807851958624942
2021-07-06,AAPL,MSFT,4.705121839360264,15.691496741953785
2021-07-07,AAPL,XLK,4.656576089120882,17.425659891717793
2021-07-08,AAPL,MSFT,4.6866443537454945,14.68367874456307
2021-07-09,AAPL,XLK,4.681957709391749,15.694503729006476
2021-07-10,AAPL,XLK,4.681957709391749,17.231706204425755
2021-07-11,AAPL,XLK,4.673974591625877,15.975431963925848
2021-07-12,AAPL,QQQ,4.68771930155155,15.241466370774997
2021-07-13,AAPL,MSFT,4.752212702764051,16.279838157576318
2021-07-14,AAPL,MSFT,4.729091148679719,16.287887875380985
2021-07-15,AAPL,MSFT,4.693452177171269,16.688467740119364
2021-07-16,AAPL,MSFT,4.693452177171269,13.344501758621703
2021-07-17,AAPL,MSFT,4.693452177171269,12.000137787156051
2021-07-18,AAPL,MSFT,4.599030125521495,13.727052840794892
2021-07-19,MSFT,AAPL,4.677933566088465,9.238817588215829
2021-07-20,AAPL,MSFT,4.683347408980346,10.64598578666939
2021-07-21,MSFT,QQQ,4.73353259450764,9.880551723620144
2021-07-22,MSFT,QQQ,4.790368295181919,10.293831871150726
2021-07-23,MSFT,XLV,4.785577926886737,11.905846766577238
2021-07-24,MSFT,XLV,4.785577926886737,11.146363637510603
2021-07-25,MSFT,AAPL,4.782595481525226,12.3024704219956
2021-07-26,MSFT,AAPL,4.726199076222051,11.931141915560339
2021-07-27,MSFT,AAPL,4.694739283819495,10.310913527183699
2021-07-28,XLV,MSFT,4.69803576941598,9.172966295631353
2021-07-29,XLV,GLD,4.676962725874834,9.44227408668106
2021-07-30,XLV,MSFT,4.672285763148959,9.793018091777915
2021-07-31,XLV,BTC,4.5750319464061375,8.257379304273918
2021-08-01,XLV,BTC,4.533916427212741,6.561295645990634
2021-08-02,XLV,TLT,4.562074673876278,6.87246909612895
2021-08-03,XLV,MSFT,4.542990754991184,8.913616403103
2021-08-04,XLV,ETH,4.614647792969395,7.895284614104844
2021-08-05,XLV,MSFT,4.607649730382597,7.1539132585258045
2021-08-06,BTC,DBA,4.696534947736225,8.13732024255068
2021-08-07,ETH,BTC,4.545316252184224,12.315356603861499
2021-08-08,ETH,BTC,4.794755821315678,9.805823794115698
2021-08-09,ETH,BTC,4.73460457005871,12.080652485489203
2021-08-10,ETH,BTC,4.7520461434797845,11.250770939844628
2021-08-11,ETH,BTC,4.600584805238497,13.845135452823959
2021-08-12,ETH,BTC,4.985533005345641,14.392114704863596
2021-08-13,ETH,BTC,4.9066168628664215,15.918228719619158
2021-08-14,ETH,BTC,4.937869292574523,17.347705150408228
2021-08-15,ETH,SOL,5.216875575725317,18.859336289645213
2021-08-16,SOL,ETH,5.174104664715462,19.261567700770737
2021-08-17,SOL,ETH,5.514325442142633,20.247223871644046
2021-08-18,SOL,ETH,5.6709255371377,29.067765683589467
2021-08-19,SOL,ETH,5.996329144395643,31.575137207754988
2021-08-20,SOL,ETH,5.751606037646638,30.302221702900663
2021-08-21,SOL,BTC,5.733208125804893,24.739471011470666
2021-08-22,SOL,BTC,5.860603752602782,22.920794470525678
2021-08-23,SOL,ETH,5.530505360755149,24.233475308822772
2021-08-24,SOL,ETH,5.626341437936555,21.73200884828706
2021-08-25,SOL,ETH,5.649209792219731,22.25410109897699
2021-08-26,SOL,ETH,6.283288075331019,24.45157702204705
2021-08-27,SOL,ETH,6.565421988368216,29.891771352420502
2021-08-28,SOL,ETH,6.471997007644764,29.213476404244314
2021-08-29,SOL,XLF,6.970028146001957,26.42042021249115
2021-08-30,SOL,MSFT,6.878537190465387,26.934724054737476
2021-08-31,SOL,ETH,7.353736700511193,29.98473382130068
2021-09-01,SOL,ETH,7.8769584690508285,32.94549324713604
2021-09-02,SOL,ETH,8.600588385796401,37.52742614978804
2021-09-03,SOL,ETH,8.323837611179114,40.856010460172996
2021-09-04,SOL,ETH,8.481166618459214,34.88646993332681
2021-09-05,SOL,ETH,9.121597054771199,33.26407824289681
2021-09-06,SOL,QQQ,9.361950389071708,39.54587849264156
2021-09-07,SOL,AAPL,9.788662164457236,46.01578553282466
