date,ticker,old_lev,new_lev,reason
2005-01-03,DOW,2.5,2.5,LEVERAGE UP to 2.5x: 12m=3.1% | 3m=5.0% | GoldenX
2005-01-04,TBOND,1.0,1.0,DELEVERAGE: Mom decay 2.5% vs peak 4.3%
2005-01-04,XLE,1.0,1.0,DELEVERAGE: Short-term reversal -3.0%
2005-01-04,PLATINUM,1.0,1.0,DELEVERAGE: Short-term reversal -4.1%
2005-01-04,GOLD,1.0,1.0,DELEVERAGE: Short-term reversal -4.9%
2005-01-05,DAX,1.0,1.0,DELEVERAGE: Mom decay 6.6% vs peak 11.1%
2005-01-05,GBPUSD,1.0,1.0,DELEVERAGE: Short-term reversal -3.1%
2005-01-05,RUSSELL2000,1.0,1.0,DELEVERAGE: Short-term reversal -3.4%
2005-01-06,DAX,3.0,3.0,LEVERAGE UP to 3.0x: 12m=6.1% | 3m=6.4% | 1m=2.6% | >5%>SMA200 | GoldenX
2005-01-06,HANGSENG,1.0,1.0,DELEVERAGE: Short-term reversal -3.7%
2005-01-07,DAX,1.0,1.0,DELEVERAGE: Mom decay 6.1% vs peak 11.1%
2005-01-07,DOW,1.0,1.0,DELEVERAGE: Mom decay 0.1% vs peak 0.9%
2005-01-10,DAX,3.0,3.0,LEVERAGE UP to 3.0x: 12m=4.8% | 3m=7.2% | 1m=2.5% | >5%>SMA200 | GoldenX
2005-01-12,NIKKEI,1.0,1.0,DELEVERAGE: Mom decay 7.3% vs peak 13.2%
2005-01-12,XLE,3.0,3.0,LEVERAGE UP to 3.0x: 12m=30.0% | Strong12m | >5%>SMA200 | GoldenX
2005-01-12,RUSSELL2000,1.0,1.0,DELEVERAGE: Short-term reversal -3.9%
2005-01-13,TBOND,1.5,1.5,LEVERAGE UP to 1.5x: 12m=0.7% | GoldenX
2005-01-13,COPPER,1.0,1.0,DELEVERAGE: Pullback 2.3%
2005-01-14,TBOND,1.0,1.0,DELEVERAGE: Mom decay 0.8% vs peak 4.3%
2005-01-14,COPPER,3.0,3.0,LEVERAGE UP to 3.0x: 12m=32.3% | Strong12m | 3m=10.9% | >5%>SMA200 | GoldenX
2005-01-14,SILVER,1.0,1.0,DELEVERAGE: Pullback 2.2%
2005-01-18,TBOND,1.5,1.5,LEVERAGE UP to 1.5x: 12m=1.6% | GoldenX
2005-01-18,RUSSELL2000,3.0,3.0,LEVERAGE UP to 3.0x: 12m=5.8% | 3m=9.2% | >5%>SMA200 | GoldenX
2005-01-18,EURUSD,1.0,1.0,DELEVERAGE: Short-term reversal -2.8%
2005-01-19,TBOND,1.0,1.0,DELEVERAGE: Mom decay 1.6% vs peak 4.3%
2005-01-19,RUSSELL2000,1.0,1.0,DELEVERAGE: Mom decay 3.3% vs peak 5.8%
2005-01-20,TBOND,1.5,1.5,LEVERAGE UP to 1.5x: 12m=1.0% | GoldenX
2005-01-20,CRUDE,1.0,1.0,DELEVERAGE: Pullback 3.0%
2005-01-20,DAX,1.0,1.0,DELEVERAGE: Mom decay 1.7% vs peak 3.0%
2005-01-21,TBOND,1.0,1.0,DELEVERAGE: Mom decay 2.3% vs peak 4.3%
2005-01-21,PLATINUM,2.5,2.5,LEVERAGE UP to 2.5x: 12m=24.9% | Strong12m | 1m=4.0%
2005-01-21,CRUDE,3.0,3.0,LEVERAGE UP to 3.0x: 12m=34.1% | Strong12m | 1m=6.3% | >5%>SMA200 | GoldenX
2005-01-21,XLF,1.0,1.0,DELEVERAGE: Short-term reversal -2.7%
2005-01-21,NATGAS,1.0,1.0,DELEVERAGE: Mom decay -0.8% vs peak 6.2%
2005-01-21,GOLD,1.0,1.0,DELEVERAGE: Short-term reversal -3.5%
2005-01-24,TBOND,2.5,2.5,LEVERAGE UP to 2.5x: 12m=3.3% | 1m=2.0% | GoldenX
2005-01-24,NATGAS,1.5,1.5,LEVERAGE UP to 1.5x: 12m=5.3% | GoldenX
2005-01-25,TBOND,1.0,1.0,DELEVERAGE: Mom decay 2.0% vs peak 4.3%
2005-01-25,NATGAS,1.0,1.0,DELEVERAGE: Short-term reversal -6.1%
2005-01-25,RUSSELL2000,1.0,1.0,DELEVERAGE: Mom decay 0.8% vs peak 1.4%
2005-01-25,SP500,1.0,1.0,DELEVERAGE: Mom decay 1.1% vs peak 1.9%
2005-01-26,TBOND,2.5,2.5,LEVERAGE UP to 2.5x: 12m=3.2% | 1m=2.4% | GoldenX
2005-01-26,PLATINUM,3.0,3.0,LEVERAGE UP to 3.0x: 12m=28.4% | Strong12m | 3m=5.5% | 1m=6.5%
2005-01-27,RUSSELL2000,3.0,3.0,LEVERAGE UP to 3.0x: 12m=5.6% | 3m=5.1% | >5%>SMA200 | GoldenX
2005-01-27,SILVER,1.0,1.0,DELEVERAGE: Short-term reversal -2.4%
2005-01-28,COPPER,1.0,1.0,DELEVERAGE: Pullback 2.2%
2005-01-28,RUSSELL2000,1.0,1.0,DELEVERAGE: Short-term reversal -6.2%
2005-01-31,COPPER,3.0,3.0,LEVERAGE UP to 3.0x: 12m=29.5% | Strong12m | 3m=13.1% | >5%>SMA200 | GoldenX
2005-01-31,RUSSELL2000,3.0,3.0,LEVERAGE UP to 3.0x: 12m=7.4% | 3m=6.9% | >5%>SMA200 | GoldenX
2005-01-31,HANGSENG,1.0,1.0,DELEVERAGE: Short-term reversal -3.6%
2005-02-01,RUSSELL2000,1.0,1.0,DELEVERAGE: Short-term reversal -3.6%
2005-02-01,SP500,2.5,2.5,LEVERAGE UP to 2.5x: 12m=4.8% | 3m=5.2% | GoldenX
2005-02-02,RUSSELL2000,3.0,3.0,LEVERAGE UP to 3.0x: 12m=9.1% | 3m=7.9% | >5%>SMA200 | GoldenX
2005-02-02,SP500,3.0,3.0,LEVERAGE UP to 3.0x: 12m=5.0% | 3m=5.5% | >5%>SMA200 | GoldenX
2005-02-02,COPPER,1.0,1.0,DELEVERAGE: Short-term reversal -5.9%
2005-02-04,XLF,2.5,2.5,LEVERAGE UP to 2.5x: 12m=7.1% | >5%>SMA200 | GoldenX
2005-02-07,TBOND,3.0,3.0,LEVERAGE UP to 3.0x: 12m=3.6% | 1m=3.9% | >5%>SMA200 | GoldenX
2005-02-07,DAX,3.0,3.0,LEVERAGE UP to 3.0x: 12m=7.6% | 3m=7.3% | >5%>SMA200 | GoldenX
2005-02-07,DOW,1.0,1.0,DELEVERAGE: Mom decay 1.2% vs peak 2.1%
2005-02-08,PLATINUM,1.0,1.0,DELEVERAGE: Pullback 2.5%
2005-02-08,EURUSD,1.0,1.0,DELEVERAGE: Mom decay 0.1% vs peak 0.3%
2005-02-08,NATGAS,2.5,2.5,LEVERAGE UP to 2.5x: 12m=14.1% | 1m=2.7% | GoldenX
2005-02-10,XLF,1.0,1.0,DELEVERAGE: Mom decay 3.6% vs peak 7.1%
2005-02-10,SP500,1.0,1.0,DELEVERAGE: Mom decay 3.4% vs peak 6.6%
2005-02-11,XLF,3.0,3.0,LEVERAGE UP to 3.0x: 12m=4.6% | 1m=2.1% | >5%>SMA200 | GoldenX
2005-02-11,SP500,2.5,2.5,LEVERAGE UP to 2.5x: 12m=4.6% | >5%>SMA200 | GoldenX
2005-02-11,DOW,1.5,1.5,LEVERAGE UP to 1.5x: 12m=1.0% | GoldenX
2005-02-14,SP500,3.0,3.0,LEVERAGE UP to 3.0x: 12m=5.3% | 1m=2.4% | >5%>SMA200 | GoldenX
2005-02-14,HANGSENG,3.0,3.0,LEVERAGE UP to 3.0x: 12m=3.2% | 1m=3.8% | >5%>SMA200 | GoldenX
2005-02-14,DOW,2.5,2.5,LEVERAGE UP to 2.5x: 12m=1.5% | 1m=2.7% | GoldenX
2005-02-14,NIKKEI,3.0,3.0,LEVERAGE UP to 3.0x: 12m=11.3% | 3m=6.1% | 1m=2.4% | GoldenX
2005-02-14,NATGAS,1.0,1.0,DELEVERAGE: Short-term reversal -5.5%
2005-02-15,XLF,1.0,1.0,DELEVERAGE: Mom decay 4.1% vs peak 7.1%
2005-02-15,COPPER,3.0,3.0,LEVERAGE UP to 3.0x: 12m=19.7% | Strong12m | 3m=6.8% | 1m=3.7% | >5%>SMA200 | GoldenX
2005-02-15,DOW,1.0,1.0,DELEVERAGE: Mom decay 1.1% vs peak 2.1%
2005-02-15,NATGAS,1.5,1.5,LEVERAGE UP to 1.5x: 12m=13.3% | GoldenX
2005-02-16,XLF,2.5,2.5,LEVERAGE UP to 2.5x: 12m=3.9% | >5%>SMA200 | GoldenX
2005-02-16,DOW,2.5,2.5,LEVERAGE UP to 2.5x: 12m=1.5% | >5%>SMA200 | GoldenX
2005-02-16,EURUSD,1.5,1.5,LEVERAGE UP to 1.5x: 12m=4.2% | GoldenX
2005-02-16,RUSSELL2000,3.0,3.0,LEVERAGE UP to 3.0x: 12m=8.0% | 1m=2.2% | >5%>SMA200 | GoldenX
2005-02-17,HANGSENG,1.0,1.0,DELEVERAGE: Mom decay 2.5% vs peak 5.9%
2005-02-17,COPPER,1.0,1.0,DELEVERAGE: Mom decay 15.7% vs peak 29.5%
