Entry,Exit,Ticker,MaxLev,PnL%,Reason
2017-01-25,2017-02-09,BTC,3.0,30.89,TRAIL
2017-02-07,2017-02-10,NATGAS,1.0,-3.07,STOP:-3.1%
2017-02-03,2017-02-13,PLATINUM,1.0,-0.5,TRAIL
2017-02-10,2017-02-13,NATGAS,2.0,-5.93,STOP:-3.0%
2017-02-03,2017-02-14,COPPER,3.0,13.97,TRAIL
2017-02-13,2017-02-16,NATGAS,1.0,-3.06,STOP:-3.1%
2017-01-30,2017-02-22,XLE,1.0,-2.07,TRAIL
2017-02-16,2017-02-22,PLATINUM,1.0,-1.23,TRAIL
2017-01-30,2017-02-23,RUSSELL2000,3.0,9.38,TRAIL
2017-02-14,2017-02-23,COPPER,1.0,-3.24,STOP:-3.2%
2017-01-10,2017-02-24,HANGSENG,3.0,16.1,TRAIL
2017-01-30,2017-02-24,DAX,3.0,3.14,TRAIL
2017-02-09,2017-02-25,BTC,3.0,45.09,PULL:2.5%
2017-02-22,2017-03-01,PLATINUM,1.0,1.69,TRAIL
2017-01-19,2017-03-02,XLF,3.0,23.57,TRAIL
2017-01-31,2017-03-02,GOLD,1.0,1.93,TRAIL
2017-03-01,2017-03-02,PLATINUM,1.0,-2.85,STOP:-2.9%
2017-02-24,2017-03-03,HANGSENG,1.0,-1.72,TRAIL
2017-01-31,2017-03-06,DOW,3.0,16.47,TRAIL
2017-02-23,2017-03-06,COPPER,2.0,0.02,TRAIL
2017-02-23,2017-03-06,RUSSELL2000,1.0,-0.74,TRAIL
2017-02-25,2017-03-07,BTC,3.0,20.9,TRAIL
2017-03-02,2017-03-07,NATGAS,1.0,0.71,PULL:2.7%
2017-03-03,2017-03-07,XLV,2.0,-2.16,TRAIL
2017-02-07,2017-03-08,FTSE,2.0,4.13,TRAIL
2017-02-22,2017-03-08,XLE,1.0,-2.4,TRAIL
2017-03-07,2017-03-08,BTC,3.0,-18.03,STOP:-6.0%
2017-03-06,2017-03-09,COPPER,1.0,-2.76,STOP:-2.8%
2017-03-08,2017-03-10,BTC,3.0,-8.68,STOP:-2.9%
2017-03-07,2017-03-14,NATGAS,1.0,4.04,PULL:3.5%
2017-02-13,2017-03-15,DXY,1.0,-0.22,TRAIL
2017-03-02,2017-03-16,USDJPY,1.0,-0.63,TRAIL
2017-03-08,2017-03-16,XLV,2.0,1.51,TRAIL
2017-03-10,2017-03-16,BTC,3.0,19.1,TRAIL
2017-03-14,2017-03-16,NATGAS,1.0,-1.23,PULL:2.7%
2017-03-16,2017-03-17,BTC,2.0,-14.75,STOP:-7.4%
2017-03-17,2017-03-18,BTC,2.0,-22.98,STOP:-11.5%
2017-03-02,2017-03-20,XLF,3.0,-2.07,TRAIL
2017-02-24,2017-03-21,DAX,2.0,2.68,TRAIL
2017-03-06,2017-03-21,DOW,1.0,-1.37,TRAIL
2017-03-07,2017-03-21,RUSSELL2000,1.0,-2.06,TRAIL
2017-03-08,2017-03-21,FTSE,2.0,1.19,TRAIL
2017-03-09,2017-03-21,COPPER,1.0,1.56,PULL:2.6%
2017-03-16,2017-03-21,CRUDE,1.0,-2.89,STOP:-2.9%
2017-03-20,2017-03-21,XLF,1.0,-2.8,STOP:-2.8%
2017-03-15,2017-03-22,NIKKEI,1.0,-2.74,STOP:-2.7%
2017-03-16,2017-03-22,NATGAS,2.0,7.51,PULL:2.7%
2017-03-18,2017-03-22,BTC,2.0,7.73,PULL:6.4%
2017-03-22,2017-03-24,BTC,2.0,-10.64,STOP:-10.6%
2017-03-21,2017-03-29,COTTON,2.0,-1.82,TRAIL
2017-03-06,2017-03-31,HANGSENG,1.0,2.18,TRAIL
2017-03-24,2017-03-31,NIKKEI,1.0,-1.83,TRAIL
2017-03-21,2017-04-03,COPPER,1.0,-0.48,PULL:2.7%
2017-03-16,2017-04-05,XLV,1.0,-1.89,TRAIL
2017-03-23,2017-04-05,RUSSELL2000,1.0,-0.1,TRAIL
2017-03-22,2017-04-10,NATGAS,2.0,7.54,PULL:2.8%
2017-03-23,2017-04-10,DAX,3.0,4.01,TRAIL
2017-04-03,2017-04-10,COPPER,2.0,0.17,PULL:2.7%
2017-04-05,2017-04-10,SILVER,1.0,-1.5,TRAIL
2017-04-10,2017-04-11,NATGAS,1.0,-2.72,STOP:-2.7%
2017-03-21,2017-04-12,XLF,1.0,-1.57,TRAIL
2017-03-21,2017-04-12,XLK,1.0,-0.06,TRAIL
2017-03-24,2017-04-13,BTC,3.0,74.16,TRAIL
2017-03-21,2017-04-18,FTSE,1.0,-3.13,STOP:-3.1%
2017-03-31,2017-04-18,HANGSENG,1.0,-0.78,TRAIL
2017-04-10,2017-04-18,DAX,1.0,-1.64,TRAIL
2017-04-10,2017-04-18,COPPER,1.0,-2.81,STOP:-2.8%
2017-04-10,2017-04-18,XLE,1.0,-2.93,STOP:-2.9%
2017-04-12,2017-04-18,NATGAS,1.0,-1.32,PULL:2.5%
2017-03-31,2017-04-19,CRUDE,2.0,-0.32,TRAIL
2017-04-18,2017-04-21,NATGAS,1.0,-1.4,PULL:2.6%
2017-04-13,2017-04-23,BTC,3.0,9.73,TRAIL
2017-04-11,2017-04-24,PLATINUM,1.0,-0.9,TRAIL
2017-03-29,2017-04-25,GOLD,1.0,0.97,TRAIL
2017-04-19,2017-04-27,CRUDE,1.0,-2.91,STOP:-2.9%
2017-04-12,2017-04-28,XLF,2.0,2.84,TRAIL
2017-04-20,2017-04-28,RUSSELL2000,2.0,2.35,TRAIL
2017-04-18,2017-05-03,COPPER,1.0,0.16,TRAIL
2017-04-21,2017-05-04,NATGAS,1.0,2.74,PULL:2.7%
2017-04-05,2017-05-05,COTTON,3.0,19.59,TRAIL
2017-05-05,2017-05-08,NATGAS,1.0,-2.88,STOP:-2.9%
2017-04-23,2017-05-12,BTC,3.0,128.49,TRAIL
2017-04-28,2017-05-12,RUSSELL2000,1.0,-1.26,TRAIL
2017-05-12,2017-05-15,BTC,3.0,2.47,PULL:3.9%
2017-05-08,2017-05-16,NATGAS,3.0,1.83,TRAIL
2017-04-20,2017-05-17,SP500,1.0,0.05,TRAIL
2017-04-20,2017-05-17,NASDAQ,3.0,4.79,TRAIL
2017-04-20,2017-05-17,XLK,3.0,7.43,TRAIL
2017-04-24,2017-05-17,DAX,3.0,4.25,TRAIL
2017-04-25,2017-05-17,DOW,1.0,-1.85,TRAIL
2017-05-04,2017-05-17,XLF,2.0,-3.43,STOP:-3.4%
2017-05-15,2017-05-17,RUSSELL2000,1.0,-2.73,STOP:-2.7%
2017-04-27,2017-05-18,USDJPY,1.0,-0.06,TRAIL
2017-04-28,2017-05-18,HANGSENG,2.0,4.24,TRAIL
2017-05-17,2017-05-18,NIKKEI,2.0,-2.63,TRAIL
2017-05-17,2017-05-23,NATGAS,3.0,2.54,TRAIL
2017-05-17,2017-05-23,COTTON,2.0,-3.68,STOP:-3.7%
2017-05-16,2017-05-25,BTC,3.0,98.68,PULL:5.7%
2017-05-25,2017-05-26,BTC,3.0,-13.35,STOP:-4.4%
2017-05-26,2017-05-27,BTC,3.0,-22.28,STOP:-7.4%
2017-05-23,2017-05-30,NATGAS,2.0,-2.3,PULL:2.8%
2017-05-27,2017-05-30,BTC,3.0,20.1,PULL:3.6%
2017-05-30,2017-06-01,NATGAS,1.0,-4.36,STOP:-4.4%
2017-05-17,2017-06-06,DAX,2.0,0.93,TRAIL
2017-05-18,2017-06-07,USDJPY,1.0,-1.46,TRAIL
2017-05-30,2017-06-07,BTC,3.0,76.77,PULL:4.6%
2017-05-12,2017-06-08,FTSE,1.0,0.2,TRAIL
2017-05-17,2017-06-09,NASDAQ,3.0,9.82,TRAIL
2017-05-17,2017-06-09,XLK,3.0,7.8,TRAIL
2017-05-03,2017-06-12,COPPER,2.0,6.28,TRAIL
2017-05-18,2017-06-12,HANGSENG,3.0,6.82,TRAIL
2017-06-07,2017-06-12,BTC,3.0,-7.96,STOP:-2.7%
2017-06-07,2017-06-14,NATGAS,1.0,-2.88,STOP:-2.9%
2017-06-12,2017-06-14,BTC,3.0,-17.29,STOP:-5.8%
2017-06-09,2017-06-15,FTSE,1.0,-1.43,TRAIL
2017-06-14,2017-06-18,BTC,3.0,5.02,PULL:4.1%
2017-06-08,2017-06-19,GOLD,1.0,-2.52,STOP:-2.5%
2017-05-18,2017-06-20,EURUSD,1.0,-0.11,TRAIL
2017-06-12,2017-06-20,COPPER,1.0,-2.2,TRAIL
2017-06-01,2017-06-21,RUSSELL2000,1.0,0.23,TRAIL
2017-05-17,2017-06-22,XLF,2.0,4.39,TRAIL
2017-06-18,2017-06-24,BTC,3.0,7.11,PULL:5.0%
2017-06-24,2017-06-26,BTC,3.0,-14.98,STOP:-5.0%
2017-05-23,2017-06-27,DOW,1.0,1.78,TRAIL
2017-06-06,2017-06-27,DAX,2.0,-0.15,TRAIL
2017-06-09,2017-06-27,XLV,3.0,9.51,TRAIL
2017-06-14,2017-06-27,SP500,1.0,-0.76,TRAIL
2017-06-19,2017-06-28,FTSE,1.0,-1.81,TRAIL
2017-06-27,2017-06-29,DAX,1.0,-2.01,TRAIL
2017-06-27,2017-06-30,BTC,2.0,-2.81,STOP:-2.8%
2017-06-15,2017-07-03,NASDAQ,1.0,-0.9,TRAIL
2017-06-12,2017-07-04,HANGSENG,1.0,-1.24,TRAIL
2017-06-21,2017-07-05,COPPER,2.0,3.61,TRAIL
2017-06-27,2017-07-06,RUSSELL2000,2.0,-0.39,TRAIL
2017-07-03,2017-07-06,WHEAT,3.0,-9.92,STOP:-3.3%
2017-06-20,2017-07-07,NIKKEI,1.0,-1.49,TRAIL
2017-06-30,2017-07-07,BTC,3.0,4.57,PULL:3.4%
2017-07-07,2017-07-10,BTC,2.0,-5.8,STOP:-5.8%
2017-07-06,2017-07-13,WHEAT,3.0,-4.53,STOP:-4.5%
2017-07-10,2017-07-14,BTC,2.0,-5.87,STOP:-5.9%
2017-07-14,2017-07-15,BTC,2.0,-21.0,STOP:-10.5%
2017-07-15,2017-07-16,BTC,2.0,-6.91,STOP:-3.5%
2017-06-20,2017-07-19,USDJPY,1.0,0.29,TRAIL
2017-06-29,2017-07-21,DAX,1.0,-1.42,TRAIL
2017-07-16,2017-07-21,BTC,3.0,114.72,PULL:5.3%
2017-07-21,2017-07-23,BTC,3.0,7.04,PULL:2.8%
2017-06-27,2017-07-25,XLV,3.0,2.71,TRAIL
2017-07-21,2017-07-25,WHEAT,2.0,-5.06,STOP:-5.1%
2017-07-23,2017-07-25,BTC,3.0,-16.91,STOP:-5.6%
2017-06-22,2017-07-27,XLF,3.0,7.76,TRAIL
2017-07-06,2017-07-28,NASDAQ,3.0,14.05,TRAIL
2017-07-13,2017-07-28,RUSSELL2000,1.0,0.25,TRAIL
2017-07-25,2017-07-29,BTC,3.0,17.46,PULL:2.9%
2017-07-07,2017-07-31,NIKKEI,1.0,-0.02,TRAIL
2017-07-25,2017-08-01,WHEAT,1.0,-2.69,STOP:-2.7%
2017-07-29,2017-08-01,BTC,3.0,-0.9,PULL:5.5%
2017-06-26,2017-08-07,EURUSD,2.0,10.35,TRAIL
2017-07-27,2017-08-07,GBPUSD,1.0,-0.52,TRAIL
2017-07-25,2017-08-08,XLV,1.0,-1.37,TRAIL
2017-07-28,2017-08-08,XLE,1.0,-2.23,TRAIL
2017-08-07,2017-08-09,NIKKEI,1.0,-1.58,TRAIL
2017-06-28,2017-08-10,DOW,1.0,1.81,TRAIL
2017-07-04,2017-08-10,HANGSENG,3.0,24.28,TRAIL
2017-07-05,2017-08-10,COPPER,3.0,29.11,TRAIL
2017-07-19,2017-08-10,FTSE,1.0,-0.55,TRAIL
2017-07-28,2017-08-10,XLF,2.0,-0.64,TRAIL
2017-07-31,2017-08-10,CRUDE,1.0,-3.15,STOP:-3.1%
2017-08-01,2017-08-10,SP500,1.0,-1.54,TRAIL
2017-08-08,2017-08-10,WHEAT,1.0,-3.61,STOP:-3.6%
2017-08-08,2017-08-10,NASDAQ,1.0,-2.41,TRAIL
2017-08-09,2017-08-10,COFFEE,1.0,-2.91,STOP:-2.9%
2017-08-10,2017-08-11,HANGSENG,3.0,-6.13,TRAIL
2017-08-01,2017-08-15,BTC,3.0,161.54,PULL:3.3%
2017-08-10,2017-08-15,COPPER,2.0,-1.48,TRAIL
2017-08-10,2017-08-17,XLF,1.0,-0.89,TRAIL
2017-08-14,2017-08-17,DOW,1.0,-1.1,TRAIL
2017-08-14,2017-08-17,XLK,2.0,-3.03,TRAIL
2017-08-16,2017-08-17,SP500,1.0,-1.54,TRAIL
2017-08-11,2017-08-18,HANGSENG,2.0,1.22,TRAIL
2017-08-15,2017-08-18,BTC,3.0,-0.51,PULL:4.9%
2017-08-18,2017-08-20,BTC,3.0,-5.26,PULL:2.5%
2017-08-22,2017-08-29,DAX,1.0,-2.32,TRAIL
2017-08-20,2017-09-02,BTC,3.0,36.04,TRAIL
2017-08-22,2017-09-04,HANGSENG,3.0,3.71,TRAIL
2017-09-02,2017-09-04,BTC,3.0,-22.44,STOP:-7.5%
2017-08-17,2017-09-05,XLF,1.0,-1.5,TRAIL
2017-08-31,2017-09-05,NATGAS,1.0,-2.24,PULL:3.2%
2017-08-15,2017-09-08,COPPER,3.0,14.25,TRAIL
2017-09-04,2017-09-08,BTC,3.0,-0.54,TRAIL
2017-09-05,2017-09-12,COTTON,1.0,-6.05,STOP:-6.0%
2017-09-05,2017-09-13,GOLD,1.0,-1.18,TRAIL
2017-09-08,2017-09-13,COPPER,3.0,-2.0,PULL:2.8%
2017-09-13,2017-09-14,BTC,2.0,-37.48,STOP:-18.7%
2017-08-22,2017-09-21,XLK,2.0,2.76,TRAIL
2017-08-29,2017-09-21,XLV,1.0,2.97,TRAIL
2017-09-04,2017-09-22,HANGSENG,3.0,1.52,TRAIL
2017-09-21,2017-09-24,BTC,2.0,2.85,PULL:2.9%
2017-08-30,2017-09-25,NASDAQ,1.0,0.04,TRAIL
2017-08-07,2017-09-27,EURUSD,1.0,0.06,TRAIL
2017-09-12,2017-10-03,GBPUSD,1.0,0.8,TRAIL
2017-09-24,2017-10-04,BTC,3.0,14.84,PULL:4.1%
2017-09-22,2017-10-12,XLF,2.0,5.43,TRAIL
2017-09-13,2017-10-17,COPPER,3.0,22.24,TRAIL
2017-10-04,2017-10-19,HANGSENG,3.0,-2.33,TRAIL
2017-09-14,2017-10-23,XLE,1.0,2.64,TRAIL
2017-10-12,2017-10-24,SOYBEANS,1.0,-1.66,TRAIL
2017-09-01,2017-10-25,DOW,3.0,18.31,TRAIL
2017-09-01,2017-10-25,RUSSELL2000,1.0,5.65,TRAIL
2017-10-23,2017-10-25,FTSE,1.0,-1.03,TRAIL
2017-09-25,2017-10-26,XLV,1.0,1.01,TRAIL
2017-10-17,2017-10-27,COPPER,3.0,-2.74,STOP:-2.7%
2017-10-26,2017-10-27,EURUSD,1.0,-1.55,TRAIL
2017-10-24,2017-10-28,BTC,3.0,4.1,PULL:2.6%
2017-10-28,2017-11-06,BTC,3.0,66.21,TRAIL
2017-10-25,2017-11-07,RUSSELL2000,1.0,-0.96,TRAIL
2017-10-27,2017-11-07,COPPER,2.0,-0.71,TRAIL
2017-10-27,2017-11-07,XLF,2.0,-2.99,TRAIL
2017-09-08,2017-11-09,DAX,3.0,21.42,TRAIL
2017-11-07,2017-11-09,BTC,3.0,-0.03,PULL:4.2%
2017-10-25,2017-11-10,DOW,2.0,0.8,TRAIL
2017-10-25,2017-11-10,FTSE,1.0,-0.19,TRAIL
2017-11-09,2017-11-10,BTC,3.0,-22.07,STOP:-7.4%
2017-11-10,2017-11-11,BTC,3.0,-11.81,STOP:-3.9%
2017-11-11,2017-11-12,BTC,3.0,-19.23,STOP:-6.4%
2017-09-27,2017-11-13,NIKKEI,3.0,10.43,TRAIL
2017-11-06,2017-11-14,XLE,2.0,-3.0,STOP:-3.0%
2017-11-10,2017-11-14,NATGAS,1.0,-3.45,STOP:-3.5%
2017-08-31,2017-11-15,SP500,1.0,3.76,TRAIL
2017-10-19,2017-11-15,HANGSENG,3.0,7.38,TRAIL
2017-11-13,2017-11-15,NIKKEI,2.0,-3.15,TRAIL
2017-11-07,2017-11-16,COPPER,2.0,-1.27,TRAIL
2017-09-21,2017-11-20,USDJPY,1.0,-0.45,TRAIL
2017-11-14,2017-11-20,GOLD,1.0,-0.54,TRAIL
2017-11-12,2017-11-23,BTC,3.0,105.31,PULL:2.6%
2017-11-15,2017-11-27,HANGSENG,3.0,5.78,TRAIL
2017-11-16,2017-11-28,COPPER,1.0,0.89,TRAIL
2017-11-20,2017-11-29,CRUDE,3.0,4.31,TRAIL
2017-11-27,2017-11-30,HANGSENG,2.0,-3.43,TRAIL
2017-11-09,2017-12-01,DAX,1.0,-2.44,TRAIL
2017-11-14,2017-12-05,XLE,1.0,1.78,TREND_REV
2017-11-20,2017-12-05,RUSSELL2000,2.0,1.78,TRAIL
2017-11-28,2017-12-05,COPPER,1.0,-4.89,STOP:-4.9%
2017-11-29,2017-12-05,XLV,1.0,-0.86,TRAIL
2017-11-15,2017-12-06,NIKKEI,3.0,0.68,TRAIL
2017-11-30,2017-12-06,HANGSENG,1.0,-3.26,STOP:-3.3%
2017-12-01,2017-12-06,CRUDE,2.0,-4.11,STOP:-4.1%
2017-11-15,2017-12-08,EURUSD,1.0,-0.18,TRAIL
2017-11-23,2017-12-08,BTC,3.0,318.36,PULL:7.4%
2017-12-08,2017-12-09,BTC,3.0,-25.19,STOP:-8.4%
2017-12-06,2017-12-11,COTTON,1.0,-2.89,STOP:-2.9%
2017-10-03,2017-12-13,GBPUSD,1.0,0.33,TRAIL
2017-12-09,2017-12-13,BTC,3.0,24.31,PULL:5.8%
2017-12-06,2017-12-14,NIKKEI,2.0,4.67,TRAIL
2017-12-13,2017-12-19,BTC,3.0,25.02,PULL:8.8%
2017-12-19,2017-12-20,BTC,3.0,-19.44,STOP:-6.5%
2017-12-08,2017-12-22,DAX,1.0,-0.62,TRAIL
2017-12-22,2017-12-24,BTC,3.0,2.04,PULL:5.3%
2017-12-05,2017-12-26,NASDAQ,3.0,7.72,TRAIL
2017-12-05,2017-12-26,XLK,3.0,5.88,TRAIL
2017-12-24,2017-12-28,BTC,3.0,4.89,PULL:9.3%
2017-12-28,2017-12-30,BTC,2.0,-11.33,STOP:-11.3%
2017-12-30,2018-01-01,BTC,2.0,5.44,PULL:3.5%
2017-12-11,2018-01-04,COPPER,3.0,25.55,TRAIL
2018-01-01,2018-01-07,BTC,2.0,20.65,PULL:6.0%
2018-01-07,2018-01-08,BTC,2.0,-15.87,STOP:-7.9%
2017-12-26,2018-01-12,NIKKEI,3.0,9.97,TRAIL
2018-01-12,2018-01-16,XLE,3.0,-3.8,TRAIL
2018-01-08,2018-01-17,COPPER,2.0,-2.16,TRAIL
2018-01-17,2018-01-23,COPPER,1.0,-2.43,TRAIL
2017-12-13,2018-01-24,FTSE,1.0,1.96,TRAIL
2018-01-04,2018-01-25,DAX,1.0,0.99,TRAIL
2018-01-23,2018-01-26,PLATINUM,2.0,1.93,TRAIL
2018-01-24,2018-01-29,BTC,2.0,-1.11,PULL:4.2%
2017-11-07,2018-01-30,XLF,3.0,38.87,TRAIL
2017-11-10,2018-01-30,DOW,3.0,34.0,TRAIL
2017-12-08,2018-01-30,HANGSENG,3.0,41.56,TRAIL
2017-12-26,2018-01-30,GOLD,1.0,4.0,TRAIL
2018-01-16,2018-01-30,XLE,3.0,-2.15,TRAIL
2018-01-25,2018-01-30,NATGAS,2.0,-14.62,STOP:-7.3%
2018-01-29,2018-01-30,BTC,2.0,-21.07,STOP:-10.5%
2017-12-05,2018-01-31,RUSSELL2000,1.0,3.84,TRAIL
2017-12-06,2018-01-31,CRUDE,3.0,31.34,TRAIL
2018-01-26,2018-02-01,DAX,1.0,-2.52,STOP:-2.5%
2018-01-30,2018-02-01,BTC,1.0,-9.26,STOP:-9.3%
2018-01-30,2018-02-02,DOW,3.0,-6.4,TRAIL
2018-01-30,2018-02-02,XLE,1.0,-3.13,STOP:-3.1%
2018-01-30,2018-02-02,XLF,3.0,-3.03,TRAIL
2018-01-31,2018-02-02,RUSSELL2000,1.0,-1.76,TRAIL
2018-01-31,2018-02-02,XLV,2.0,-2.75,TRAIL
2018-02-01,2018-02-02,BTC,1.0,-3.71,STOP:-3.7%
2018-02-02,2018-02-04,BTC,1.0,-6.27,STOP:-6.3%
2018-02-01,2018-02-05,NIKKEI,1.0,-3.42,STOP:-3.4%
2018-02-02,2018-02-05,DOW,3.0,-13.81,STOP:-4.6%
2018-02-02,2018-02-05,XLF,3.0,-15.12,STOP:-5.0%
2018-02-02,2018-02-05,XLV,1.0,-4.43,STOP:-4.4%
2018-02-04,2018-02-05,BTC,1.0,-15.97,STOP:-16.0%
2017-12-14,2018-02-06,GBPUSD,2.0,3.98,TRAIL
2018-01-30,2018-02-06,HANGSENG,3.0,-6.17,STOP:-6.2%
2018-02-02,2018-02-06,CRUDE,2.0,-3.15,STOP:-3.1%
2018-01-30,2018-02-07,PLATINUM,1.0,-1.87,TRAIL
2018-01-30,2018-02-07,GOLD,1.0,-1.78,TRAIL
2018-02-06,2018-02-07,CRUDE,2.0,-5.05,STOP:-2.5%
2017-12-20,2018-02-08,EURUSD,1.0,3.6,TRAIL
2018-02-05,2018-02-08,XLK,1.0,-2.65,STOP:-2.7%
2018-02-06,2018-02-08,NASDAQ,1.0,-4.76,STOP:-4.8%
2018-02-06,2018-02-09,HANGSENG,1.0,-3.56,STOP:-3.6%
2018-02-07,2018-02-09,CRUDE,1.0,-4.19,STOP:-4.2%
2018-02-05,2018-02-11,BTC,1.0,16.89,PULL:6.9%
2018-02-11,2018-02-13,BTC,1.0,5.76,PULL:3.7%
2018-02-13,2018-02-18,BTC,1.0,22.72,PULL:5.0%
2018-02-07,2018-02-20,WHEAT,1.0,-2.44,PULL:3.2%
2018-02-18,2018-02-21,BTC,2.0,2.63,PULL:6.3%
2018-02-08,2018-02-22,EURUSD,1.0,0.11,TRAIL
2018-02-14,2018-02-23,GOLD,1.0,-2.01,TRAIL
2018-02-22,2018-02-24,BTC,2.0,-3.84,PULL:4.7%
2018-02-14,2018-02-27,COPPER,1.0,-2.2,PULL:2.6%
2018-02-09,2018-02-28,CRUDE,1.0,4.12,PULL:3.6%
2018-02-16,2018-02-28,DOW,1.0,-0.75,PULL:2.6%
2018-02-24,2018-02-28,BTC,2.0,11.92,PULL:3.1%
2018-02-06,2018-03-01,GBPUSD,1.0,-1.36,TRAIL
2018-02-09,2018-03-01,XLK,3.0,5.52,PULL:3.3%
2018-02-13,2018-03-01,XLF,1.0,0.64,TRAIL
2018-02-20,2018-03-01,NASDAQ,2.0,-0.74,TRAIL
2018-02-27,2018-03-01,NIKKEI,1.0,-2.97,STOP:-3.0%
2018-02-09,2018-03-02,HANGSENG,1.0,3.65,PULL:2.9%
2018-02-26,2018-03-02,WHEAT,2.0,14.15,TRAIL
2018-02-02,2018-03-06,COTTON,3.0,25.38,TRAIL
2018-02-28,2018-03-06,BTC,2.0,7.35,TRAIL
2018-03-06,2018-03-07,BTC,2.0,-15.11,STOP:-7.6%
2018-02-28,2018-03-08,CRUDE,1.0,-2.47,PULL:4.0%
2018-03-07,2018-03-08,BTC,2.0,-11.45,STOP:-5.7%
2018-02-21,2018-03-09,SOYBEANS,2.0,-0.48,TRAIL
2018-03-02,2018-03-09,WHEAT,3.0,-0.61,PULL:2.6%
2018-03-08,2018-03-10,BTC,1.0,-5.63,STOP:-5.6%
2018-03-06,2018-03-12,COTTON,2.0,-1.34,TRAIL
2018-03-10,2018-03-12,BTC,1.0,3.82,PULL:3.9%
2018-03-01,2018-03-14,XLF,2.0,2.01,PULL:2.6%
2018-03-06,2018-03-15,NASDAQ,3.0,4.47,TRAIL
2018-03-15,2018-03-17,BTC,1.0,-4.63,STOP:-4.6%
2018-02-28,2018-03-19,CORN,2.0,0.13,TRAIL
2018-03-01,2018-03-19,XLK,3.0,6.28,TRAIL
2018-03-07,2018-03-19,XLV,1.0,-0.48,TRAIL
2018-03-09,2018-03-19,DOW,1.0,-2.86,STOP:-2.9%
2018-03-09,2018-03-19,SOYBEANS,1.0,-0.66,TRAIL
2018-03-14,2018-03-20,COPPER,1.0,-3.65,STOP:-3.6%
2018-03-02,2018-03-22,HANGSENG,3.0,4.78,TRAIL
2018-03-06,2018-03-22,RUSSELL2000,1.0,-1.17,TRAIL
2018-03-12,2018-03-22,DAX,1.0,-2.56,STOP:-2.6%
2018-03-19,2018-03-22,XLF,1.0,-3.49,STOP:-3.5%
2018-03-19,2018-03-22,XLK,1.0,-3.21,STOP:-3.2%
2018-03-12,2018-03-23,XLE,1.0,-1.73,PULL:2.6%
2018-03-22,2018-03-23,XLK,1.0,-2.67,STOP:-2.7%
2018-03-17,2018-03-24,BTC,1.0,9.49,PULL:2.9%
2018-03-24,2018-03-26,BTC,1.0,-5.29,STOP:-5.3%
2018-03-26,2018-03-27,BTC,1.0,-4.58,STOP:-4.6%
2018-03-26,2018-03-27,XLK,1.0,-3.21,STOP:-3.2%
2018-03-19,2018-03-28,WHEAT,1.0,-1.16,PULL:3.2%
2018-03-19,2018-03-28,COTTON,2.0,-0.6,PULL:2.8%
2018-03-22,2018-03-28,HANGSENG,1.0,-3.37,STOP:-3.4%
2018-03-23,2018-03-28,GOLD,1.0,-1.86,TRAIL
2018-03-27,2018-03-29,BTC,1.0,-8.52,STOP:-8.5%
2018-03-29,2018-03-30,BTC,1.0,-3.84,STOP:-3.8%
2018-03-08,2018-04-02,CRUDE,3.0,4.81,TRAIL
2018-03-19,2018-04-04,CORN,2.0,3.2,TRAIL
2018-03-20,2018-04-04,EURUSD,1.0,-0.47,TRAIL
2018-03-26,2018-04-04,SOYBEANS,1.0,-1.0,PULL:2.8%
2018-03-28,2018-04-04,COTTON,1.0,-1.36,PULL:2.9%
2018-03-22,2018-04-06,GBPUSD,1.0,-0.97,TRAIL
2018-04-06,2018-04-13,WHEAT,1.0,0.05,PULL:4.0%
2018-04-05,2018-04-17,CORN,2.0,-2.37,PULL:2.7%
2018-04-10,2018-04-17,HANGSENG,1.0,-2.17,PULL:2.7%
2018-04-09,2018-04-20,GBPUSD,1.0,-0.04,TRAIL
2018-04-09,2018-04-20,SOYBEANS,1.0,-1.74,PULL:3.0%
2018-04-10,2018-04-20,XLK,1.0,0.11,PULL:2.7%
2018-04-13,2018-04-20,WHEAT,1.0,-1.96,PULL:2.8%
2018-04-02,2018-04-23,GOLD,1.0,-1.46,TRAIL
2018-04-04,2018-04-23,COTTON,2.0,8.92,TRAIL
2018-04-11,2018-04-24,EURUSD,1.0,-1.25,TRAIL
2018-04-17,2018-04-24,DOW,1.0,-3.08,STOP:-3.1%
2018-04-20,2018-04-25,BTC,1.0,-0.0,TRAIL
2018-04-20,2018-04-27,COPPER,1.0,-2.73,STOP:-2.7%
2018-04-25,2018-04-27,BTC,1.0,1.6,PULL:3.2%
2018-04-17,2018-04-30,RUSSELL2000,1.0,-2.4,TRAIL
2018-04-27,2018-05-01,BTC,1.0,1.47,PULL:3.2%
2018-04-24,2018-05-03,XLF,1.0,-2.71,STOP:-2.7%
2018-04-20,2018-05-04,HANGSENG,1.0,-1.62,TRAIL
2018-04-23,2018-05-07,WHEAT,3.0,11.38,TRAIL
2018-04-27,2018-05-07,SOYBEANS,1.0,-4.09,STOP:-4.1%
2018-05-03,2018-05-07,BTC,1.0,-3.81,STOP:-3.8%
2018-05-04,2018-05-07,CORN,2.0,-2.76,TRAIL
2018-04-02,2018-05-08,CRUDE,3.0,28.8,TRAIL
2018-05-07,2018-05-10,BTC,1.0,-3.51,STOP:-3.5%
2018-05-07,2018-05-11,WHEAT,2.0,-4.77,STOP:-4.8%
2018-04-30,2018-05-14,COTTON,3.0,-1.16,TRAIL
