Date,Equity,Ret,Peak,DD
1980-12-19,100000.0,,100000.0,0.0
1980-12-22,100000.0,0.0,100000.0,0.0
1980-12-23,100000.0,0.0,100000.0,0.0
1980-12-24,100000.0,0.0,100000.0,0.0
1980-12-25,100000.0,0.0,100000.0,0.0
1980-12-26,100000.0,0.0,100000.0,0.0
1980-12-29,100000.0,0.0,100000.0,0.0
1980-12-30,100000.0,0.0,100000.0,0.0
1980-12-31,100000.0,0.0,100000.0,0.0
1981-01-02,100068.83604708541,0.0006883604708540769,100068.83604708541,0.0
1981-01-05,100286.78057358105,0.002177946052985824,100286.78057358105,0.0
1981-01-06,100299.03135614598,0.000122157501665221,100299.03135614598,0.0
1981-01-07,99804.39270311677,-0.004931639382167341,100299.03135614598,-0.0049316393821673505
1981-01-08,99652.15987438177,-0.0015253119087437206,100299.03135614598,-0.0064494290026317885
1981-01-09,99733.92412522926,0.0008204965246167983,100299.03135614598,-0.005634224212097472
1981-01-12,99764.81575511642,0.00030974044346598895,100299.03135614598,-0.005326228915737416
1981-01-13,99736.92865476306,-0.0002795284103146445,100299.03135614598,-0.00560426849375023
1981-01-14,99777.20424331087,0.00040381821548995944,100299.03135614598,-0.005202713383962592
1981-01-15,93292.09748772881,-0.0649958756086998,100299.03135614598,-0.0698604340807306
1981-01-16,100056.85116273642,0.07251154017517303,100299.03135614598,-0.002414581578057449
1981-01-19,100099.07579586073,0.00042200641568901354,100299.03135614598,-0.0019935941312856577
1981-01-20,99761.75576749108,-0.0033698615665300746,100299.03135614598,-0.00535673756157343
1981-01-21,99727.9932377914,-0.0003384315907427604,100299.03135614598,-0.005693356263102057
1981-01-22,99754.48813543678,0.0002656716212288135,100299.03135614598,-0.005429197205061809
1981-01-23,99768.37007453605,0.00013916104787603523,100299.03135614598,-0.005290791689957883
1981-01-26,99744.85564282324,-0.00023569024626990398,100299.03135614598,-0.005525234948231417
1981-01-27,99841.62513287898,0.0009701702351674335,100299.03135614598,-0.004560425131553062
1981-01-28,99876.09098465003,0.0003452052360444213,100299.03135614598,-0.004216794178142696
1981-01-29,99861.31306393158,-0.00014796254611848525,100299.03135614598,-0.0043641327966581255
1981-01-30,99976.84951506121,0.0011569690762593954,100299.03135614598,-0.0032122128870890687
1981-02-02,100153.8161333172,0.0017700759637293562,100299.03135614598,-0.0014478227841816125
1981-02-03,100191.08982250794,0.000372164442951739,100299.03135614598,-0.001076197169389903
1981-02-04,100094.07961367157,-0.0009682518576076271,100299.03135614598,-0.0020434069970891398
1981-02-05,100155.06110940858,0.0006092417850525056,100299.03135614598,-0.0014354101409632296
1981-02-06,100133.12354840206,-0.00021903597045935808,100299.03135614598,-0.0016541317049693792
1981-02-09,100107.14143172333,-0.00025947574347029434,100299.03135614598,-0.0019131782413857805
1981-02-10,100148.86306983506,0.00041676984793515004,100299.03135614598,-0.0014972057484552617
1981-02-11,93608.16531412656,-0.06530975545022011,100299.03135614598,-0.06670917905738506
1981-02-12,93499.1637855382,-0.0011644446638022776,100299.03135614598,-0.06779594457360734
1981-02-13,100520.96132203116,0.07510011054857202,100520.96132203116,0.0
1981-02-16,93450.26542434732,-0.07034051211500059,100520.96132203116,-0.07034051211500056
1981-02-17,100473.71626836597,0.07515709893520306,100520.96132203116,-0.0004700020079775532
1981-02-18,100441.75734571836,-0.0003180824183137698,100520.96132203116,-0.0007879349269159709
1981-02-19,100226.3775725168,-0.0021443250187292984,100520.96132203116,-0.0029305703570684048
1981-02-20,100145.30747031565,-0.0008088699219174211,100520.96132203116,-0.003737069828769944
