date,ticker,price,mom_12m,pct_from_high,rsi,fwd_6m,year,quarter,put_return
2004-01-09,BKNG,17.759410858154297,1.019015865274996,-0.5429222864709985,50.6726480788531,0.3529085776184544,2004,2004Q1,-1.0
2004-05-07,AXON,14.404999732971191,22.359447436220243,-0.5145745542267425,14.701801271803944,0.6136758951844048,2004,2004Q2,-1.0
2004-07-22,AXON,14.640000343322754,11.328421341745477,-0.5066554096136544,17.22726971255821,0.2001365630321057,2004,2004Q3,-1.0
2006-07-13,NVAX,83.0,3.6111111111111107,-0.500601675547276,36.936934614865805,-0.043373475591820365,2006,2006Q3,-0.6385543700681636
2006-10-02,NVAX,75.0,1.1428571428571428,-0.5487364538077795,52.586198958719734,-0.22399998982747393,2006,2006Q4,0.8666665818956162
2008-03-20,BIDU,20.790000915527344,1.0590274996713096,-0.501295311540475,32.022522475577446,0.468253885247893,2008,2008Q1,-1.0
2008-09-09,CSIQ,21.34000015258789,1.8153034785459763,-0.581568624459061,35.360148562659305,-0.8397375795763898,2008,2008Q3,5.997813163136582
2009-11-19,BLDR,3.2380149364471436,2.5981302264492485,-0.5367027755903712,49.19354018285128,0.028407832905131603,2009,2009Q4,-0.8
2009-11-20,NVAX,65.5999984741211,1.129870133087112,-0.5067669287660068,29.77098703147999,-0.298780471494267,2009,2009Q4,1.4898372624522251
2010-01-22,BLDR,3.359999895095825,2.3856257472494824,-0.5192490905793725,34.00000445047873,-0.22916666814495656,2010,2010Q1,0.9097222345413047
2010-02-24,NVAX,44.20000076293945,1.065420633216584,-0.6676691671959439,50.0,-0.085972831933676,2010,2010Q1,-0.28355973388603334
2010-02-26,AIG,15.569014549255371,1.3817299158327176,-0.5068684656343826,57.52545423105681,0.37222488169432766,2010,2010Q1,-1.0
2010-04-01,NVAX,46.599998474121094,1.4787234236828186,-0.6496240716231497,50.0,-0.06008582250524108,2010,2010Q2,-0.4992848124563243
2012-10-31,SRPT,21.329999923706055,2.5198020008433564,-0.5252615228393641,12.311551979143772,0.4781997561848663,2012,2012Q4,-1.0
2013-10-11,WKHS,7200.0,1.4,-0.5480225988700564,52.63157894736841,-0.5208333333333333,2013,2013Q4,3.3402777777777772
2014-04-28,PLUG,4.659999847412109,28.124999697320156,-0.5480116723811582,25.47170872278768,-0.06866946465715607,2014,2014Q2,-0.4277544611903661
2014-05-05,BLDP,3.3399999141693115,2.4432987790265392,-0.5145349042714767,35.89743307591468,-0.16167663944007327,2014,2014Q2,0.34730532866727726
2014-05-15,DQ,5.019999980926514,2.8975155506576087,-0.5422213968137571,15.371207896249942,0.39601592104184546,2014,2014Q2,-1.0
2014-05-19,CSIQ,21.709999084472656,1.7691324823898689,-0.5028623770378101,24.73684870965394,0.2404422589053241,2014,2014Q2,-1.0
2014-07-02,PLUG,4.550000190734863,14.166666699780357,-0.5586808917992244,59.16666385200411,-0.3406593682987352,2014,2014Q3,1.838828069156127
2014-07-17,DQ,5.1519999504089355,1.6861313850466302,-0.5301841932520278,27.956989444211985,-0.16537262575214995,2014,2014Q3,0.37810521460124963
2014-09-09,BLDP,3.4200000762939453,1.072727348916131,-0.5029069739235228,21.590912785411376,-0.3508771990976345,2014,2014Q3,1.923976659146954
2014-10-01,PLUG,4.409999847412109,5.211267578438665,-0.5722599740130697,34.46808407024969,-0.41950112667649897,2014,2014Q4,2.4958427223041584
2014-10-06,BLDP,3.0999999046325684,1.2627736451407467,-0.549418626007613,41.81818339450212,-0.28064513300757665,2014,2014Q4,1.3387094417298055
2016-01-15,WKHS,13350.0,1.119047619047619,-0.5240641711229946,12.701612903225808,0.30112359550561796,2016,2016Q1,-1.0
2016-10-26,BLNK,17.75,1.1515151515151514,-0.5069444444444444,31.42857142857143,-0.5070422535211268,2016,2016Q4,3.2253521126760565
2017-01-24,SRPT,30.739999771118164,1.5447019838794303,-0.5069767357913078,56.503688097179044,0.3838647115246858,2017,2017Q1,-1.0
2018-01-16,RIOT,18.280000686645508,4.600668469813195,-0.5264248339568947,37.79342560096603,-0.6559081112919104,2018,2018Q1,4.465900927432587
2018-03-27,BBBY,37.91999816894531,1.211078659615445,-0.5636363923693062,18.412782972879057,-0.30511599014134094,2018,2018Q1,1.5426332511778413
2018-04-04,BBBY,35.650001525878906,1.066666755123415,-0.589758332567321,25.430207507909486,-0.25525952031762245,2018,2018Q2,1.1271626693135204
2018-04-05,RIOT,7.21999979019165,1.0706426937079154,-0.8129533659170424,46.934455644911296,-0.5246537366301494,2018,2018Q2,3.3721144719179117
2018-04-09,ACB,673.944091796875,1.883168411969383,-0.5121869543420172,25.86478301186078,0.7577719414231245,2018,2018Q2,-1.0
2018-07-02,BBBY,33.95000076293945,1.0828222301844606,-0.6093210567685766,37.63144028362601,-0.5837997114313609,2018,2018Q3,3.864997595261341
2018-07-19,ACB,671.1668090820312,1.9471544778091983,-0.5141972023080896,13.709664923199853,0.15142759942188344,2018,2018Q3,-1.0
2018-08-09,RIOT,6.800000190734863,1.0497964848128118,-0.823834184985944,58.39552605609013,-0.6882353196919576,2018,2018Q3,4.735294330766314
2018-11-09,CRSP,36.369998931884766,1.1457225542671607,-0.5057752311212131,52.210210837002045,0.06323891406673066,2018,2018Q4,-0.95
2019-03-07,CLSK,34.400001525878906,1.1635221604526484,-0.5287671023852205,28.412700834728426,-0.7267442092565399,2019,2019Q1,5.0562017438044995
2019-04-01,CLSK,34.29999923706055,1.1847133537427736,-0.5301369967525953,34.036149077429386,-0.7521865834091361,2019,2019Q2,5.268221528409468
2019-04-29,BLNK,3.359999895095825,1.5263156290812936,-0.5805243696522506,59.459447268593905,-0.35416662379626107,2019,2019Q2,1.951388531635509
2019-10-31,WKHS,7590.0,2.359893758300133,-0.51252408477842,14.545454545454547,0.26877470355731226,2019,2019Q4,-1.0
2020-03-09,WKHS,7500.0,1.7563395810363835,-0.5183044315992292,30.80357142857143,6.884,2020,2020Q1,-1.0
2020-03-16,ENPH,27.450000762939453,2.033149191647752,-0.5354543798941375,24.326687473349537,1.5315116915256608,2020,2020Q1,-1.0
2020-04-01,WKHS,5130.0,1.5909090909090908,-0.6705202312138728,43.33333333333333,13.783625730994151,2020,2020Q2,-1.0
2020-04-03,ENPH,28.690000534057617,2.0136553733734943,-0.5144694455919524,52.10597756105733,2.15196927925558,2020,2020Q2,-1.0
2020-09-08,NVAX,85.30999755859375,14.6819846803793,-0.5220996012336617,7.541125240957626,1.0220373336843815,2020,2020Q3,-1.0
2020-09-11,BLNK,6.059999942779541,1.2696628350629244,-0.5190476381499385,42.992420907108766,5.693069596744477,2020,2020Q3,-1.0
2020-10-26,NVAX,87.37999725341797,18.548098737085525,-0.510503613566176,28.52239530030424,1.7954910957943069,2020,2020Q4,-1.0
2020-10-30,BBBY,56.099998474121094,4.327635317830314,-0.5413669178050621,18.997561205824596,0.3950089886781687,2020,2020Q4,-1.0
2020-11-02,GOTU,65.51000213623047,3.0214854790945704,-0.5009522358187828,7.15157664188699,-0.5866280103701997,2020,2020Q4,3.888566753084998
2020-11-13,MARA,2.390000104904175,1.0084033529263974,-0.5304518598709598,45.945950125672354,8.61924634394103,2020,2020Q4,-1.0
2020-12-31,FUBO,28.0,1.8084252006087826,-0.5483870967741935,49.37465285844523,0.07357140949794228,2020,2020Q4,-0.95
2021-01-04,BBBY,49.459999084472656,5.859916618971929,-0.5956507586014531,42.17775243898292,0.792559751379839,2021,2021Q1,-1.0
2021-01-04,GOTU,48.75,1.0806657859595048,-0.6286280306747333,22.350047472128736,-0.7218461452386318,2021,2021Q1,5.015384543655265
2021-01-04,FUBO,24.239999771118164,1.4191615432848197,-0.6090322617561587,47.75537628757566,0.20090762727794997,2021,2021Q1,-1.0
2021-01-27,BITF,1.8799999952316284,3.3720929394418206,-0.522842647733892,47.52679438652047,1.0957447166030576,2021,2021Q1,-1.0
2021-02-02,GME,22.5,21.784809851528,-0.7410146543384472,54.086120515852166,0.6972222222222222,2021,2021Q1,-1.0
2021-02-11,BB,12.460000038146973,1.0527182348887205,-0.5035856633952218,47.2926663687769,-0.18378811836613695,2021,2021Q1,0.5315676530511414
2021-02-23,WKHS,49395.0,3.7042857142857146,-0.6017174649250121,25.734992479146726,-0.4448830853325235,2021,2021Q1,2.707359044437696
2021-02-25,SOS,4530.0,2.2420826623725176,-0.528125,57.19101123595506,-0.5678807947019868,2021,2021Q1,3.7323399558498904
2021-02-26,EDIT,43.86000061035156,1.0905625151256024,-0.5157871525311177,22.419449162756308,0.4562243055876878,2021,2021Q1,-1.0
2021-03-04,NVAX,158.10000610351562,12.966432011107104,-0.5058293697904872,18.919634601100512,0.5943073233884508,2021,2021Q1,-1.0
2021-03-04,BTBT,13.449999809265137,32.62499902211131,-0.5404851520698349,28.035143505312718,-0.06096652092584831,2021,2021Q1,-0.4919456589512641
2021-03-05,FCEL,391.5,5.62436565326531,-0.5332617957826802,22.19873389267741,-0.508045961421416,2021,2021Q1,3.233716345178467
2021-03-05,MSTR,62.02399826049805,3.5312682280134453,-0.5127500205427986,25.368515886978074,0.12167872269879632,2021,2021Q1,-0.95
2021-03-05,BLNK,30.1299991607666,10.956348963815817,-0.5037879025849976,20.853856427798988,0.10521075886459763,2021,2021Q1,-0.95
2021-03-08,RUN,47.54999923706055,1.3516320896042608,-0.507253893916471,23.168750812839434,-0.0422712587546501,2021,2021Q1,-0.6477395103779159
2021-03-08,TLRY,224.1999969482422,1.237524987790684,-0.6491941706887222,27.775754320023665,-0.39384480041782677,2021,2021Q1,2.2820400034818897
2021-03-18,PLUG,36.36000061035156,11.848057099145063,-0.5031429289597866,35.07944145930561,-0.31325635604512003,2021,2021Q1,1.6104696337093336
2021-03-18,SNDL,14.600000381469727,1.3934427229059363,-0.5050847328315347,55.60345029575831,-0.5075342555233091,2021,2021Q1,3.2294521293609093
2021-03-18,JKS,35.39250946044922,2.4004796000468036,-0.5141062077746492,40.009084775026885,0.10343197095387824,2021,2021Q1,-0.95
2021-03-23,CHPT,458.6000061035156,1.4445628527883159,-0.5026030302564907,37.24007498731018,-0.11426077889030073,2021,2021Q1,-0.04782684258082722
2021-03-24,CLSK,19.540000915527344,14.507937351922665,-0.5162168553898207,44.11547267129979,-0.3981576418690532,2021,2021Q1,2.317980348908777
2021-03-24,CAN,17.8799991607666,5.061016566696546,-0.5087912524384194,46.99033235798216,-0.5738254897528543,2021,2021Q1,3.781879081273786
2021-03-24,AMC,90.19999694824219,1.5337078880442023,-0.5467336836771749,53.46395882411858,3.4434589950479984,2021,2021Q1,-1.0
2021-04-01,FUBO,22.440000534057617,1.7365854946365702,-0.6380645075151997,22.102887470663333,0.06773611917290778,2021,2021Q2,-0.95
2021-04-01,AMC,93.5999984741211,2.572518921698682,-0.5296482488737634,43.37260692360235,3.0662394477361605,2021,2021Q2,-1.0
2021-04-01,BTBT,14.329999923706055,28.979080265387818,-0.510420235750112,37.09450184648268,-0.4954640573924268,2021,2021Q2,3.1288671449368906
2021-04-01,SOS,3615.0,2.5441176470588234,-0.6234375,36.22526636225266,-0.558091286307054,2021,2021Q2,3.65076071922545
2021-04-01,TLRY,223.39999389648438,2.7864405745166843,-0.6504459357995319,33.20487991032499,-0.49462844847617693,2021,2021Q2,3.1219037373014746
2021-04-01,BB,8.600000381469727,1.5595240029685953,-0.6573705079375718,18.323593339971254,0.13139524542363867,2021,2021Q2,-0.95
2021-04-01,WKHS,42420.0,7.269005847953217,-0.6579583938074504,35.94232749742534,-0.458981612446959,2021,2021Q2,2.8248467703913254
2021-04-01,PLUG,35.2599983215332,9.65256765289366,-0.5181743895259402,29.334705362247718,-0.27566641714982376,2021,2021Q2,1.2972201429151982
2021-04-01,EDIT,42.83000183105469,1.315135234111064,-0.5271583024370095,43.774817552614174,-0.0408592090867278,2021,2021Q2,-0.659506590943935
2021-04-01,JKS,35.40082931518555,2.128676697412502,-0.5139919868326978,39.86345765108999,0.07661564538801513,2021,2021Q2,-0.95
2021-04-05,FCEL,407.1000061035156,8.762589895809368,-0.5146637910967693,34.581105864271294,-0.5261606705861002,2021,2021Q2,3.384672254884168
2021-04-05,SNDL,10.699999809265137,1.1659918391348358,-0.6372881420588089,19.444429432899497,-0.37383178236474335,2021,2021Q2,2.115264853039528
2021-04-05,SPCE,592.0,1.2839505097212376,-0.5017673587546156,32.28881950132423,-0.19493242212243977,2021,2021Q2,0.6244368510203315
2021-04-08,GME,42.564998626708984,51.067276911296766,-0.5100572941145889,41.646770498315334,0.004757505247953597,2021,2021Q2,-0.8
2021-04-12,CAN,13.140000343322754,3.1062500461004667,-0.6390109947116142,27.128902359160975,-0.5220700117409354,2021,2021Q2,3.350583431174462
2021-04-15,RUN,47.20000076293945,3.118673700333728,-0.5108808211094357,41.50058701842381,0.052118623828586896,2021,2021Q2,-0.95
2021-04-16,CLSK,18.940000534057617,10.141176472238191,-0.5310720272278153,42.02289925179509,-0.19693771862378862,2021,2021Q2,0.6411476551982386
2021-04-16,CHPT,445.3999938964844,1.295876257198373,-0.5169197463161774,53.749475339250786,-0.1055231267266773,2021,2021Q2,-0.12064061061102249
2021-04-19,GREE,165.21739196777344,1.4963502387486347,-0.5183098700573507,34.89208371527789,0.46776315200097685,2021,2021Q2,-1.0
2021-04-20,RIOT,38.560001373291016,34.054545943205014,-0.5050064105521086,36.50761047517816,-0.22717847054585882,2021,2021Q2,0.8931539212154903
2021-04-21,BLDP,20.06999969482422,1.0563523795248475,-0.5103684100269857,29.211293732047807,-0.1699053263210314,2021,2021Q2,0.4158777193419283
2021-04-22,MSTR,59.81999969482422,3.785217003430435,-0.5300642583534271,40.57939219402902,0.2674356599840806,2021,2021Q2,-1.0
2021-04-27,SKLZ,398.0,1.01010101010101,-0.5448307537883468,55.98315936667327,-0.4427135601714628,2021,2021Q2,2.6892796680955233
2021-05-04,HUT,25.049999237060547,7.4915250278485015,-0.5178056040582211,32.51589024341652,1.8063874328487626,2021,2021Q2,-1.0
2021-05-04,PACB,25.459999084472656,6.599999943064218,-0.502248322092593,28.861056732771416,0.08719565202408197,2021,2021Q2,-0.95
2021-05-05,PTON,82.62000274658203,1.2810601866947744,-0.506510550411013,11.39188098397068,0.08169934368925258,2021,2021Q2,-0.95
2021-05-10,BE,20.09000015258789,1.4204818904720011,-0.5289566369558556,42.2526461640754,0.5928322427552557,2021,2021Q2,-1.0
2021-05-10,VFF,8.369999885559082,1.4545453592034496,-0.5678885119815855,35.578136493021944,-0.08243728394918248,2021,2021Q2,-0.3130226337568126
2021-05-10,MARA,27.81999969482422,29.91111159089172,-0.5081329734910246,39.236242276524244,1.2940330839290999,2021,2021Q2,-1.0
2021-05-10,TWST,96.33000183105469,1.4617939995291338,-0.5368081874037842,33.32594850336319,0.4105678635937464,2021,2021Q2,-1.0
2021-05-10,BLNK,30.1299991607666,16.934523869922508,-0.5037879025849976,37.760560767474594,0.043478307659457816,2021,2021Q2,-0.8
2021-05-11,NVAX,138.17999267578125,4.639999701052296,-0.5680930333536638,29.704746486002705,0.2521349938006334,2021,2021Q2,-1.0
2021-05-13,OGI,9.720000267028809,1.076923210161604,-0.5949999888737997,44.26229380049133,-0.07818932181101179,2021,2021Q2,-0.3484223182415684
2021-05-13,FVRR,157.97000122070312,1.8964062810591122,-0.5110801663987209,16.95957778814224,0.11660440606827849,2021,2021Q2,-0.95
2021-05-13,NIO,31.219999313354492,8.07558104478069,-0.503182698320398,19.64282044045467,0.2668161469222987,2021,2021Q2,-1.0
2021-06-17,DQ,61.40999984741211,4.3877874295213495,-0.5052767162957368,27.680257310223467,-0.31884054820075924,2021,2021Q2,1.6570045683396604
2021-07-01,FUBO,30.959999084472656,1.9070422716827489,-0.5006451760568926,54.510398498827946,-0.47868217484078934,2021,2021Q3,2.9890181236732447
2021-07-01,CAN,7.619999885559082,3.0531914387692582,-0.7906593525788296,40.802673158455846,-0.3359580027856802,2021,2021Q3,1.799650023214002
2021-07-01,CLSK,16.229999542236328,5.877118755794405,-0.5981678685938302,38.128652544257726,-0.3783117413940733,2021,2021Q3,2.152597844950611
2021-07-01,PLUG,33.310001373291016,2.7553553329264178,-0.5448209724736075,55.09066229864923,-0.1341939668692812,2021,2021Q3,0.11828305724401005
2021-07-01,FCEL,258.0,2.7719297404165495,-0.6924177351518046,26.201929013874008,-0.38023258179657216,2021,2021Q3,2.168604848304768
2021-07-01,BTBT,6.300000190734863,3.8461541706288473,-0.7847625523673735,35.48387810045034,-0.006349200101906871,2021,2021Q3,-0.9470899991507761
2021-07-01,TLRY,178.39999389648438,1.5449357743188044,-0.7208574546839495,33.85826771653544,-0.5919282200536418,2021,2021Q3,3.9327351671136817
2021-07-01,BB,12.170000076293945,1.5460250088110126,-0.5151394465603856,32.82051198450645,-0.22021366379415053,2021,2021Q3,0.8351138649512545
2021-07-02,RIOT,36.22999954223633,14.820960762339775,-0.5349165746781086,52.9663971292975,-0.38365994463582276,2021,2021Q3,2.1971662052985232
2021-07-02,MSTR,63.56100082397461,4.416361540991459,-0.5006755898630114,54.93748374390616,-0.14335833913241014,2021,2021Q3,0.1946528261034179
2021-07-08,MARA,27.790000915527344,26.790000915527344,-0.5086633620795765,41.86380158644976,0.0658510206339562,2021,2021Q3,-0.95
2021-07-14,GME,41.904998779296875,40.0833329048032,-0.517654195830971,11.494938653582338,-0.2226464213850997,2021,2021Q3,0.855386844875831
2021-07-14,HUT,21.149999618530273,3.7528091067543077,-0.5928777804057619,58.80681907465633,0.6052010106513024,2021,2021Q3,-1.0
2021-07-16,BITF,3.1600000858306885,10.747212485688792,-0.5065583726062555,26.61123063019457,0.41772148651565666,2021,2021Q3,-1.0
2021-07-16,CHPT,459.20001220703125,1.2845771751593595,-0.5019522644175366,26.623718175425168,-0.35583628064102335,2021,2021Q3,1.9653023386751947
2021-07-23,DQ,59.06999969482422,1.698492523611391,-0.5241279223246119,47.102897182211265,-0.3138649231642342,2021,2021Q3,1.6155410263686185
2021-07-28,OGI,10.920000076293945,1.0073529340868177,-0.5449999968210856,53.20512624573751,-0.4981684999279504,2021,2021Q3,3.1514041660662535
2021-08-02,PENN,68.12000274658203,1.012407852799785,-0.5008426603849996,44.39728787477437,-0.33044628932226405,2021,2021Q3,1.7537190776855338
2021-08-04,AMC,298.3999938964844,6.27804863162157,-0.5229416564404726,40.21600786787477,-0.483243967485688,2021,2021Q3,3.0270330623807333
2021-08-13,GRWG,31.489999771118164,1.5191999816894532,-0.5123877535107855,28.243505327586803,-0.706573520537372,2021,2021Q3,4.888112671144767
2021-08-16,JKS,36.27440643310547,1.042154537573921,-0.5019988926696026,46.05969684311492,-0.10022927468141629,2021,2021Q3,-0.16475604432153088
2021-08-17,BLNK,30.260000228881836,1.865530210838779,-0.5016469100701472,32.37901376735742,-0.15994712875012884,2021,2021Q3,0.33289273958440707
2021-08-24,SNDL,7.699999809265137,1.2383720003443206,-0.7389830573130463,48.43304642044026,-0.3376623336411101,2021,2021Q3,1.8138527803425841
2021-09-14,GREE,570.0482788085938,4.812807469409528,-0.6757351194499885,50.103584957242184,-0.870888131391352,2021,2021Q3,6.257401094927934
2021-09-24,XPEV,35.34000015258789,1.0252148199124127,-0.5103228342910688,32.2891474713752,-0.23457840633088622,2021,2021Q3,0.9548200527573852
2021-09-28,PACB,24.8700008392334,1.5906249844779579,-0.5137829892996066,29.28832756691078,-0.5850422458151261,2021,2021Q3,3.8753520484593844
2021-10-01,BB,9.699999809265137,1.1179039237660224,-0.6135458302053957,39.67827677933149,-0.3041236976569205,2021,2021Q4,1.534364147141004
2021-10-01,RIOT,26.100000381469727,8.84905639327944,-0.664955072269169,37.40157438925396,-0.20574715558417955,2021,2021Q4,0.714559629868163
2021-10-01,OGI,9.079999923706055,1.1619048419182572,-0.621666669845581,35.29411558461457,-0.25991191116124557,2021,2021Q4,1.1659325930103799
2021-10-01,BLNK,28.280000686645508,1.6504217886067827,-0.534255597527835,42.48756190579217,-0.049151388375088034,2021,2021Q4,-0.5904050968742663
2021-10-01,BTBT,8.069999694824219,1.007462620177495,-0.7242910977582953,32.89280152184607,-0.5551424969108987,2021,2021Q4,3.626187474257489
2021-10-01,CAN,6.409999847412109,2.373684172551057,-0.8239011104750954,32.56172796353903,-0.1154445848258362,2021,2021Q4,-0.03796179311803168
2021-10-01,FUBO,24.40999984741211,1.277052167852013,-0.6062903250417402,36.029413827149405,-0.7316673399557896,2021,2021Q4,5.097227832964913
2021-10-01,MSTR,61.24599838256836,3.1115734934877928,-0.5188618552385694,43.209379915389974,-0.19834763299853364,2021,2021Q4,0.6528969416544471
