Date,Equity,Ret,Peak,DD
1980-12-19,100000.0,,100000.0,0.0
1980-12-22,100046.32102933667,0.0004632102933668225,100046.32102933667,0.0
1980-12-23,99972.62928111259,-0.0007365762925203301,100046.32102933667,-0.0007365762925202787
1980-12-24,100000.76391579394,0.0002814233744141692,100046.32102933667,-0.00045536020789182293
1980-12-25,83277.76339248728,-0.1672287277464034,100046.32102933667,-0.1676079386460631
1980-12-26,100078.18332337227,0.20173956704030083,100078.18332337227,0.0
1980-12-29,99968.7005350018,-0.0010939725795852118,100078.18332337227,-0.0010939725795852098
1980-12-30,99969.07610965836,3.7569224622391317e-06,100078.18332337227,-0.0010902197670931515
1980-12-31,100095.79448258188,0.0012675757129587684,100095.79448258188,0.0
1981-01-02,100176.0118265909,0.00080140573761045,100176.0118265909,0.0
1981-01-05,100175.18865533259,-8.217249252595593e-06,100176.0118265909,-8.21724925256914e-06
1981-01-06,100179.77355853321,4.5768850173155684e-05,100179.77355853321,0.0
1981-01-07,99798.19884023124,-0.003808899788329212,100179.77355853321,-0.003808899788329259
1981-01-08,99712.98699014354,-0.0008538415630537921,100179.77355853321,-0.004659489154434275
1981-01-09,99804.90851819627,0.0009218611419374856,100179.77355853321,-0.0037419234144895775
1981-01-12,99836.51483089957,0.00031668094458026097,100179.77355853321,-0.0034264274657506773
1981-01-13,99857.92291315677,0.00021443138608612244,100179.77355853321,-0.003212730813255339
1981-01-14,99839.3913709744,-0.00018557908718463967,100179.77355853321,-0.0033977136847882687
1981-01-15,94545.65515661144,-0.05302252088750181,100179.77355853321,-0.056240079227468646
1981-01-16,99998.89036118645,0.05767832689447161,100179.77355853321,-0.0018055860072499932
1981-01-19,100046.35214362192,0.00047462309095669397,100179.77355853321,-0.0013318198891050614
1981-01-20,99773.73224234021,-0.0027249359465935097,100179.77355853321,-0.004053126711808368
1981-01-21,99761.94469073914,-0.0001181428351546554,100179.77355853321,-0.004170790699082015
1981-01-22,99768.01413541511,6.08392778909117e-05,100179.77355853321,-0.004110205169085511
1981-01-23,99762.80939659219,-5.216841156985286e-05,100179.77355853321,-0.004162159157780491
1981-01-26,99772.67815729429,9.892224128194016e-05,100179.77355853321,-0.004063648646610967
1981-01-27,99860.88719174941,0.0008841000971835378,100179.77355853321,-0.003183141221590822
1981-01-28,99889.96882640859,0.00029122147296090084,100179.77355853321,-0.002892846747705006
1981-01-29,99829.54082032478,-0.0006049456896800587,100179.77355853321,-0.0034960424222140866
1981-01-30,99959.49392147877,0.0013017499638496854,100179.77355853321,-0.002198843431461072
1981-02-02,99995.30568143314,0.0003582627177214359,100179.77355853321,-0.001841368477363298
1981-02-03,99999.71370882583,4.408234329256189e-05,100179.77355853321,-0.001797367305908063
1981-02-04,99945.43594800125,-0.0005427791621746003,100179.77355853321,-0.0023391708945622934
1981-02-05,100009.14775817661,0.0006374659289944962,100179.77355853321,-0.0017031961073151161
1981-02-06,99984.93342685216,-0.00024212116458577349,100179.77355853321,-0.0019449048920759152
1981-02-09,99956.995578619,-0.00027942058143792803,100179.77355853321,-0.00222378202705809
1981-02-10,100001.53092801009,0.0004455450980023201,100179.77355853321,-0.0017792277242369315
1981-02-11,94361.14564177417,-0.05640298937319632,100179.77355853321,-0.058081863335010656
1981-02-12,94300.59808310555,-0.0006416577316523675,100179.77355853321,-0.058686252389985365
1981-02-13,100130.24486093824,0.06181982825490806,100179.77355853321,-0.0004943981787504485
1981-02-16,94247.85406100012,-0.0587473925396631,100179.77355853321,-0.059212746114535565
1981-02-17,100105.26127251353,0.06214897166488598,100179.77355853321,-0.0007437857301219589
1981-02-18,100088.36112090011,-0.00016882381004335034,100179.77355853321,-0.0009124839714245444
1981-02-19,99894.66686085325,-0.001935232607244819,100179.77355853321,-0.0028459507099342796
1981-02-20,99756.14950419546,-0.001386634151858468,100179.77355853321,-0.004228638569343881
1981-02-23,99860.79126016212,0.0010489754916036542,100179.77355853321,-0.003184098815962241
1981-02-24,99904.91701211515,0.00044187264487094424,100179.77355853321,-0.0027436331372566315
1981-02-25,99891.04878123432,-0.00013881429759010633,100179.77355853321,-0.0028820665793399458
1981-02-26,99946.5217047577,0.0005553342786985827,100179.77355853321,-0.002328332811006253
1981-02-27,100022.1659883728,0.0007568475853372281,100179.77355853321,-0.00157324741873494
1981-03-02,100171.66530686802,0.0014946618783739929,100179.77355853321,-8.09370133029646e-05
1981-03-03,100010.74984009043,-0.0016063970413653372,100179.77355853321,-0.0016872040376895536
1981-03-04,99986.7347192044,-0.00024012539576423464,100179.77355853321,-0.001926924292916541
1981-03-05,99933.44852930274,-0.0005329325940216512,100179.77355853321,-0.0024588299661762528
1981-03-06,99963.97834840293,0.00030550150674768517,100179.77355853321,-0.002154079635688083
1981-03-09,99944.64723264762,-0.00019338081651709693,100179.77355853321,-0.0023470438945263797
1981-03-10,99836.77604414138,-0.0010793093126352238,100179.77355853321,-0.0034238200208290557
1981-03-11,99818.90597907548,-0.00017899280980382404,100179.77355853321,-0.0036021999914671405
1981-03-12,100114.27043131099,0.002959003100048152,100179.77355853321,-0.0006538558123607018
1981-03-13,100146.05755275485,0.0003175083962247971,100179.77355853321,-0.00033655502084622415
1981-03-16,100229.20395354478,0.0008302513630766839,100229.20395354478,0.0
1981-03-17,100152.78475409967,-0.0007624444416473031,100229.20395354478,-0.0007624444416472648
1981-03-18,100125.66842447734,-0.00027074963206386027,100229.20395354478,-0.0010329876421590306
1981-03-19,100087.59586637112,-0.0003802477297311091,100229.20395354478,-0.0014128425806843382
1981-03-20,100215.67907233216,0.0012797110855979899,100229.20395354478,-0.00013493952539911925
1981-03-23,100497.95396610232,0.0028166739614308156,100497.95396610232,0.0
1981-03-24,100436.77346688168,-0.0006087735800199834,100497.95396610232,-0.0006087735800200146
1981-03-25,100678.09147955898,0.0024026858325638667,100678.09147955898,0.0
1981-03-26,100672.8861574343,-5.170263011722298e-05,100678.09147955898,-5.170263011721874e-05
1981-03-27,100569.81061316219,-0.0010238659902024327,100678.09147955898,-0.0010755156837550172
1981-03-30,100448.34318422904,-0.001207792161410759,100678.09147955898,-0.002282008845753495
1981-03-31,100634.58812750614,0.001854136537976725,100678.09147955898,-0.0004321034637577567
1981-04-01,100722.69715210353,0.0008755342098261121,100722.69715210353,0.0
1981-04-02,100794.08924893945,0.0007087985017726339,100794.08924893945,0.0
1981-04-03,100816.35413059892,0.00022089471540831518,100816.35413059892,0.0
1981-04-06,100763.65983166509,-0.0005226761013948922,100816.35413059892,-0.0005226761013948861
1981-04-07,100711.08082991175,-0.0005218052008152396,100816.35413059892,-0.001044208567102107
1981-04-08,100838.33092014054,0.0012635162802363542,100838.33092014054,0.0
1981-04-09,100909.94759631637,0.0007102128280223052,100909.94759631637,0.0
1981-04-10,101006.69038884774,0.0009587042193142103,101006.69038884774,0.0
1981-04-13,100970.2352615608,-0.0003609179465894341,101006.69038884774,-0.0003609179465894873
1981-04-14,100871.06958605656,-0.000982127804766919,101006.69038884774,-0.0013426912838058105
1981-04-15,100991.17694801484,0.0011907017785293128,101006.69038884774,-0.00015358825017610913
1981-04-16,101043.23210018028,0.0005154425736837442,101043.23210018028,0.0
1981-04-17,90439.7142517394,-0.10494040647797098,101043.23210018028,-0.10494040647797097
1981-04-20,101201.94340392888,0.11899892918981103,101201.94340392888,0.0
1981-04-21,101123.49166348026,-0.000775199939940685,101201.94340392888,-0.0007751999399407269
1981-04-22,101144.2793430142,0.00020556726426246286,101201.94340392888,-0.0005697920314090733
1981-04-23,101179.00233404693,0.0003433015812488449,101201.94340392888,-0.0002266860606656142
1981-04-24,101319.10824205734,0.0013847330451810524,101319.10824205734,0.0
1981-04-27,101409.498844733,0.0008921377639814487,101409.498844733,0.0
1981-04-28,101310.31980664279,-0.000978005406003013,101409.498844733,-0.0009780054060030542
1981-04-29,95883.81506601542,-0.05356319821104305,101409.498844733,-0.05448881851963287
1981-04-30,101320.02425137025,0.0566957956523948,101409.498844733,-0.0008823097873675075
1981-05-01,101185.83951003707,-0.0013243654679777617,101409.498844733,-0.0022055067547308315
1981-05-04,95892.01813023837,-0.05231780855337553,101409.498844733,-0.054407928027949144
1981-05-05,95849.69841689555,-0.00044132675657471143,101409.498844733,-0.054825243110115295
1981-05-06,100828.31664230135,0.051941928953719074,101409.498844733,-0.005731043038892162
1981-05-07,100912.13864746428,0.0008313339739698389,101409.498844733,-0.00490447347570685
1981-05-08,100983.456931271,0.0007067364220261219,101409.498844733,-0.0042012032237168494
1981-05-11,101004.39163456397,0.00020730824561909778,101409.498844733,-0.003994765922167486
1981-05-12,100980.44171869272,-0.000237117569678591,101409.498844733,-0.004230936262659223
1981-05-13,100947.93848149685,-0.0003218765598829165,101409.498844733,-0.00455145098333279
1981-05-14,101116.469164427,0.0016694811748041438,101409.498844733,-0.0028895683702632696
1981-05-15,101188.6341889887,0.000713682203878685,101409.498844733,-0.0021779483999074135
1981-05-18,101153.3364959835,-0.0003488306101580019,101409.498844733,-0.002526019274996141
1981-05-19,100976.65511788393,-0.001746668812121599,101409.498844733,-0.0042682759680312534
1981-05-20,101028.12582715407,0.0005097288002862133,101409.498844733,-0.0037607228309336225
1981-05-21,101105.6193997245,0.0007670494917721982,101409.498844733,-0.0029965579996974797
1981-05-22,101200.8353784428,0.0009417476425506166,101409.498844733,-0.0020576323585789025
1981-05-25,90069.28262350315,-0.10999467260633722,101409.498844733,-0.11182597636729008
1981-05-26,101313.63707548527,0.12484116809261625,101409.498844733,-0.0009452937874636407
1981-05-27,101361.09494662257,0.0004684253029227925,101409.498844733,-0.0004773112840695007
1981-05-28,101327.31362556013,-0.00033327699429686053,101409.498844733,-0.0008104292014962173
1981-05-29,101354.75671409653,0.0002708360416798783,101409.498844733,-0.0005398126532533751
1981-06-01,101391.71809562956,0.0003646733782538547,101409.498844733,-0.00017533613030330295
1981-06-02,101134.88442711181,-0.002533083306424655,101409.498844733,-0.002707975295703227
1981-06-03,101069.78338658302,-0.000643705096392444,101409.498844733,-0.0033499372545969562
1981-06-04,101152.33182377346,0.0008167469487363466,101409.498844733,-0.002535926356891655
1981-06-05,101308.14705055396,0.0015404017284739169,101409.498844733,-0.000999430973761273
1981-06-08,101153.1450065464,-0.0015300057154358226,101409.498844733,-0.0025279075540950587
1981-06-09,101104.25163753095,-0.0004833598501785552,101409.498844733,-0.0030100455152569797
1981-06-10,101068.2634676301,-0.0003559511031234752,101409.498844733,-0.0033649251893588684
1981-06-11,101428.86419883212,0.0035678928164974977,101428.86419883212,0.0
1981-06-12,101480.37756184294,0.0005078767608974744,101480.37756184294,0.0
1981-06-15,101413.01763692709,-0.000663772904025639,101480.37756184294,-0.000663772904025644
1981-06-16,101230.27400608601,-0.0018019740966128683,101480.37756184294,-0.002464550899059393
1981-06-17,101290.84406820321,0.000598339406979731,101480.37756184294,-0.0018676861300030488
1981-06-18,101227.54571043825,-0.0006249168752343603,101480.37756184294,-0.002491435856657179
1981-06-19,101312.33643569995,0.0008376250225827775,101480.37756184294,-0.001655897723090141
1981-06-22,101153.437931522,-0.00156840232658928,101480.37756184294,-0.003221702935837979
1981-06-23,101261.20127194509,0.0010653453073541375,101480.37756184294,-0.0021597898545882024
1981-06-24,101257.47224877968,-3.682578439290207e-05,101480.37756184294,-0.002196536103025559
1981-06-25,101350.43062991985,0.0009180397167309895,101480.37756184294,-0.0012805128936763572
1981-06-26,101396.71831655013,0.000456709323705784,101480.37756184294,-0.0008243883921482165
1981-06-29,101463.31567147384,0.0006567999046656059,101480.37756184294,-0.0001681299457000379
1981-06-30,101471.66821471557,8.23208189724145e-05,101480.37756184294,-8.582296732254186e-05
1981-07-01,101519.05217186529,0.00046696736126827787,101519.05217186529,0.0
1981-07-02,101491.13689399564,-0.00027497575354018533,101519.05217186529,-0.00027497575354018826
