Date,Equity,Positions
2022-05-04,2538570.0089654243,5
2022-05-05,2467587.891271616,5
2022-05-06,2344652.8751669186,5
2022-05-09,2364541.219811138,5
2022-05-10,2417077.91136073,5
2022-05-11,2436930.109838316,5
2022-05-12,2434102.6956806984,5
2022-05-13,2474514.610565369,5
2022-05-16,2490412.0335456915,5
2022-05-17,2460439.570209468,5
2022-05-18,2428264.448915848,5
2022-05-19,2422499.378176202,5
2022-05-20,2476654.108732234,5
2022-05-23,2459363.6122632604,5
2022-05-24,2475328.8710790053,5
2022-05-25,2457446.687140902,5
2022-05-26,2473664.0227683927,5
2022-05-27,2410890.719134563,5
2022-05-31,2451432.427308259,5
2022-06-01,2428614.5003077798,5
2022-06-02,2427743.4626384205,5
2022-06-03,2511669.2781980573,5
2022-06-06,2530312.8169131265,5
2022-06-07,2472456.9639821714,5
2022-06-08,2492725.5265439902,5
2022-06-09,2488056.472105463,5
2022-06-10,2468901.9413596014,5
2022-06-13,2355051.337914396,5
2022-06-14,2374020.978339447,5
2022-06-15,2349316.3676080876,5
2022-06-16,2323064.5492944354,5
2022-06-17,2289470.1741514266,5
2022-06-21,2276114.0436560865,5
2022-06-22,2198793.437084614,5
2022-06-23,2227035.654691811,5
2022-06-24,2224509.0099146105,5
2022-06-27,2238462.152438224,5
2022-06-28,2229015.5390431937,5
2022-06-29,2116463.5728638233,5
2022-06-30,2131777.0600667163,4
2022-07-01,2116645.8085988443,4
2022-07-05,2139461.441893507,4
2022-07-06,2211526.1817781287,4
2022-07-07,2222766.9347134335,4
2022-07-08,2273138.359215681,4
2022-07-11,2212978.352834887,4
2022-07-12,2245595.3086158293,4
2022-07-13,2270762.4288076162,4
2022-07-14,2305319.8076160415,4
2022-07-15,2322863.7196116373,4
2022-07-18,2300472.0262579974,4
2022-07-19,2348556.9947386743,4
2022-07-20,2338817.1102309274,4
2022-07-21,2351730.110156845,4
2022-07-22,2399277.3547197147,4
2022-07-25,2433999.7189425044,4
2022-07-26,2425687.302251052,4
2022-07-27,2409314.2421072186,4
2022-07-28,2420448.1975553143,4
2022-07-29,2399317.5013298886,4
2022-08-01,2343480.885617796,4
2022-08-02,2411038.5669360114,4
2022-08-03,2398487.500118095,4
2022-08-04,2404258.2410725886,4
2022-08-05,2369707.113551555,4
2022-08-08,2386493.5372703914,4
2022-08-09,2413464.8227451155,4
2022-08-10,2464049.692736264,4
2022-08-11,2494921.041771388,4
2022-08-12,2512193.0770756262,4
2022-08-15,2537528.1160110272,4
2022-08-16,2529205.9972925093,4
2022-08-17,2546475.52241793,4
2022-08-18,2563769.090708346,4
2022-08-19,2619403.5598685355,4
2022-08-22,2591429.3464656034,4
2022-08-23,2591468.547801151,4
2022-08-24,2599292.169261837,4
2022-08-25,2597283.762052134,4
2022-08-26,2605731.1777996086,4
2022-08-29,2582193.6911001075,4
2022-08-30,2577324.9424169078,4
2022-08-31,2588626.774715065,4
2022-09-01,2563940.6936166068,4
2022-09-02,2516571.044193169,4
2022-09-06,2485289.383999423,4
2022-09-07,2503317.296516914,4
2022-09-08,2517631.209116956,4
2022-09-09,2547763.743157581,4
2022-09-12,2555779.118621196,4
2022-09-13,2602009.3474250487,4
2022-09-14,2524278.3686209065,5
2022-09-15,2488371.126168536,5
2022-09-16,2488589.820739485,5
2022-09-19,2513159.848060881,5
2022-09-20,2529057.029142401,5
2022-09-21,2487175.6108097043,5
2022-09-22,2462313.6641752934,5
2022-09-23,2468904.101616168,5
2022-09-26,2455176.938316712,5
2022-09-27,2468335.7499827156,5
2022-09-28,2437095.3624860384,5
2022-09-29,2437145.1925946046,5
2022-09-30,2418617.1775375297,5
2022-10-03,2427049.4426547713,5
2022-10-04,2462003.9892112403,5
2022-10-05,2461859.381436461,5
2022-10-06,2442862.2453762367,5
2022-10-07,2465970.738632048,5
2022-10-10,2452942.1276134946,5
2022-10-11,2435231.7422713395,5
2022-10-12,2460803.779030441,5
2022-10-13,2432694.487890775,5
2022-10-14,2379457.864246065,5
2022-10-17,2357157.5072322227,5
2022-10-18,2340307.0857672226,5
2022-10-19,2343623.56986398,5
2022-10-20,2309176.3354668333,5
2022-10-21,2330437.2565840166,5
2022-10-24,2349251.014440486,5
2022-10-25,2322132.625063448,5
2022-10-26,2310422.039131706,5
2022-10-27,2315088.390452888,5
2022-10-28,2396140.600893719,5
2022-10-31,2371332.6070121573,5
2022-11-01,2363456.4827420246,5
2022-11-02,2351210.6111851204,5
2022-11-03,2364590.3312695,5
2022-11-04,2372390.844396587,5
2022-11-07,2317511.752937803,5
2022-11-08,2283492.03155063,5
2022-11-09,2245534.0926235677,4
2022-11-10,2489622.0986418515,4
2022-11-11,2496261.7820519344,4
2022-11-14,2496511.4797009015,3
2022-11-15,2495661.0249605607,3
2022-11-16,2486968.469703662,3
2022-11-17,2499349.0335072596,3
2022-11-18,2527808.6913123755,3
2022-11-21,2558091.1186073893,3
2022-11-22,2566962.1974959727,3
2022-11-23,2545656.1297350093,3
2022-11-25,2526550.5696401834,3
2022-11-28,2527786.4562303475,3
2022-11-29,2528195.727208364,3
2022-11-30,2514848.811385472,4
2022-12-01,2466093.9519710983,4
2022-12-02,2395316.055121035,4
2022-12-05,2366376.3064826117,4
2022-12-06,2411210.720015857,4
2022-12-07,2440790.3129949416,4
2022-12-08,2468666.5571452207,4
2022-12-09,2484437.667285325,4
2022-12-12,2539860.8632009453,4
2022-12-13,2514001.6406750195,4
2022-12-14,2505116.3219229886,4
2022-12-15,2485538.981506692,4
2022-12-16,2429749.318981262,4
2022-12-19,2435085.0225661565,4
2022-12-20,2448873.474138761,4
2022-12-21,2412356.399837785,4
2022-12-22,2422350.6260317233,5
2022-12-23,2413471.2607068173,5
2022-12-27,2359562.744887896,5
2022-12-28,2360642.8901850474,6
2022-12-29,2349710.094667829,6
2022-12-30,2279714.4098316277,6
2023-01-03,2293503.505902433,6
2023-01-04,2236530.7643769537,6
2023-01-05,2227432.3580093677,5
2023-01-06,2244387.468669936,4
2023-01-09,2202071.018938901,4
2023-01-10,2196097.161279711,3
2023-01-11,2209016.4964413177,3
2023-01-12,2225744.483319721,3
2023-01-13,2214032.6641014325,3
2023-01-17,2188542.8644447397,3
2023-01-18,2179444.6131854528,3
2023-01-19,2191992.8226221832,3
2023-01-20,2195314.2420277223,3
2023-01-23,2196258.980832561,3
2023-01-24,2199747.0591170946,3
2023-01-25,2216943.3653119295,3
2023-01-26,2212311.24995312,3
2023-01-27,2200954.770051809,3
2023-01-30,2203891.182735058,3
2023-01-31,2213352.326406487,3
2023-02-01,2212760.8086142354,3
2023-02-02,2175164.943458596,3
2023-02-03,2175369.540038997,3
2023-02-06,2180288.589608548,3
2023-02-07,2174605.9711133423,3
2023-02-08,2163368.9797051013,3
2023-02-09,2168894.134216778,3
2023-02-10,2186451.8052115687,3
2023-02-13,2195922.345755023,3
2023-02-14,2203022.5204402586,3
2023-02-15,2202087.4822295913,3
2023-02-16,2207855.692100728,3
2023-02-17,2203667.5838875994,3
2023-02-21,2189838.7990128254,3
2023-02-22,2190298.2221108293,3
2023-02-23,2163305.214485405,4
2023-02-24,2148728.2619087673,3
2023-02-27,2150475.2551272213,3
2023-02-28,2180897.2428121916,3
2023-03-01,2160257.997785439,3
2023-03-02,2174799.046487506,3
2023-03-03,2179142.439045803,3
2023-03-06,2171905.310450164,3
2023-03-07,2161599.937875394,3
2023-03-08,2155612.7561170524,3
2023-03-09,2142818.8826393806,3
2023-03-10,2117766.049332703,3
2023-03-13,2123177.597168049,3
2023-03-14,2103768.7519205,3
2023-03-15,2136557.3480146145,3
2023-03-16,2151280.392251434,3
2023-03-17,2162200.842032175,3
2023-03-20,2184853.6296415366,3
2023-03-21,2201516.3853786555,3
2023-03-22,2199580.596479939,3
2023-03-23,2203152.1255576084,3
2023-03-24,2214760.5388470865,3
2023-03-27,2226365.679009145,3
2023-03-28,2226462.171544069,3
2023-03-29,2265453.0118740094,3
2023-03-30,2281587.498301506,3
2023-03-31,2274058.4691987173,3
2023-04-03,2286094.5721454313,3
2023-04-04,2303277.6232808237,3
2023-04-05,2328497.2695100605,3
2023-04-06,2333308.3194115018,3
2023-04-10,2368502.435618188,3
2023-04-11,2345449.7650975385,3
2023-04-12,2362662.9980711057,3
2023-04-13,2363989.9788809204,3
2023-04-14,2380232.654064049,3
2023-04-17,2405015.7894562916,3
2023-04-18,2404021.979710076,3
2023-04-19,2428705.1839661035,3
2023-04-20,2418794.4875407955,3
2023-04-21,2448835.2675105077,3
2023-04-24,2445036.758215782,3
2023-04-25,2445968.525212609,3
2023-04-26,2470535.1986446083,3
2023-04-27,2478766.1491532773,3
2023-04-28,2455567.1018210407,3
2023-05-01,2421530.8871655087,3
2023-05-02,2407991.3373864056,3
2023-05-03,2437836.147472771,3
2023-05-04,2481439.6721057612,4
2023-05-05,2476023.6017130585,4
2023-05-08,2493355.929898236,4
2023-05-09,2513183.076866709,4
2023-05-10,2453438.1128072557,4
2023-05-11,2395799.2068637707,3
2023-05-12,2401680.0924321064,3
2023-05-15,2393370.766721072,3
2023-05-16,2402108.3196649393,3
2023-05-17,2395094.433048321,3
2023-05-18,2425591.324853053,3
2023-05-19,2412461.3459410267,3
2023-05-22,2395072.7689307653,3
2023-05-23,2390754.19412683,3
2023-05-24,2384526.8931629257,3
2023-05-25,2403563.5373335616,3
2023-05-26,2399078.6389614004,3
2023-05-30,2387697.93104314,3
2023-05-31,2397194.7699937564,3
2023-06-01,2410012.221902345,3
2023-06-02,2414671.4765621354,3
2023-06-05,2413894.4162580576,3
2023-06-06,2431037.881416985,3
2023-06-07,2481283.141052823,3
2023-06-08,2471095.841417005,3
2023-06-09,2480079.3223597477,3
2023-06-12,2473249.036014467,3
2023-06-13,2491022.1300813467,3
2023-06-14,2505915.156946362,3
2023-06-15,2510545.5245701806,3
2023-06-16,2514167.4170032004,3
2023-06-20,2506001.63584082,3
2023-06-21,2488304.546246767,4
2023-06-22,2447626.775250286,4
2023-06-23,2398294.375488852,3
2023-06-26,2387982.3535041027,3
2023-06-27,2366561.854748918,3
2023-06-28,2362214.0404866245,3
2023-06-29,2386017.388907162,3
2023-06-30,2399833.4157999787,3
2023-07-03,2398977.888413408,3
2023-07-05,2385271.322429064,3
2023-07-06,2391067.562124893,3
2023-07-07,2392506.580020758,3
2023-07-10,2587718.651696057,2
2023-07-11,2606803.9468999,2
2023-07-12,2614681.6218275153,2
2023-07-13,2620238.4351605894,3
2023-07-14,2603710.8036738397,3
2023-07-17,2618017.5582538494,3
2023-07-18,2629871.805805179,3
2023-07-19,2628447.9114211723,3
2023-07-20,2635004.413659362,3
