Date,Open,High,Low,Close,Volume
2005-01-03,35.819684705839414,36.08778234382006,35.81156184977982,36.04716186523438,1168000
2005-01-04,36.03903515752133,36.0512209898803,35.66938171386718,35.66938171386719,1935400
2005-01-05,35.74249510165874,35.969975305937915,35.722186416781945,35.860296630859374,1094100
2005-01-06,35.86435928405636,35.96591200495386,35.83592464617079,35.88466796875,1057400
2005-01-07,36.055281814480615,36.09996526322483,35.888733851135214,35.96591491699219,738700
2005-01-10,36.00653256478834,36.03903017935229,35.93747745819728,36.02278137207031,379400
2005-01-11,36.11214738611989,36.26650640283774,36.04715215856941,36.2340087890625,844100
2005-01-12,36.099954793342185,36.331494824617415,36.071520161401104,36.28274841308594,722000
2005-01-13,36.457415432205885,36.63208618164063,36.44929258069032,36.632086181640624,1876700
2005-01-14,36.51836396109913,36.72146943018296,36.48180336510942,36.62803955078125,1043800
2005-01-18,36.47774783008481,36.75803130337293,36.44931318499344,36.749908447265625,1251600
2005-01-19,36.88394305579257,36.900188761065245,36.66864872164771,36.855508422851564,655800
2005-01-20,36.729592105203146,36.9733180470798,36.70115746363659,36.9286376953125,1064200
2005-01-21,36.80270255146278,36.98549929424961,36.770204939526074,36.969250488281254,606300
2005-01-24,37.001751948247154,37.16829991633543,36.965194452311735,37.127679443359376,561400
2005-01-25,37.111412991177296,37.12766179247155,36.766134486314805,36.7783203125,1942200
2005-01-26,36.90426919512873,36.93270384152122,36.814902278139755,36.84739990234375,709800
2005-01-27,36.7701943622819,36.84331241853506,36.69707630602874,36.7783203125,463900
2005-01-28,37.05455906767359,37.20891809512265,37.034247282866204,37.14798583984375,1128000
2005-01-31,37.09922381403177,37.26983156349847,37.082975014205175,37.25358276367188,1313900
2005-02-01,37.28418371955087,37.308647410907035,37.125163504044174,37.194479370117186,948200
2005-02-02,37.186325966147834,37.29234048931989,37.14147378753066,37.28010864257813,760300
2005-02-03,37.129250756271624,37.28419581404493,37.129250756271624,37.25972900390625,505800
2005-02-04,37.70413272432164,37.89577312847485,37.70005440846804,37.77752685546875,3483900
2005-02-07,37.81427085573653,38.091537583299676,37.79796068225075,38.05891723632813,1064600
2005-02-08,38.071118522766284,38.3769270057067,38.0548083637081,38.27499084472657,1383800
2005-02-09,38.09966524602715,38.425859135089894,38.075198448984715,38.376931762695314,2125800
2005-02-10,38.120069030487464,38.19754155533362,37.8183386818526,37.85911254882813,1240000
2005-02-11,37.700074849123915,37.91210383666188,37.675611162425376,37.83463134765625,1275200
2005-02-14,37.879483636438835,38.00588349925064,37.8101677833385,37.95287780761719,295000
2005-02-15,37.75714909998145,37.863163566350046,37.7449172597936,37.76122741699219,900200
2005-02-16,37.7204817577338,37.74494545638458,37.43098325059486,37.61854553222656,1189700
2005-02-17,37.414657678852464,37.56959955793426,37.34941702817879,37.38203735351563,1146400
2005-02-18,36.92127473016831,37.084370081297656,36.88457609857311,37.047674560546874,2655800
2005-02-22,36.95391671186955,37.00284721652341,36.86013713317444,36.88460083007813,914600
2005-02-23,37.16186023661097,37.17409208268256,36.87236180648161,37.006918334960936,1115000
2005-02-24,37.17000635121597,37.239322199894666,36.925357055664065,36.925357055664065,798500
2005-02-25,37.05990858473048,37.16184474061561,36.94981890514616,37.1047607421875,588800
2005-02-28,37.14551299958957,37.14551299958957,36.65214266507152,36.70514831542969,2797300
2005-03-01,36.6241980002029,36.75508622963573,36.58738402784473,36.693731689453124,1648500
2005-03-02,36.58736857685235,36.69780732666661,36.57509829812193,36.644631958007814,1139300
2005-03-03,36.65690189775474,36.73052668380895,36.587365123811374,36.62417907714844,1600600
2005-03-04,36.80823984318549,37.08637757982862,36.75915873241433,37.02093505859375,1567000
2005-03-07,37.16000621017435,37.21726959241027,37.11910424009445,37.1681884765625,889800
