Date,Open,High,Low,Close,Volume
2005-01-03,49.170145865345894,49.25701062653669,48.018221046754874,48.27504348754883,16062600
2005-01-04,48.3694493340979,48.40721385210586,47.15709477620798,47.24018478393555,27450000
2005-01-05,47.1873067612016,47.31571648731197,46.29598236083984,46.29598236083984,29884200
2005-01-06,46.58301168902053,46.98335412074242,46.24687699466204,46.54146957397461,23061200
2005-01-07,46.64723152349458,46.79452641061543,45.997621825695894,46.0240592956543,20906200
2005-01-10,46.07692351076356,46.90781770017395,46.039156116966254,46.49237060546875,23449000
2005-01-11,46.2620038225875,46.29221890201123,45.793681617394014,45.92586898803711,23233800
2005-01-12,45.99383529428244,46.26576515048747,45.41976339454661,46.11469268798828,24791200
2005-01-13,46.18645241480981,46.405507339742016,45.755897772821704,45.974952697753906,18940600
2005-01-14,46.110910524798136,46.49236780656173,46.0127158831301,46.413055419921875,13541000
2005-01-18,46.30352291558512,47.13819456750119,46.235540465672784,46.96446228027344,16787600
2005-01-19,46.9418076906478,47.11553999736702,46.292198181152344,46.292198181152344,20194800
2005-01-20,46.129803641312755,46.443278519975046,45.93718616531368,46.01649856567383,29061600
2005-01-21,46.09582416255554,46.44706651787384,45.755911741042915,45.91075897216797,22309800
2005-01-24,46.04670110081492,46.265755983964546,45.38576172961543,45.55949401855469,18547200
2005-01-25,45.75968379363498,46.15246823142403,45.49530621721889,45.67659378051758,22059200
2005-01-26,45.85788032401185,46.41684769219581,45.744578113635065,46.28466033935547,18351600
2005-01-27,46.22045592118504,46.73032598983413,46.1335911751043,46.41685104370117,20795400
2005-01-28,46.5679216306894,46.5679216306894,45.83899948361609,46.37908172607422,20704200
2005-01-31,46.651005580739366,47.021133036341254,46.50748830036659,46.92293548583984,21879000
2005-02-01,46.92672069436893,47.349723157675015,46.854960601820686,47.18732070922851,20250400
2005-02-02,47.25529607714937,47.583875648328224,47.17975839072403,47.54610824584961,17766800
2005-02-03,47.42146450184258,47.474339431880665,46.926704993000094,47.285499572753906,14914600
2005-02-04,47.28928694522185,47.98799399202819,47.23263439948769,47.88224411010742,19564000
2005-02-07,47.984211903911806,48.17305177306302,47.6556294942603,47.870906829833984,12354400
2005-02-08,47.85581540049937,48.1390752995579,47.814270384786624,47.98800277709961,10688000
2005-02-09,48.14660138811196,48.15415371300579,46.96446228027344,46.96446228027344,27444000
2005-02-10,47.1117703249491,47.29683547363638,46.76052804877539,47.04756546020508,20379000
2005-02-11,47.07777666049165,47.86712587518887,46.74164194744759,47.81425094604492,18049200
2005-02-14,47.738711475796606,47.96531870440586,47.481889181648185,47.772701263427734,8975000
2005-02-15,47.83313608422527,48.10128833387461,47.52343883575319,47.81425094604492,14451600
2005-02-16,47.73871637582706,48.26746855116603,47.568758775824776,47.95777130126953,18858800
2005-02-17,48.116386510420185,48.21835874494689,47.49321453074132,47.534759521484375,17347600
