Price,Close,High,Low,Open,Volume
Ticker,ZB=F,ZB=F,ZB=F,ZB=F,ZB=F
Date,,,,,
2001-11-02,109.28130340576172,111.09380340576172,109.03130340576172,110.84380340576172,74995
2001-11-05,110.15630340576172,110.3125,109.3125,109.3125,120702
2001-11-06,110.625,110.9375,109.90630340576172,110.15630340576172,134014
2001-11-07,111.625,111.6875,110.5625,110.65630340576172,144039
2001-11-08,110.59380340576172,112.0,110.375,111.5625,76393
2001-11-09,110.40630340576172,111.21880340576172,110.34380340576172,110.4375,84939
2001-11-13,109.8125,110.8125,109.625,110.46880340576172,144869
2001-11-14,108.46880340576172,109.96880340576172,108.4375,109.875,180427
2001-11-15,105.9375,108.53130340576172,105.84380340576172,108.5,165360
2001-11-16,105.28130340576172,106.75,104.65630340576172,106.0,110499
2001-11-19,105.84380340576172,106.3125,104.6875,105.28130340576172,134642
2001-11-20,104.9375,106.46880340576172,104.875,105.9375,109816
2001-11-21,104.0625,105.3125,103.3125,105.0,42030
2001-11-23,103.46880340576172,104.625,103.34380340576172,103.875,100527
2001-11-26,103.3125,104.40630340576172,103.1875,103.375,139401
2001-11-27,104.0,104.03130340576172,102.75,103.375,132248
2001-11-28,103.6875,104.34380340576172,103.40630340576172,104.03130340576172,25111
2001-11-29,105.0,105.03130340576172,103.5625,103.71880340576172,8365
2001-11-30,104.625,105.4375,104.15630340576172,104.75,8567
2001-12-03,105.34380340576172,105.375,104.5,104.65630340576172,1775
2001-12-04,106.09380340576172,106.25,105.03130340576172,105.25,3826
2001-12-05,103.875,106.0,102.71880340576172,105.96880340576172,2233
2001-12-06,102.65630340576172,103.71880340576172,102.59380340576172,103.625,4701
2001-12-07,101.125,103.21880340576172,100.5,102.71880340576172,180
2001-12-10,101.03130340576172,101.75,100.65630340576172,100.65630340576172,619
2001-12-11,101.53130340576172,102.25,101.3125,101.40630340576172,2236
2001-12-12,102.4375,102.53130340576172,101.65630340576172,101.71880340576172,934
2001-12-13,101.875,103.1875,101.21880340576172,103.1875,65
2001-12-14,100.84380340576172,102.21880340576172,100.84380340576172,101.9375,52
2001-12-17,99.5625,101.15630340576172,99.28125,100.40630340576172,70
2001-12-18,101.65630340576172,101.71880340576172,100.96880340576172,101.21880340576172,3
2001-12-19,102.40630340576172,102.5625,101.8125,101.875,73881
2001-12-20,101.6875,101.78130340576172,100.84380340576172,101.46880340576172,42548
2001-12-21,101.125,101.78130340576172,101.0,101.6875,8565
2001-12-24,100.6875,101.3125,100.5,101.125,19335
2001-12-26,100.15630340576172,100.8125,100.15630340576172,100.625,33426
2001-12-27,101.28130340576172,101.3125,100.03130340576172,100.15630340576172,43158
2001-12-28,100.59380340576172,101.25,99.875,101.15630340576172,20212
2001-12-31,101.46880340576172,101.59380340576172,100.53130340576172,100.53130340576172,93819
2002-01-02,100.3125,101.90630340576172,99.9375,101.53130340576172,64136
2002-01-03,100.6875,100.75,100.15630340576172,100.3125,103221
2002-01-04,100.40630340576172,101.0625,99.3125,100.6875,90795
2002-01-07,101.5,101.5,100.25,100.40630340576172,103560
2002-01-08,101.21880340576172,101.75,101.09380340576172,101.4375,97678
2002-01-09,101.65630340576172,101.75,100.8125,101.28130340576172,127892
2002-01-10,102.75,103.125,101.34380340576172,101.5625,116641
2002-01-11,103.4375,103.84380340576172,102.5625,102.6875,104121
2002-01-14,103.28130340576172,104.0,103.25,103.40630340576172,124854
2002-01-15,103.90630340576172,104.28130340576172,103.09380340576172,103.25,129739
2002-01-16,103.78130340576172,104.34380340576172,103.34380340576172,103.90630340576172,95302
2002-01-17,103.0625,103.8125,102.75,103.75,65616
2002-01-18,103.71880340576172,103.75,102.5625,103.0625,79889
2002-01-22,103.28130340576172,103.625,103.03130340576172,103.5,108506
2002-01-23,102.1875,103.40630340576172,101.96880340576172,103.25,118858
2002-01-24,102.625,102.71880340576172,101.9375,102.125,127912
2002-01-25,102.25,102.65630340576172,101.375,102.59380340576172,81482
2002-01-28,102.3125,102.59380340576172,101.65630340576172,102.21880340576172,141901
2002-01-29,103.5,103.5,101.75,102.3125,139119
2002-01-30,102.90630340576172,103.6875,102.84380340576172,103.40630340576172,119625
2002-01-31,102.75,103.59380340576172,102.6875,102.875,110141
2002-02-01,103.4375,103.59380340576172,102.40630340576172,102.78130340576172,70284
2002-02-04,104.1875,104.25,103.34380340576172,103.34380340576172,132623
2002-02-05,104.15630340576172,104.5,103.40630340576172,104.15630340576172,102349
2002-02-06,103.78130340576172,104.3125,103.5625,104.1875,123677
2002-02-07,103.4375,104.0,102.9375,103.78130340576172,123563
2002-02-08,103.96880340576172,104.4375,102.96880340576172,103.375,63338
2002-02-11,103.53130340576172,103.875,103.34380340576172,103.875,93122
2002-02-12,102.84380340576172,103.84380340576172,102.75,103.5,110154
2002-02-13,102.8125,103.0625,102.0,102.90630340576172,118910
2002-02-14,103.46880340576172,103.625,102.5625,102.8125,88428
2002-02-15,104.25,104.4375,103.4375,103.46880340576172,87818
2002-02-19,104.03130340576172,104.5,103.65630340576172,104.15630340576172,93327
2002-02-20,103.96880340576172,104.5,103.6875,104.0,82724
2002-02-21,104.40630340576172,104.4375,103.625,103.9375,97418
2002-02-22,104.71880340576172,105.125,104.34380340576172,104.40630340576172,77375
2002-02-25,104.53130340576172,104.9375,104.25,104.65630340576172,126834
2002-02-26,103.625,104.625,103.53130340576172,104.46880340576172,132441
2002-02-27,104.53130340576172,104.625,103.46880340576172,103.625,16379
2002-02-28,104.0625,104.625,103.75,104.5625,6992
2002-03-01,102.90630340576172,104.21880340576172,102.8125,104.0625,3181
2002-03-04,102.90630340576172,103.0,102.3125,102.9375,1166
2002-03-05,103.0,103.09380340576172,102.28130340576172,102.9375,1096
2002-03-06,102.40630340576172,103.28130340576172,102.40630340576172,103.15630340576172,2831
2002-03-07,100.8125,102.46880340576172,100.75,102.34380340576172,786
2002-03-08,100.125,101.09380340576172,99.9375,101.09380340576172,79
2002-03-11,100.25,100.59380340576172,99.96875,100.34380340576172,29
2002-03-12,100.09380340576172,100.6875,99.90625,100.34380340576172,414
2002-03-13,100.21880340576172,100.46880340576172,99.6875,100.125,40
2002-03-14,98.875,100.03130340576172,98.875,99.96875,219
2002-03-15,99.90625,99.9375,98.5,99.0,209
2002-03-18,100.25,100.34380340576172,99.6875,99.8125,7
2002-03-19,100.34380340576172,100.4375,100.1875,100.34380340576172,152246
2002-03-20,98.03125,99.4375,97.75,99.125,121815
2002-03-21,98.46875,98.59375,97.5,98.0,105245
2002-03-22,98.03125,98.59375,97.8125,98.53125,85237
2002-03-25,98.125,98.28125,97.53125,98.15625,130818
2002-03-26,99.03125,99.25,97.90625,98.125,76506
2002-03-27,98.9375,99.34375,98.78125,99.0,86202
2002-03-28,98.1875,99.21875,97.6875,98.90625,93191
2002-04-01,98.21875,98.75,97.96875,98.15625,96417
2002-04-02,99.25,99.34375,97.8125,98.15625,118832
2002-04-03,99.84375,99.875,98.875,99.21875,109637
2002-04-04,99.9375,100.34380340576172,99.625,99.75,123510
2002-04-05,100.5625,100.78130340576172,99.6875,99.875,85809
2002-04-08,100.0625,100.875,100.03130340576172,100.71880340576172,80593
2002-04-09,100.59380340576172,100.625,99.90625,100.0,103517
2002-04-10,100.15630340576172,100.75,100.0,100.5,108331
2002-04-11,100.625,100.9375,99.875,100.125,105133
2002-04-12,100.96880340576172,101.15630340576172,100.21880340576172,100.5625,70987
2002-04-15,101.3125,101.4375,100.78130340576172,100.96880340576172,109858
2002-04-16,100.90630340576172,101.28130340576172,100.21880340576172,101.28130340576172,125871
2002-04-17,100.0625,100.78130340576172,99.875,100.75,147853
2002-04-18,100.28130340576172,101.1875,99.59375,99.96875,91509
2002-04-19,100.5625,100.71880340576172,99.96875,100.34380340576172,58076
2002-04-22,100.75,100.78130340576172,100.3125,100.53130340576172,101098
2002-04-23,100.9375,101.1875,100.5,100.6875,120250
2002-04-24,101.75,101.8125,100.8125,100.9375,162379
2002-04-25,101.8125,102.34380340576172,101.59380340576172,101.65630340576172,110428
2002-04-26,102.21880340576172,102.3125,101.53130340576172,101.65630340576172,85509
2002-04-29,101.96880340576172,102.3125,101.78130340576172,102.1875,113856
2002-04-30,102.3125,102.4375,101.75,101.84380340576172,124088
2002-05-01,102.6875,103.125,102.3125,102.3125,102124
2002-05-02,102.15630340576172,102.8125,102.0625,102.71880340576172,122857
2002-05-03,102.71880340576172,103.0,102.03130340576172,102.25,36300
2002-05-06,102.625,102.8125,102.5,102.78130340576172,88253
2002-05-07,102.59380340576172,102.90630340576172,102.34380340576172,102.75,140293
2002-05-08,101.125,102.625,101.0,102.625,119407
2002-05-09,101.53130340576172,101.6875,100.78130340576172,101.0625,110381
2002-05-10,102.0625,102.1875,101.15630340576172,101.6875,102114
2002-05-13,101.03130340576172,102.0625,100.84380340576172,102.0625,139528
2002-05-14,100.125,101.125,99.84375,100.96880340576172,138674
2002-05-15,100.375,100.59380340576172,99.9375,100.25,118760
2002-05-16,100.875,101.0,100.3125,100.46880340576172,116238
2002-05-17,100.1875,100.875,99.9375,100.875,76050
2002-05-20,100.8125,100.875,100.125,100.1875,115278
2002-05-21,101.25,101.34380340576172,100.5,100.75,114623
2002-05-22,101.8125,101.90630340576172,101.125,101.28130340576172,159266
2002-05-23,101.3125,102.5625,101.1875,101.59380340576172,87559
2002-05-24,101.53130340576172,101.84380340576172,101.1875,101.28130340576172,122349
2002-05-28,101.5,101.78130340576172,101.0,101.34380340576172,117394
2002-05-29,102.03130340576172,102.15630340576172,101.375,101.5,137095
2002-05-30,102.4375,102.65630340576172,101.90630340576172,102.09380340576172,15726
2002-05-31,102.28130340576172,102.875,101.78130340576172,102.5625,5400
2002-06-03,102.34380340576172,102.6875,101.59380340576172,102.15630340576172,5850
2002-06-04,102.5,103.09380340576172,102.3125,102.53130340576172,1906
2002-06-05,102.0,102.4375,101.875,102.375,2005
2002-06-06,102.53130340576172,102.75,101.65630340576172,102.03130340576172,7445
2002-06-07,101.9375,102.84380340576172,101.78130340576172,102.4375,2407
2002-06-10,102.375,102.5,101.78130340576172,101.9375,1110
2002-06-11,103.0,103.09380340576172,102.0,102.375,289
2002-06-12,103.375,103.5,102.8125,103.0625,1080
2002-06-13,103.75,104.0625,103.125,103.15630340576172,544
2002-06-14,105.0625,105.15630340576172,103.875,103.875,520
2002-06-17,104.3125,105.15630340576172,104.3125,105.0625,869
2002-06-18,104.40630340576172,104.875,104.21880340576172,104.46880340576172,278
2002-06-19,105.1875,105.21880340576172,104.8125,104.84380340576172,145974
2002-06-20,103.3125,104.5,103.28130340576172,104.375,88707
2002-06-21,104.125,104.21880340576172,103.375,103.71880340576172,158989
2002-06-24,103.25,104.65630340576172,103.09380340576172,104.0625,157921
2002-06-25,103.1875,103.5,102.59380340576172,103.25,225006
2002-06-26,104.21880340576172,105.5,103.8125,104.125,204528
2002-06-27,102.90630340576172,104.1875,102.59380340576172,103.9375,125750
2002-06-28,102.78130340576172,103.3125,102.4375,102.71880340576172,102885
2002-07-01,102.9375,103.375,102.28130340576172,102.9375,134551
2002-07-02,103.71880340576172,103.96880340576172,103.0625,103.34380340576172,100577
2002-07-03,103.71880340576172,103.9375,103.46880340576172,103.84380340576172,70382
2002-07-05,102.65630340576172,103.59380340576172,102.59380340576172,103.5625,90964
